,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,Tennessee-Martin,OVC,,17,14,59.5,60.4,-0.94,,-1.6,,-8.93,5.4,-3.53,73.9,82.85,-8.95
229,Florida Atlantic,Sun Belt,,6,25,63,73.6,-10.58,,7.02,,3.02,-6.58,-3.56,72.42,80,-7.58
230,Monmouth,NEC,,18,13,63.9,62.7,1.26,,-4.9,,-1.9,-1.83,-3.73,74.3,83.97,-9.67
231,Portland,WCC,,10,20,62.1,67.9,-5.8,,3.02,,-1.38,-2.36,-3.74,76.68,85.75,-9.07
232,Akron,MAC,,10,19,60.1,67.6,-7.52,,3.74,,-4.08,0.3,-3.78,74.99,84.24,-9.26
233,Kansas City,Mid-Cont,,9,21,56.1,61.4,-5.33,,3.11,,-6.34,2.45,-3.89,62.39,74.81,-12.42
234,Texas-Rio Grande Valley,Ind,,11,18,54.5,58.4,-3.86,,3.28,,-10.59,6.59,-4,62.92,73.6,-10.69
235,Holy Cross,Patriot,,15,18,57.8,61.6,-3.85,,-0.16,,-4.59,0.57,-4.01,76.46,87.08,-10.62
236,Princeton,Ivy,,13,15,63.1,64.7,-1.57,,-1.69,,-1.48,-2.73,-4.21,75.8,85.94,-10.14
237,Air Force,MWC,,6,23,53.6,65.2,-11.59,,8.51,,-6.68,2.34,-4.35,73.39,83.8,-10.41
238,Eastern Washington,Big Sky,,10,19,67.6,72.5,-4.93,,3.03,,1.98,-6.35,-4.37,76.35,84.66,-8.3
239,American,Patriot,,13,19,59.3,60.4,-1.03,,-3.63,,-3.66,-0.8,-4.47,74.34,84.74,-10.4
240,Lehigh,Patriot,,11,19,56.5,57.6,-1.07,,-2.63,,-7.06,2.43,-4.63,73.96,84.35,-10.4
241,UNC Wilmington,CAA,,8,23,55,63.1,-8.1,,3.29,,-6.49,1.68,-4.81,72.9,84.43,-11.53
242,Long Beach State,Big West,,9,23,55.8,64.5,-8.66,,3.37,,-6.75,1.87,-4.87,71.63,81.59,-9.96
243,College of Charleston,Southern,,10,20,57.4,59.8,-2.4,,-0.35,,-7.77,2.81,-4.96,67.69,79.87,-12.18
244,Texas A&M-Corpus Christi,Southland,,15,16,62.9,67.5,-4.52,,0.53,,1,-6.12,-5.12,78,89.04,-11.04
245,Northeastern,CAA,,4,26,61.4,71.7,-10.3,,5.07,,0.3,-5.54,-5.23,77.68,88.97,-11.29
246,Austin Peay,OVC,,10,20,61.5,66.8,-5.27,,-0.16,,-3.64,-1.7,-5.34,76.3,87.66,-11.36
247,UC Irvine,Big West,,6,24,63.2,71.3,-8.03,,3.6,,-0.05,-5.32,-5.36,74.15,83.51,-9.36
248,Southeastern Louisiana,Southland,,17,13,62.5,60.5,2,,-5.52,,-5.97,0.6,-5.37,70.47,81.96,-11.5
249,Wofford,Southern,,13,16,57.5,63.1,-5.59,,1.77,,-4.53,-1,-5.53,69.56,81.07,-11.5
250,Eastern Illinois,OVC,,10,19,71.9,75.2,-3.34,,-0.59,,4.9,-10.45,-5.55,75.92,87.17,-11.25
251,North Carolina A&T,MEAC,,17,13,70.5,70.5,-0.03,,-4.97,,4.91,-10.46,-5.55,77.94,88.19,-10.25
252,Hampton,MEAC,,15,13,62.6,61.7,0.93,,-6.61,,-4,-1.68,-5.68,67,78.01,-11.02
253,FDU,NEC,,11,18,60.8,63.5,-2.69,,-2.97,,-4.89,-0.86,-5.75,70.44,82.37,-11.92
254,Jacksonville,A-Sun,,21,9,66.2,61.9,4.27,,-8.84,,-1.36,-4.48,-5.84,73.97,85.94,-11.97
255,New Orleans,Sun Belt,,9,21,57.6,66.9,-9.23,,3.35,,-4.07,-1.82,-5.89,65.74,78.83,-13.09
256,Chicago State,Ind,,9,20,60.3,65.3,-4.93,,3.62,,-8.02,2.08,-5.94,63.32,78.01,-14.69
257,Saint Peter's,MAAC,,12,18,59.7,63.4,-3.63,,-2.02,,-5.03,-0.95,-5.98,74.81,87.13,-12.31
258,Mount St. Mary's,NEC,,12,17,61.8,63.9,-2.17,,-3.93,,-3.61,-2.49,-6.1,74.2,86.72,-12.51
259,Albany (NY),AmEast,,9,22,55.9,62.9,-7,,0.82,,-6.94,0.76,-6.18,68.36,81.19,-12.83
260,Furman,Southern,,11,20,53.5,60.2,-6.71,,1.55,,-8.38,1.93,-6.46,69.49,82.96,-13.46
261,Wright State,Horizon,,10,18,58.4,64.1,-5.68,,-0.34,,-7.47,0.98,-6.49,71.75,84.93,-13.18
262,Pennsylvania,Ivy,,12,15,59.6,64.1,-4.44,,-2.05,,-4.47,-2.03,-6.5,77.25,91.1,-13.84
263,Siena,MAAC,,10,20,59.3,65.9,-6.57,,0.06,,-3.5,-3,-6.5,78.08,91.82,-13.74
264,Niagara,MAAC,,14,16,63,65.6,-2.63,,-3.88,,-1.81,-4.71,-6.52,75.05,88.55,-13.5
265,Lamar,Southland,,13,17,64.6,66.8,-2.13,,-4.08,,-1.13,-5.51,-6.64,71.83,84.17,-12.35
266,Prairie View A&M,SWAC,,19,14,66.6,66.5,0.15,,-6.68,,-0.74,-5.91,-6.65,71.16,83.16,-12
267,New Hampshire,AmEast,,9,20,56.9,61.9,-4.97,,-1.23,,-7.09,0.42,-6.66,77.48,91.98,-14.5
268,UCF,CUSA,,8,22,57.9,66,-8.13,,1.95,,-6.04,-0.8,-6.84,68.42,80.96,-12.54
269,Jackson State,SWAC,,22,11,60.6,57.9,2.7,,-9.97,,-8.17,0.89,-7.28,64.45,78.32,-13.87
270,St. Francis (NY),NEC,,13,18,59.5,62,-2.45,,-4.15,,-6.77,-0.68,-7.45,73.92,88.09,-14.17
271,Southern Utah,Mid-Cont,,9,20,51.1,59.9,-8.76,,2.33,,-11.51,3.87,-7.64,60.3,78.01,-17.72
272,Pacific,Big West,,8,22,59.9,68.8,-8.93,,0.21,,-4.07,-3.79,-7.86,70.07,83.25,-13.18
273,Loyola (IL),Horizon,,7,21,67.2,75.8,-8.61,,0.72,,2.61,-10.5,-7.89,79.62,94.3,-14.68
274,Manhattan,MAAC,,11,20,56.4,62.7,-6.35,,-1.6,,-7.84,-0.11,-7.95,73.69,89.84,-16.14
275,Cleveland State,Horizon,,8,22,62.1,69.1,-7.07,,-0.91,,-3.57,-4.41,-7.98,72.09,86.31,-14.22
276,Navy,Patriot,,12,17,54.8,58.6,-3.76,,-3.61,,-10.22,2.04,-8.19,68.75,84.22,-15.47
277,Cornell,Ivy,,12,15,59,61.5,-2.52,,-3.44,,-6.55,-1.65,-8.2,73.81,89.47,-15.66
278,San Jose State,WAC,,5,27,58.4,69.6,-11.13,,2.09,,-5.87,-2.48,-8.35,66.32,79.94,-13.62
279,Morgan State,MEAC,,18,13,58.9,60.2,-1.35,,-7.46,,-7.78,-1.15,-8.93,64.34,79.89,-15.55
280,Winthrop,Big South,,6,26,54.2,64.8,-10.69,,1.53,,-9.56,0.16,-9.4,67.71,85.47,-17.76
281,Detroit Mercy,Horizon,,5,26,58.8,72.2,-13.39,,3.98,,-4.32,-5.08,-9.41,69.34,85.61,-16.27
282,Youngstown State,Horizon,,7,21,57,65.8,-8.79,,0.06,,-9,-0.47,-9.46,65.94,83.06,-17.12
283,Elon,Southern,,10,20,48.7,58.4,-9.67,,1.88,,-13.69,4.2,-9.5,61.93,78.85,-16.91
284,Florida A&M,MEAC,,16,16,63.7,62.7,0.97,,-9.06,,-4.74,-4.95,-9.69,70.65,87.35,-16.7
285,Central Connecticut State,NEC,,6,23,59,68.7,-9.69,,-1.12,,-5.62,-5.19,-10.81,72.45,91.37,-18.91
286,Northwestern State,Southland,,10,20,63.7,69.1,-5.4,,-3.93,,-3.79,-7.1,-10.9,64.69,83.11,-18.41
287,Idaho,WAC,,6,22,62.2,74.1,-11.86,,0.84,,-1.31,-9.7,-11.02,75.39,93.43,-18.05
288,Howard,MEAC,,8,22,65.2,73.8,-8.57,,-2.47,,2.61,-13.65,-11.04,67.57,85.3,-17.72
289,Alabama A&M,SWAC,,17,13,62.6,61.4,1.13,,-10.24,,-7.42,-3.89,-11.31,65.4,83.48,-18.08
290,Columbia,Ivy,,8,20,57.8,66.6,-8.82,,-2.94,,-6.07,-5.68,-11.76,70.63,91.3,-20.67
291,Gardner-Webb,A-Sun,,14,17,52,56.6,-4.58,,-5.42,,-12.07,0.21,-11.86,63.6,84.23,-20.63
292,Brown,Ivy,,5,23,54.6,66.5,-11.93,,0.02,,-9.36,-2.66,-12.02,67.29,88.7,-21.41
293,Saint Francis (PA),NEC,,7,22,63.9,74.7,-10.83,,-1.4,,-0.42,-11.81,-12.23,77.53,97.86,-20.33
294,Lafayette,Patriot,,7,23,56.7,64.4,-7.7,,-5.24,,-7.43,-5.06,-12.49,73.17,95.24,-22.07
295,Memphis,CUSA,,4,27,62.4,78.8,-16.39,,4.26,,0.03,-12.83,-12.81,73.16,93.1,-19.94
296,Jacksonville State,OVC,,7,22,68.2,78.1,-9.9,,-2.13,,2.33,-15.49,-13.16,76.92,98.46,-21.55
297,Alcorn State,SWAC,,15,13,60.3,63.4,-3.07,,-10.27,,-8.87,-4.48,-13.34,67.63,88.33,-20.7
298,Campbell,A-Sun,,8,21,60.6,66.8,-6.21,,-7.29,,-5.08,-8.5,-13.58,70.44,92.69,-22.25
299,Fordham,A-10,,3,25,51,71.5,-20.5,,6.54,,-9.6,-4.36,-13.96,72.29,98.66,-26.37
300,Colgate,Patriot,,6,25,53.1,67.1,-13.97,,-0.54,,-9.04,-5.46,-14.51,66.3,90.55,-24.25
301,Maryland-Eastern Shore,MEAC,,11,20,53.6,60.9,-7.32,,-5.71,,-13.55,-1.2,-14.75,60.12,83.05,-22.93
302,South Carolina State,MEAC,,7,22,55.2,64,-8.83,,-6.17,,-11.05,-3.95,-15,59.45,82.08,-22.63
303,Tennessee State,OVC,,7,22,60.4,70.2,-9.79,,-2.87,,-6.92,-8.16,-15.08,57.94,80.58,-22.63
304,Sacramento State,Big Sky,,3,27,54,72.6,-18.57,,5.6,,-9.78,-5.36,-15.13,65.66,88.46,-22.8
305,Charleston Southern,Big South,,10,20,59,69.3,-10.3,,-1.89,,-6.52,-8.89,-15.41,59.24,84.42,-25.18
306,Lipscomb,A-Sun,,8,21,57.5,64.8,-7.24,,-4.67,,-10.79,-4.92,-15.71,63.21,88.73,-25.51
307,Stetson,A-Sun,,5,25,56.3,65.7,-9.4,,-5.16,,-10.66,-5.54,-16.2,65.19,91.13,-25.95
308,Nicholls State,Southland,,7,20,59,73.1,-14.15,,-1.37,,-7.23,-8.99,-16.21,65.13,90.61,-25.47
309,Sam Houston,Southland,,5,24,60.6,76,-15.48,,1.11,,-3.6,-13.52,-17.12,61.82,86.5,-24.68
310,Arkansas-Pine Bluff,SWAC,,11,20,59.1,71.8,-12.71,,-4.56,,-6.97,-10.3,-17.27,63.81,89.6,-25.79
311,Grambling,SWAC,,12,19,64.2,68.1,-3.9,,-11.5,,-6.17,-11.33,-17.5,60.91,87.14,-26.23
312,Rider,MAAC,,2,28,58,74.6,-16.6,,-1.72,,-5.74,-12.58,-18.32,69.54,98.45,-28.91
313,Norfolk State,MEAC,,6,24,60.2,72.1,-11.93,,-6.59,,-6.65,-11.98,-18.63,62.14,89.09,-26.95
314,Alabama State,SWAC,,12,18,57.2,65.8,-8.63,,-8.77,,-11.88,-7.43,-19.31,62.65,90.85,-28.2
315,Mercer,A-Sun,,5,25,47.7,62.1,-14.33,,-3.47,,-17.81,-1.55,-19.36,52.63,82.15,-29.52
316,McNeese,Southland,,4,25,55.4,70.5,-15.07,,-3.59,,-10.62,-9.92,-20.54,60.12,91.84,-31.72
317,Southern,SWAC,,5,22,51.7,64.4,-12.74,,-7.95,,-15.82,-4.87,-20.69,58.88,90.85,-31.97
318,Wagner,NEC,,3,26,53.9,69.1,-15.14,,-4.39,,-12.43,-8.36,-20.79,64.92,99.05,-34.13
319,Mississippi Valley State,SWAC,,7,21,57.9,67.3,-9.46,,-10.23,,-10.89,-10.42,-21.32,61.18,92.8,-31.62
320,Texas Southern,SWAC,,5,22,51.3,66,-14.67,,-9.24,,-17.78,-7.5,-25.28,56.37,93.61,-37.24
321,Bethune-Cookman,MEAC,,5,25,49.7,63.6,-13.87,,-8.77,,-18.4,-7.11,-25.5,52.4,88.88,-36.47
322,Birmingham-Southern,Big South,,8,22,55.9,71.1,-15.14,,-7.56,,-10.02,-15.17,-25.19,60.29,95.26,-34.97
323,Centenary (LA),Mid-Cont,,5,25,44.7,70.3,-25.63,,-0.42,,-17.61,-9.98,-27.59,60.22,103.22,-43
324,Central Arkansas,Southland,,14,14,68.9,70.6,-1.64,,-4.89,,-9.65,-21.24,-30.89,57.05,99.03,-41.98
325,Kennesaw State,A-Sun,,13,16,65.3,66.8,-1.41,,-1.47,,-12.5,-19.13,-31.63,50.08,92.71,-42.63
326,NJIT,Ind,,4,24,52.8,67.2,-14.39,,-8.19,,-20.1,0.26,-19.84,52.91,83.2,-30.28
327,North Dakota State,Ind,,14,11,65.4,63.7,1.68,,-6.95,,-9.3,-11.08,-20.39,56.52,85.26,-28.74
328,North Florida,A-Sun,,8,21,50.4,62.2,-11.86,,-5.94,,-19.17,-1.25,-20.43,45.66,77.36,-31.7
329,Northern Colorado,Big Sky,,5,24,55.6,71.7,-16.07,,-10.29,,-11.2,-9.62,-20.82,60.22,90.21,-29.98
330,Savannah State,Ind,,12,17,71,65.3,5.79,,-5.61,,-18.59,-2.8,-21.39,53.63,86.14,-32.51
331,South Dakota State,Ind,,25,6,71.2,57.5,13.61,,-10.35,,-21.34,-0.09,-21.43,15.25,36.07,-20.83
332,UC Davis,Ind,,13,16,61.5,62.2,-0.72,,-10.83,,-9.68,-12.31,-21.98,58.59,88.62,-30.03
333,Utah Valley,Ind,,15,13,68.6,66.3,2.29,,-8.91,,-16.9,-5.67,-22.57,54.73,87.74,-33.01
