,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
32,New Mexico,MWC,,24,9,64.7,54.9,9.76,,8.78,,6.07,13.31,19.38,92.6,68.26,24.34
33,Wisconsin,Big Ten,,23,13,70.4,62.9,7.42,,11.94,,12.15,7.21,19.35,93.82,71.1,22.72
34,West Virginia,Big East,,21,11,63.7,56.3,7.38,,11.62,,5.57,13.43,19,89.21,66.91,22.3
35,Southern California,Pac-10,,17,13,66.2,62.4,3.8,,14.87,,9,9.93,18.94,90.74,68.61,22.12
36,South Florida,Big East,,21,12,72.4,63.8,8.58,,10.31,,13.7,5.19,18.89,93.61,72.56,21.05
37,Texas Christian,MWC,,21,11,72.5,63.5,8.97,,9.92,,13.8,5.09,18.89,91.66,70.25,21.41
38,Minnesota,Big Ten,,17,16,66.8,63.2,3.64,,14.47,,10.06,8.76,18.82,91.2,69.68,21.52
39,Kansas State,Big 12,,19,15,65.3,59.9,5.41,,13.19,,7.92,10.68,18.6,88.97,67.46,21.51
40,Wyoming,MWC,,27,9,66.3,55.9,10.39,,8.9,,6.26,12.33,18.59,95.21,71.83,23.39
41,Temple,A-10,,25,8,67.1,57.8,9.27,,9.25,,6.87,11.65,18.52,91.06,69.67,21.39
42,Florida State,ACC,,24,10,67.8,61.3,6.53,,11.98,,8.8,9.71,18.51,90.92,69.24,21.69
43,Auburn,SEC,,21,13,69,61.9,7.09,,12.34,,9.2,9.3,18.5,92.17,71.6,20.56
44,Georgia Tech,ACC,,21,12,66.1,59.2,6.97,,14.13,,6.38,12.12,18.5,90.39,68.93,21.46
45,Notre Dame,Big East,,20,12,70.1,66.1,3.94,,14.37,,12.62,5.69,18.3,92.77,72.3,20.47
46,Washington,Pac-10,,18,13,71.5,69.2,2.29,,15.96,,15.05,3.19,18.25,93.62,72.26,21.36
47,Illinois,Big Ten,,19,12,65.2,59.2,5.94,,13.12,,5.96,12.06,18.02,89.72,68.76,20.96
48,Pittsburgh,Big East,,24,9,67,61.9,5.09,,12.85,,8.81,8.89,17.69,94.24,73.83,20.41
49,Texas Tech,Big 12,,15,16,63.8,62.3,1.52,,16.06,,7.56,10.02,17.58,89.7,69.5,20.2
50,Green Bay,Horizon,,29,4,76,61.3,14.7,,3.22,,11.86,5.7,17.56,99.9,78.68,21.22
51,James Madison,CAA,,27,6,72.5,59.7,12.79,,5.45,,11.57,5.88,17.45,90.98,72.17,18.81
52,Old Dominion,CAA,,24,9,70.5,62.5,7.97,,9.16,,11.47,5.67,17.13,90.83,71.44,19.38
53,Missouri,Big 12,,17,14,69.8,65.4,4.42,,13.07,,11.74,5.33,17.07,94.11,75.12,18.99
54,Delaware,CAA,,26,6,68.8,55.9,12.91,,4.07,,7.59,9.39,16.98,91.22,71.01,20.21
55,Xavier,A-10,,26,8,69.4,60.6,8.79,,7.94,,8.57,8.17,16.74,90.05,71.21,18.84
56,Penn State,Big Ten,,15,16,63.5,63.5,0,,16.38,,7.49,8.89,16.38,90.66,72.48,18.17
57,Montana,Big Sky,,27,4,77.5,62.5,15,,3.04,,12.64,3.69,16.33,97.67,78.62,19.05
58,Indiana,Big Ten,,19,14,67.2,65.2,2.06,,13.94,,10.65,5.64,16.29,90.82,72.38,18.45
59,Virginia,ACC,,19,15,72.7,71.4,1.29,,15.24,,15.22,0.58,15.8,93.89,76.32,17.58
60,Western Kentucky,Sun Belt,,23,9,71.8,65.1,6.72,,9.02,,12.14,3.63,15.77,93.38,75.95,17.44
61,Oregon,Pac-10,,17,14,62.8,60.7,2.06,,12.97,,4.84,10.2,15.04,88.27,70.7,17.57
62,DePaul,Big East,,19,13,73.3,69.7,3.53,,11.46,,14.27,0.73,14.99,93.57,77.54,16.03
63,Arkansas,SEC,,18,13,70,67.3,2.71,,12.01,,10.71,4.01,14.72,86.77,70.96,15.81
64,Ball State,MAC,,24,7,73.2,64.7,8.45,,6.05,,10.04,4.46,14.5,93.2,77.41,15.79
65,Marist,MAAC,,29,6,67.4,54.4,12.97,,1.44,,4.36,10.05,14.41,92.37,75.18,17.18
66,Brigham Young,MWC,,23,10,62.3,57.2,5.15,,9.21,,3.04,11.05,14.09,87.75,71.54,16.21
67,Louisiana,Sun Belt,,25,9,67.9,58.6,9.32,,4.73,,7.52,6.53,14.05,84.47,70.66,13.81
68,Virginia Tech,ACC,,19,15,66.1,65.4,0.71,,13.15,,8.72,4.85,13.58,88.57,74.11,14.46
69,Colorado,Big 12,,13,17,63.9,67.2,-3.3,,16.79,,7.56,5.95,13.51,87.65,72.95,14.71
70,UT Arlington,Southland,,24,9,64.9,53.9,10.97,,2.38,,1.49,11.74,13.22,89.28,72.94,16.34
71,Mississippi State,SEC,,18,14,67.8,65.9,1.91,,10.84,,8.41,4.33,12.75,81.99,70.28,11.71
72,Boise State,WAC,,24,9,68.9,61,7.97,,4.1,,7.23,5.51,12.73,88.98,74.38,14.6
73,Utah,MWC,,19,14,61,58.8,2.24,,10.32,,2.78,9.78,12.57,87.79,73.74,14.05
74,Gonzaga,WCC,,24,10,68.4,63.4,5.03,,7.74,,6.85,5.64,12.49,88.12,73.68,14.45
75,Tulane,CUSA,,26,7,71.1,61.5,9.61,,3.96,,8.22,4.28,12.49,86.95,74.4,12.56
76,Indiana State,MVC,,19,11,77.6,70,7.6,,4.97,,14.65,-2.2,12.45,94.63,82.35,12.28
77,UCLA,Pac-10,,14,18,67.8,70.1,-2.34,,14.8,,11.42,1.04,12.45,92.41,78.94,13.47
78,Hofstra,CAA,,26,8,66.1,58.3,7.82,,4.21,,4.28,7.33,11.61,85.6,73.93,11.67
79,Iowa,Big Ten,,14,16,67.8,71.7,-3.87,,15.45,,11.78,-0.2,11.58,94.86,83.35,11.51
80,Chattanooga,Southern,,25,8,72.1,63.9,8.18,,3.33,,8.84,2.67,11.51,91.98,80.28,11.7
81,Kansas,Big 12,,11,20,60.5,64.6,-4.1,,15.58,,3.82,7.69,11.51,85.03,74.16,10.87
82,Arizona,Pac-10,,11,21,63.1,67.6,-4.47,,15.94,,7.2,4.28,11.48,87.51,75.57,11.94
83,Rice,CUSA,,19,14,69.6,64,5.61,,5.51,,7.24,3.87,11.11,83.75,72.56,11.19
84,Little Rock,Sun Belt,,21,10,62.2,52.7,9.55,,4.23,,-1.81,12.87,11.06,85.49,73.49,12.01
85,Illinois State,MVC,,22,11,72,67.2,4.79,,5.7,,9.16,1.89,11.05,88.83,78.12,10.71
86,Charlotte,A-10,,19,13,70.9,65.9,5,,5.89,,8.76,2.13,10.89,89.02,78.29,10.73
87,Southern Illinois,MVC,,21,11,64,60.2,3.84,,5.97,,1.59,8.76,10.35,88.14,77.26,10.87
88,Boston College,ACC,,13,16,60.1,60.3,-0.24,,11.95,,-0.01,10.17,10.16,82.64,72.51,10.12
89,Louisiana Tech,WAC,,17,13,65.9,61.2,4.7,,5.35,,4.01,6.04,10.05,80.84,70.96,9.88
90,Southern Methodist,CUSA,,18,12,68.2,63,5.17,,4.85,,5.67,4.35,10.01,81.25,71.86,9.39
91,Florida,SEC,,9,22,68.6,74.2,-5.55,,16.74,,12.43,-2.8,9.64,87.75,77.96,9.79
92,Arkansas State,Sun Belt,,21,13,66.3,64.2,2.12,,7.9,,6.51,3.07,9.59,84.79,75.59,9.2
93,Cincinnati,Big East,,15,14,68.3,65.8,2.48,,7.07,,7.33,2.22,9.55,88.23,79.66,8.57
94,Northern Illinois,MAC,,19,12,72.3,68.7,3.55,,5.77,,9.92,-0.61,9.31,93.97,85.12,8.85
95,Davidson,Southern,,23,9,70.6,61.4,9.25,,1.26,,6.4,2.86,9.26,85.15,76.63,8.52
96,Denver,Sun Belt,,20,11,63.4,58.5,4.94,,5.04,,1.2,7.98,9.17,79.74,70.96,8.79
97,Oregon State,Pac-10,,9,19,61,63,-1.96,,13.31,,2.41,6.74,9.16,87.81,79.01,8.8
98,Kent State,MAC,,15,13,73.1,68.9,4.25,,4.87,,9.33,-0.21,9.12,84.76,76.75,8.01
99,Northern Arizona,Big Sky,,20,12,69.2,61.6,7.56,,4.6,,4.82,4.28,9.1,84.35,75.63,8.72
100,Eastern Michigan,MAC,,16,13,68.3,64.4,3.93,,4.97,,5.05,3.85,8.9,85.05,77.28,7.78
101,Oakland,Mid-Cont,,19,13,62.7,57.7,5.03,,5.6,,4.75,4.15,8.9,72.85,68.93,3.92
102,Hartford,AmEast,,25,9,58.6,53.2,5.44,,3.45,,-2.71,11.59,8.89,80.56,71.34,9.22
103,UTEP,CUSA,,22,8,68.8,60.2,8.57,,2.6,,3.51,5.13,8.63,84.72,76.91,7.81
104,Saint Joseph's,A-10,,19,14,65.6,64.1,1.52,,7.01,,5.6,2.93,8.53,86.83,78.64,8.19
105,Clemson,ACC,,12,18,69.1,72.7,-3.67,,12.58,,10.64,-2.17,8.48,87.18,79.67,7.51
106,Northern Iowa,MVC,,17,13,65.5,64.5,1.07,,7.18,,2.55,5.69,8.25,84.8,77.49,7.31
107,Seton Hall,Big East,,19,12,60.7,61.6,-0.97,,8.98,,0.99,7.02,8.01,80.56,72.99,7.57
108,UC Riverside,Big West,,21,11,61.3,59,2.28,,5.1,,-1.51,9.5,7.99,82.07,74.15,7.92
109,Fresno State,WAC,,18,13,66,64,1.94,,5.83,,5.01,2.76,7.77,85.78,78.05,7.73
110,San Diego,WCC,,21,9,64.5,60,4.5,,3.11,,2.19,5.47,7.67,80.55,73.9,6.65
111,Liberty,Big South,,19,12,66,56.4,9.65,,1.86,,1.52,6.14,7.66,82.33,77.12,5.22
112,Ohio,MAC,,18,12,68,65,3.07,,4.58,,4.81,2.84,7.64,82.28,76.06,6.22
113,Miami (FL),ACC,,11,19,66.6,70.7,-4.07,,11.62,,7.73,-0.18,7.55,85.92,79.95,5.97
114,Evansville,MVC,,19,12,71.8,67.9,3.94,,3.55,,8.65,-1.16,7.49,86.33,80.49,5.84
115,Loyola Marymount,WCC,,19,12,62.3,60.1,2.19,,5.27,,0.32,7.14,7.46,84.76,77.29,7.47
116,Coppin State,MEAC,,25,8,64.2,53.5,10.7,,-3.61,,-1.35,8.44,7.09,80.69,73.69,7
117,Michigan,Big Ten,,10,20,56.8,63.5,-6.63,,13.48,,-1.39,8.24,6.85,77.94,72.83,5.1
118,Oral Roberts,Mid-Cont,,22,11,67.7,57.8,9.91,,1.97,,2.89,3.91,6.8,74.03,73.29,0.74
119,Drake,MVC,,14,19,62.7,63.2,-0.52,,7.1,,1.06,5.53,6.59,85.17,80.45,4.72
120,Massachusetts,A-10,,17,13,62.8,59.5,3.27,,3.32,,1.03,5.56,6.59,83.2,78.15,5.05
121,Western Carolina,Southern,,24,10,69.4,65.9,3.5,,2.96,,6.59,-0.13,6.46,82.78,78.13,4.64
122,East Carolina,CUSA,,19,14,65.8,64.5,1.36,,4.95,,3.46,2.8,6.27,79.94,75.44,4.49
123,UAB,CUSA,,19,13,69.1,68,1.06,,5.04,,6.35,-0.25,6.1,88.54,83.65,4.89
124,Northwestern,Big Ten,,8,22,58.1,66.6,-8.47,,14.52,,0.41,5.64,6.05,79.96,75.96,4
125,Hawaii,WAC,,15,14,62.8,63.1,-0.31,,6.3,,1.2,4.79,5.99,82.66,77.78,4.88
126,Nevada-Las Vegas,MWC,,14,15,62.3,62.6,-0.31,,7.42,,2.74,3.07,5.81,82.23,77.94,4.29
127,Florida International,Sun Belt,,16,14,64,62.9,1.07,,7,,1.95,3.58,5.53,81.07,76.95,4.12
128,UC Santa Barbara,Big West,,19,14,68.8,67.4,1.36,,6.55,,6.22,-0.77,5.45,85.6,81.53,4.07
129,Villanova,Big East,,8,21,55.8,61,-5.14,,11.22,,-2.74,7.96,5.22,83.42,81.07,2.35
130,Pepperdine,WCC,,14,17,62.1,63.7,-1.61,,6.76,,1.38,3.77,5.14,78.73,75.18,3.55
131,Robert Morris,NEC,,24,8,73.5,66.2,7.34,,-1.59,,8.33,-3.3,5.03,88.94,86.07,2.87
132,Richmond,A-10,,13,17,60.6,63.3,-2.67,,7.56,,-0.26,5.15,4.9,80.2,77.04,3.16
133,Western Michigan,MAC,,14,18,69.9,71.3,-1.38,,5.97,,7.95,-3.36,4.59,83.2,81.44,1.76
134,Idaho State,Big Sky,,17,14,79.5,75.8,3.71,,5.42,,14.25,-9.66,4.58,94.9,92.16,2.74
135,UNC Greensboro,Southern,,20,10,66.3,63.7,2.6,,2.8,,3.02,1.4,4.42,79.96,77.66,2.3
136,Stony Brook,AmEast,,18,11,70.1,67.7,2.41,,1.93,,8.44,-4.1,4.34,85.49,83.64,1.86
137,Murray State,OVC,,21,10,71.3,63.2,8.1,,-2.56,,4.99,-0.69,4.31,87.99,85.58,2.41
138,Nevada,WAC,,17,15,67.1,66.3,0.84,,3.42,,4.7,-0.44,4.26,82.02,79.58,2.44
139,Saint Louis,A-10,,13,17,70.1,71.1,-0.97,,5.22,,9.37,-5.12,4.25,83.85,82.78,1.07
140,Creighton,MVC,,13,19,64.6,68.1,-3.5,,7.73,,2.53,1.7,4.23,82.16,80.56,1.6
141,Weber State,Big Sky,,17,14,67.7,65.4,2.35,,2.9,,1.94,2.19,4.13,85.99,83.82,2.18
142,Vermont,AmEast,,19,12,66.1,62.1,3.97,,0.08,,2.8,1.25,4.04,79.23,78.03,1.2
143,Valparaiso,Mid-Cont,,20,11,59.7,57.3,2.42,,2.17,,-0.7,4.73,4.03,72.15,75.24,-3.1
144,Alabama,SEC,,10,20,60.2,69.5,-9.27,,15.11,,1.61,2.05,3.66,74.13,74.8,-0.67
145,William & Mary,CAA,,19,12,60.6,57.8,2.77,,2.01,,-3,6.44,3.45,77.46,76.68,0.78
146,Tulsa,CUSA,,11,19,62,65.3,-3.33,,6.75,,0.92,2.5,3.42,79.86,79.17,0.69
147,Southeast Missouri State,OVC,,24,8,64.2,59.9,4.28,,-0.4,,-0.28,3.67,3.39,81.4,80.4,0.99
148,Georgetown,Big East,,13,16,58.5,62.8,-4.28,,7.64,,-2.36,5.73,3.37,74.74,75.69,-0.95
149,La Salle,A-10,,19,11,63.9,61.7,2.23,,1.12,,0.47,2.88,3.35,82.69,82.48,0.2
150,Radford,Big South,,20,11,65.9,56,9.94,,-1.45,,0.94,2.37,3.32,77.58,77.48,0.1
151,Army,Patriot,,24,6,64.1,53.9,10.17,,-5.09,,-1.64,4.83,3.2,82,81.27,0.73
152,Stephen F. Austin,Southland,,21,12,66.8,62.5,4.24,,-1.05,,2.59,0.43,3.02,73.42,74.76,-1.34
153,St. John's (NY),Big East,,8,20,60.8,68.2,-7.46,,10.41,,1.17,1.77,2.94,81.39,81.82,-0.43
154,Toledo,MAC,,11,19,63.4,67,-3.57,,6.13,,0.43,2.13,2.56,79.7,80.24,-0.54
155,Bucknell,Patriot,,20,11,61.3,56.1,5.19,,-2.66,,-1.55,4.08,2.54,80.06,80.35,-0.3
156,Samford,OVC,,18,13,61.7,56.9,4.81,,-2.41,,-5.51,7.83,2.32,78.7,80.05,-1.35
157,Belmont,A-Sun,,25,7,65.1,57.8,7.28,,-3.26,,-1.46,3.76,2.31,77.32,78.32,-1
158,Dayton,A-10,,12,19,64.6,66.1,-1.52,,3.77,,2.28,-0.03,2.25,78.15,78.73,-0.59
159,South Alabama,Sun Belt,,14,16,57.4,59.2,-1.83,,5.31,,-5.71,7.88,2.16,72.59,73.81,-1.21
160,Harvard,Ivy,,15,13,67.7,66,1.71,,0.44,,4.25,-2.1,2.15,83.82,84.35,-0.52
161,Long Island University,NEC,,22,9,63.4,56.4,7,,-4.81,,-2.73,4.85,2.13,84.57,84.4,0.17
162,Illinois-Chicago,Horizon,,19,13,68.3,67.1,1.16,,0.97,,3.05,-0.93,2.12,78.1,79.22,-1.12
163,Sacred Heart,NEC,,22,10,65,59.6,5.38,,-3.38,,-1.24,3.23,1.99,78.35,79.93,-1.58
164,Cal State Northridge,Big West,,13,16,70.9,71.3,-0.45,,2.76,,7.69,-5.79,1.9,81.33,81.3,0.03
165,Louisiana-Monroe,Sun Belt,,14,16,60.1,62.6,-2.43,,4.83,,-1.45,3.24,1.79,70.26,72.19,-1.94
166,St. Bonaventure,A-10,,16,15,62.8,63,-0.19,,1.95,,0.44,1.31,1.76,81.9,83.31,-1.41
167,Southern Mississippi,CUSA,,15,15,63.6,63.6,0.03,,1.34,,-0.94,2.66,1.72,73.9,75.67,-1.77
168,Santa Clara,WCC,,13,17,68.6,72.6,-4.03,,5.69,,7.57,-5.92,1.65,86.99,88.17,-1.18
169,Cal State Fullerton,Big West,,16,16,65.1,66,-0.88,,3.34,,2.03,-0.48,1.55,81.16,82.31,-1.15
170,Boston University,AmEast,,15,15,65.6,67.6,-2,,3.52,,4.16,-2.64,1.52,86.63,89.08,-2.46
171,Providence,Big East,,13,16,65,69.3,-4.28,,5.78,,3.98,-2.48,1.51,81.68,84.56,-2.88
172,Montana State,Big Sky,,13,16,67.6,67.3,0.21,,2.42,,2.54,-1.07,1.46,79.23,80.35,-1.12
173,Washington State,Pac-10,,5,24,56.4,66.7,-10.28,,11.57,,-3.04,4.33,1.29,75.02,76.75,-1.74
174,Virginia Commonwealth,CAA,,17,13,64,64.5,-0.47,,2.63,,1.21,0.04,1.25,78.99,81.35,-2.36
175,Central Michigan,MAC,,11,19,64.4,67.6,-3.17,,5.35,,3.74,-2.57,1.17,83.24,86.28,-3.03
176,Saint Mary's,WCC,,14,14,68.5,70.8,-2.32,,3.49,,5.79,-4.63,1.16,80.07,81.57,-1.5
177,North Texas,Sun Belt,,9,20,63,68.3,-5.34,,6.43,,2.53,-1.44,1.08,77.18,79.78,-2.6
178,Marshall,CUSA,,15,15,63.2,64.9,-1.7,,2.65,,-0.32,1.28,0.95,77.07,79.91,-2.84
179,Miami (OH),MAC,,12,18,72.7,77.3,-4.63,,5.55,,10.7,-9.78,0.92,84.01,86.55,-2.54
180,Georgia State,CAA,,15,15,67.7,66.4,1.3,,0.74,,4.35,-3.47,0.88,76.31,81.05,-4.74
181,UNC Asheville,Big South,,21,12,64.9,60.6,4.33,,-1.57,,2.02,-1.14,0.87,77.82,80.64,-2.82
182,San Francisco,WCC,,10,21,58.6,63.5,-4.94,,5.73,,-3.17,3.97,0.8,77.59,80.18,-2.6
183,Cal Poly,Big West,,14,14,66.8,66.8,0.04,,0.5,,2.83,-2.11,0.73,75.32,76.95,-1.62
184,San Diego State,MWC,,12,16,56.1,63.8,-7.61,,7.87,,-2.49,3.1,0.6,74.53,77.3,-2.77
185,Houston,CUSA,,9,19,63.6,71.5,-7.89,,9.19,,2.88,-2.32,0.56,80.39,83.78,-3.39
186,Loyola (MD),MAAC,,18,12,64.2,61.3,2.9,,-2.37,,-0.15,0.67,0.53,81.15,83.82,-2.67
187,Wichita State,MVC,,9,20,68,71.3,-3.28,,4.69,,5.38,-4.98,0.4,82.89,86.96,-4.07
188,New Mexico State,WAC,,13,18,60.7,64.2,-3.42,,3.68,,-1.73,2.11,0.38,75.8,78.59,-2.79
189,Dartmouth,Ivy,,15,14,60.8,60.5,0.28,,-0.12,,-3,3.16,0.16,80.5,83.97,-3.47
190,Butler,Horizon,,16,15,68.7,70.4,-1.65,,1.52,,4.89,-5.02,-0.13,86.64,90.87,-4.22
191,Coastal Carolina,Big South,,18,11,60.2,54.6,5.59,,-1.13,,-4.23,3.97,-0.26,71.19,76.15,-4.96
192,Troy,Sun Belt,,12,17,60.6,62.7,-2.07,,4.83,,-2.95,2.58,-0.37,76.69,81.84,-5.15
193,Missouri State,MVC,,7,21,61.6,68.6,-7.04,,6.58,,-0.54,0.08,-0.46,77.91,83.19,-5.28
194,Iona,MAAC,,22,13,60.1,58.6,1.51,,-2.02,,-1.94,1.48,-0.47,77.4,82.06,-4.66
195,Bradley,MVC,,12,19,64.6,69.9,-5.26,,4.55,,1.44,-2.15,-0.71,81.51,87.34,-5.82
196,Appalachian State,Southern,,13,18,67.5,68.1,-0.58,,0.06,,4.78,-5.79,-1.01,76.25,81.67,-5.42
197,IU Indy,Mid-Cont,,14,16,58.2,60.6,-2.4,,1.39,,-4.95,3.94,-1.01,65.96,74.23,-8.27
198,Quinnipiac,NEC,,16,12,68.6,66,2.54,,-3.54,,2.54,-3.55,-1.01,80.65,86.3,-5.65
199,East Tennessee State,A-Sun,,20,12,71.7,68,3.69,,-2.85,,5.68,-6.71,-1.03,79.03,84.34,-5.31
200,Wake Forest,ACC,,9,20,56.5,67.1,-10.66,,10.58,,-3.92,2.9,-1.03,75.39,80.97,-5.57
201,UTSA,Southland,,14,16,61.5,62.9,-1.4,,0.3,,-2.95,1.89,-1.06,75.58,80.84,-5.26
202,Milwaukee,Horizon,,15,16,66.5,69.4,-2.87,,1.52,,3.07,-4.17,-1.11,84.25,89.93,-5.68
203,Eastern Kentucky,OVC,,12,18,71.8,70.9,0.93,,-0.34,,5.91,-7.29,-1.38,81.64,87.59,-5.95
204,Purdue Fort Wayne,Ind,,12,17,62.9,66.2,-3.28,,3.16,,0.88,-2.31,-1.43,76.49,83.25,-6.76
205,Maine,AmEast,,13,15,62.4,65.8,-3.32,,1.73,,-0.34,-1.25,-1.59,80.92,87.67,-6.75
206,Syracuse,Big East,,9,20,58.5,67.2,-8.69,,8.04,,-2.57,0.9,-1.67,75.83,82.14,-6.31
207,Maryland-Baltimore County,AmEast,,16,17,59.2,60.8,-1.52,,1.02,,-4.19,2.46,-1.73,77.51,84.58,-7.07
208,High Point,Big South,,18,12,60.9,61.6,-0.67,,0.31,,-1.72,-0.04,-1.76,75.41,81.87,-6.46
209,Colorado State,MWC,,8,21,59,66.8,-7.86,,7.42,,-0.55,-1.33,-1.88,78.59,85.09,-6.5
210,Buffalo,MAC,,10,19,59.5,64.3,-4.79,,2.76,,-4.1,2.06,-2.04,75.83,82.4,-6.57
211,Delaware State,MEAC,,20,13,56.6,53.3,3.3,,-4.7,,-10.48,8.33,-2.15,70.39,76.6,-6.2
212,Yale,Ivy,,12,16,63.3,63.3,0.07,,-2.22,,-1.05,-1.09,-2.15,76.99,84.36,-7.37
213,Canisius,MAAC,,16,14,61.9,60.8,1.17,,-3.57,,-3.43,1.02,-2.41,74.31,81.92,-7.61
214,Fairfield,MAAC,,15,15,63.2,62.7,0.5,,-2.29,,-1.37,-1.09,-2.46,76.02,83.93,-7.91
215,Towson,CAA,,17,12,60,62.6,-2.55,,1.45,,-3.57,1.09,-2.47,72.6,80.87,-8.27
216,Binghamton,AmEast,,12,19,58.7,60.7,-1.97,,-0.53,,-3.97,1.47,-2.5,78.03,86.23,-8.2
217,Utah State,WAC,,11,18,59.6,65.4,-5.86,,3.29,,-4.13,1.63,-2.5,75.32,81.97,-6.66
218,Georgia Southern,Southern,,13,18,63,66.9,-3.87,,1.29,,0.19,-2.78,-2.58,73.17,80.63,-7.46
219,Tennessee Tech,OVC,,12,18,63.4,67,-3.53,,1.59,,-2.12,-0.54,-2.65,77.17,84.62,-7.46
220,George Mason,CAA,,8,21,57.7,65.3,-7.62,,4.9,,-3.95,1.23,-2.72,77.69,85.56,-7.87
221,Duquesne,A-10,,7,20,59,65.1,-6.07,,3.26,,-3.37,0.55,-2.82,77.63,86.71,-9.08
222,Texas State,Southland,,18,12,63.8,59.7,4.1,,-2.03,,-1.35,-1.68,-3.03,71.52,79.88,-8.36
223,Rhode Island,A-10,,6,23,60.5,70.2,-9.76,,6.72,,-0.5,-2.54,-3.04,79.83,88.35,-8.52
224,Drexel,CAA,,10,21,57.2,64,-6.81,,3.7,,-4.6,1.5,-3.11,78.58,88.15,-9.57
225,Morehead State,OVC,,14,16,65.7,68.2,-2.47,,-0.83,,0.18,-3.47,-3.29,76.26,85.06,-8.8
226,Portland State,Big Sky,,12,18,70,73.8,-3.77,,2.66,,3.38,-6.72,-3.34,74.79,81.86,-7.07
227,Western Illinois,Mid-Cont,,10,19,54.3,56.7,-2.41,,1.58,,-9.26,5.84,-3.42,64.18,76.69,-12.51
