,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,Saint Francis (PA),NEC,,14,16,65.2,70.1,-4.83,,-2.49,,1.26,-8.58,-7.32,60.76,64.82,-4.06
229,Maryland-Eastern Shore,MEAC,,12,18,52,53.9,-1.93,,-5.12,,-13.23,5.79,-7.44,38.12,41.4,-3.28
230,Tennessee Tech,OVC,,17,17,65.5,64.9,0.65,,-7.72,,-2.36,-5.12,-7.48,60.07,62.7,-2.64
231,Massachusetts,A-10,,7,22,57.6,65.6,-8.03,,0.53,,-3.64,-3.87,-7.5,60.79,65.56,-4.77
232,Loyola Marymount,WCC,,8,22,58,68.7,-10.63,,3.09,,-3.72,-3.83,-7.55,63.02,68.33,-5.31
233,Vermont,AmEast,,10,20,59.1,61.9,-2.8,,-5.02,,-2.53,-5.29,-7.82,58.14,62.65,-4.5
234,Binghamton,AmEast,,13,18,52.5,56.6,-4.03,,-3.91,,-9.6,1.65,-7.95,57.77,63.71,-5.93
235,Campbell,Big South,,18,12,64.9,60,4.87,,-11.86,,-4.14,-3.95,-8.08,54.16,55.43,-1.27
236,Florida Atlantic,Sun Belt,,17,13,56.4,58.8,-2.47,,-3.64,,-7.14,-0.96,-8.1,51.97,55.95,-3.99
237,Northern Arizona,Big Sky,,9,20,66.3,70.9,-4.52,,-2.56,,1.65,-9.82,-8.17,59.16,63.9,-4.74
238,Georgia State,CAA,,8,22,61.8,70.3,-8.5,,0.14,,-1.68,-6.69,-8.36,56.31,60.14,-3.83
239,Arkansas State,Sun Belt,,12,18,58,64,-6,,-2.73,,-4.69,-3.69,-8.38,59.84,64.82,-4.98
240,Idaho,WAC,,12,20,61.9,67.7,-5.78,,-1.46,,-3.14,-5.35,-8.49,56.43,61.1,-4.67
241,Cal State Bakersfield,Ind,,7,22,70.3,80,-9.69,,3.13,,6.94,-15.46,-8.52,65.12,69.45,-4.33
242,Hawaii,WAC,,11,19,58.9,67,-8.17,,0.11,,-4.91,-3.73,-8.65,55.95,61.4,-5.45
243,Mount St. Mary's,NEC,,14,16,58.3,61.1,-2.8,,-5.85,,-4.89,-3.75,-8.65,60.9,66.66,-5.77
244,North Dakota State,Summit,,11,20,60.6,67.1,-6.42,,-0.17,,-3.94,-4.79,-8.73,55.52,60.58,-5.07
245,Prairie View A&M,SWAC,,17,16,59.3,60.9,-1.58,,-7.09,,-5.37,-3.37,-8.74,57.75,60.88,-3.13
246,Nicholls State,Southland,,15,16,66.5,66.4,0.16,,-7.46,,-0.5,-8.28,-8.78,59.34,63.56,-4.22
247,Buffalo,MAC,,9,22,62.1,72.1,-10,,1.12,,0.05,-8.93,-8.88,61.55,66.7,-5.15
248,San Jose State,WAC,,11,19,64.4,69,-4.53,,-4.48,,-1.56,-7.45,-9.01,57.49,63.17,-5.68
249,Sacramento State,Big Sky,,13,18,71.7,78.6,-6.97,,-1.53,,6.69,-15.79,-9.1,56.22,61.22,-5
250,North Carolina A&T,MEAC,,15,16,69,68.3,0.71,,-8.12,,1.2,-10.35,-9.15,50.68,55.04,-4.36
251,Louisiana-Monroe,Sun Belt,,9,21,59.9,65.6,-5.67,,-3.39,,-3.29,-5.91,-9.2,53.8,58.07,-4.27
252,Evansville,MVC,,5,25,53.5,63.6,-10.03,,0.58,,-9.26,-0.19,-9.46,54.94,62.46,-7.52
253,Radford,Big South,,16,15,66.2,64.5,1.77,,-9.04,,-2.28,-7.18,-9.46,55.58,59.72,-4.14
254,Siena,MAAC,,12,17,57.7,60.5,-2.79,,-6.67,,-5.54,-3.93,-9.46,60.23,67.69,-7.46
255,Cornell,Ivy,,12,16,55.5,59.4,-3.86,,-4.85,,-8.59,-0.92,-9.51,59.1,66.46,-7.36
256,FDU,NEC,,13,18,58.1,62.2,-4.1,,-5.43,,-6.15,-3.38,-9.53,55.11,62.76,-7.64
257,Alabama A&M,SWAC,,17,12,60.2,58.6,1.66,,-10.58,,-6.37,-3.29,-9.65,55.92,59.97,-4.05
258,Nevada,WAC,,7,23,67.5,75.2,-7.73,,-1.24,,2.11,-11.94,-9.83,60.31,67.13,-6.82
259,UTSA,Southland,,8,21,56.8,62.3,-5.48,,-4.62,,-7.55,-2.36,-9.91,52.01,58.08,-6.07
260,Iona,MAAC,,13,18,62.9,67.8,-4.9,,-5.09,,0.32,-10.32,-9.99,64.46,72.59,-8.14
261,Ball State,MAC,,9,21,58.7,66.6,-7.83,,-1,,-5.42,-4.69,-10.11,54.09,60.9,-6.81
262,Niagara,MAAC,,13,19,55.6,60.9,-5.34,,-4.8,,-7.88,-2.26,-10.14,57.14,65.52,-8.37
263,Canisius,MAAC,,12,18,57.5,62.3,-4.8,,-5.47,,-5.68,-4.6,-10.27,61.2,70.38,-9.17
264,Lamar,Southland,,16,15,59.2,62.6,-3.39,,-4.71,,-6.6,-3.69,-10.29,49.73,55.24,-5.51
265,Furman,Southern,,15,16,61.1,63.9,-2.87,,-7.48,,-2.88,-7.48,-10.35,56.35,63.33,-6.99
266,Bryant,NEC,,14,15,61.6,63.9,-2.38,,-7.99,,-4.55,-5.81,-10.37,56.91,65.34,-8.43
267,Elon,Southern,,16,14,62.9,63.4,-0.47,,-7.24,,-2.69,-7.76,-10.45,54.72,61.12,-6.4
268,Eastern Kentucky,OVC,,13,16,67.2,64.8,2.38,,-8.1,,-5.99,-4.52,-10.51,55.12,60.72,-5.61
269,Charleston Southern,Big South,,17,15,70.6,68.3,2.25,,-8.86,,2.57,-13.22,-10.65,60.57,66.57,-6
270,Cleveland State,Horizon,,12,19,59.5,68.6,-9.13,,-0.8,,-3.91,-6.79,-10.7,55.39,63.63,-8.24
271,Western Michigan,MAC,,8,22,62.3,71.4,-9.17,,-1.71,,-0.61,-10.26,-10.88,58.43,66.07,-7.64
272,Rider,MAAC,,11,19,55.7,60.4,-4.77,,-6.61,,-7.41,-3.97,-11.37,55.82,66.16,-10.33
273,East Tennessee State,A-Sun,,8,22,66.1,71.5,-5.4,,-6.22,,0.3,-11.92,-11.62,59.12,67.29,-8.17
274,Purdue Fort Wayne,Summit,,9,21,61.5,70.5,-9,,-0.72,,-1.84,-9.8,-11.65,63.19,71.19,-8.01
275,New Mexico State,WAC,,6,24,53.8,63.3,-9.5,,-1.63,,-11.15,-0.59,-11.73,51.89,62.41,-10.52
276,Colgate,Patriot,,8,22,58.4,65.5,-7.1,,-4.64,,-4.01,-7.73,-11.74,56.99,67.86,-10.88
277,UC Riverside,Big West,,5,24,55.1,66.9,-11.79,,0.01,,-8.57,-3.22,-11.78,51.61,61.92,-10.31
278,Lafayette,Patriot,,8,22,53.1,60.6,-7.47,,-4.43,,-9.5,-2.4,-11.9,54.09,64.44,-10.35
279,Southeastern Louisiana,Southland,,12,18,63.3,65.2,-1.87,,-7.86,,-4.36,-7.57,-11.93,51.43,59.08,-7.65
280,Morehead State,OVC,,10,19,65.1,71.1,-5.97,,-6.25,,-1.65,-10.56,-12.22,59.87,68.72,-8.85
281,Texas State,Southland,,17,14,68,67.2,0.81,,-7.71,,0.81,-13.14,-12.33,50.58,59.37,-8.8
282,Western Illinois,Summit,,12,19,66.1,74.1,-7.94,,-2.41,,0.92,-13.29,-12.37,57.85,66.43,-8.58
283,Norfolk State,MEAC,,12,17,62.5,66.3,-3.79,,-7.08,,-2.69,-9.77,-12.45,48.85,57.56,-8.71
284,Utah Valley,GWC,,15,15,60.5,61,-0.5,,-10.02,,-8.44,-4.36,-12.8,53.41,62.54,-9.13
285,Dartmouth,Ivy,,6,22,53.8,66.1,-12.25,,-0.85,,-8.99,-4.2,-13.18,54.05,66.93,-12.88
286,Bucknell,Patriot,,5,25,51.3,59.2,-7.87,,-5.4,,-12.71,-0.56,-13.27,52.37,65.48,-13.1
287,Austin Peay,OVC,,9,22,66.6,73.5,-6.94,,-6.36,,-0.63,-12.67,-13.3,61.26,71.64,-10.38
288,Weber State,Big Sky,,2,27,61.9,73.3,-11.41,,-1.95,,-3.16,-10.2,-13.36,58.36,70.24,-11.88
289,Grambling,SWAC,,15,15,61.4,62.5,-1.07,,-9.19,,-5.56,-7.87,-13.42,52.68,61.61,-8.93
290,Belmont,A-Sun,,12,18,55.9,61,-5.07,,-8.47,,-12.55,-0.98,-13.54,51.66,62.51,-10.85
291,Western Carolina,Southern,,14,17,52.5,56.5,-3.94,,-9.61,,-13.8,0.26,-13.54,50.81,62.07,-11.26
292,Wofford,Southern,,13,18,56.4,59.1,-2.71,,-10.2,,-7.4,-6.39,-13.79,51.06,62.72,-11.66
293,Murray State,OVC,,13,18,69.2,73.5,-4.35,,-6.98,,-0.15,-13.69,-13.84,58.97,68.45,-9.48
294,Kennesaw State,A-Sun,,14,17,62.7,65.5,-2.71,,-11.24,,-6.08,-7.88,-13.95,55.75,67.28,-11.52
295,Presbyterian,Big South,,14,15,55.7,56.2,-0.48,,-9,,-15.52,1.22,-14.3,45.74,56.63,-10.89
296,Alcorn State,SWAC,,14,20,55.3,60.4,-5.12,,-9.22,,-10.85,-3.49,-14.34,50.3,61.37,-11.08
297,College of Charleston,Southern,,7,23,47.4,57.1,-9.73,,-4.58,,-16.51,2.18,-14.34,41.45,53.99,-12.54
298,NJIT,GWC,,13,17,57.6,59.7,-2.1,,-12.3,,-9.42,-4.99,-14.41,58.06,70.87,-12.8
299,Southern Utah,Summit,,6,23,58.4,70.6,-12.21,,-1.8,,-5.57,-8.94,-14.51,51.46,63.31,-11.86
300,Southern,SWAC,,13,13,56.8,57.8,-1,,-10.88,,-10.53,-4,-14.53,48.9,58.55,-9.65
301,Kent State,MAC,,6,21,57.3,70.1,-12.78,,-1.93,,-6.76,-7.95,-14.71,55.95,69.61,-13.66
302,Jacksonville,A-Sun,,11,20,63,68.6,-5.61,,-9.32,,-4.05,-10.88,-14.93,52.74,64.53,-11.79
303,Omaha,Ind,,15,12,64.6,60.6,4.07,,-7.7,,-9.24,-5.77,-15,24.21,30.1,-5.9
304,North Florida,A-Sun,,13,17,56.5,61.4,-4.87,,-10.24,,-11.46,-3.65,-15.11,49.79,63.01,-13.23
305,Texas-Rio Grande Valley,GWC,,13,17,55.4,60.2,-4.83,,-6.86,,-12.66,-2.6,-15.26,43.07,55.06,-12
306,Tennessee State,OVC,,9,20,68,75.4,-7.34,,-6.82,,-0.09,-15.41,-15.5,54.33,66.51,-12.18
307,Texas A&M-Corpus Christi,Southland,,9,20,60.9,67.6,-6.69,,-8.47,,-5.06,-10.44,-15.5,51.72,65.09,-13.37
308,Saint Peter's,MAAC,,5,26,53.6,64,-10.42,,-5.28,,-10.37,-5.33,-15.69,50.42,66.22,-15.8
309,Rhode Island,A-10,,1,28,49.2,66.3,-17.14,,1.14,,-11.71,-4.29,-16,54.65,72.73,-18.08
310,Jackson State,SWAC,,11,17,56.6,57.7,-1.04,,-14.81,,-12.7,-3.38,-16.08,47.07,59.62,-12.56
311,Morgan State,MEAC,,6,24,62,73.5,-11.57,,-4.56,,-1.09,-15.04,-16.13,54.36,68.45,-14.08
312,Maine,AmEast,,8,23,52.2,61.7,-9.55,,-5.21,,-10.55,-5.73,-16.28,50.36,67.62,-17.27
313,Stony Brook,AmEast,,4,26,43.3,55.7,-12.37,,-4.09,,-19.58,3.12,-16.46,45.86,66.03,-20.16
314,Alabama State,SWAC,,14,14,54.3,58.6,-4.32,,-11.43,,-13.03,-3.59,-16.61,45.24,58.82,-13.58
315,UT Arlington,Southland,,6,22,55.3,66.5,-11.14,,-5.65,,-9.38,-7.3,-16.69,47.45,63.11,-15.66
316,Georgia Southern,Southern,,8,22,51.8,59.1,-7.3,,-7.93,,-14.77,-1.93,-16.7,47.06,62.71,-15.64
317,Northwestern State,Southland,,6,23,66.4,73.1,-6.72,,-6.29,,-1.5,-15.52,-17.02,47.73,60.5,-12.78
318,South Carolina State,MEAC,,13,16,61,67.1,-6.03,,-9.35,,-6.57,-10.52,-17.09,46.1,60.7,-14.6
319,Savannah State,MEAC,,10,20,50.8,56.7,-5.93,,-7.48,,-16.28,-1.05,-17.33,5.88,9.76,-3.89
320,St. Francis (NY),NEC,,4,25,48.4,59,-10.55,,-6.79,,-16.23,-1.11,-17.34,49.5,69.39,-19.89
321,Coastal Carolina,Big South,,13,15,59.2,60.6,-1.39,,-11.5,,-12.93,-4.44,-17.37,40.5,53.34,-12.84
322,Air Force,MWC,,6,24,54,69.9,-15.97,,-1.24,,-8.08,-9.3,-17.38,49.79,66.77,-16.98
323,Bethune-Cookman,MEAC,,10,19,55.8,62,-6.21,,-10.01,,-11.46,-5.93,-17.38,40.15,54.43,-14.27
324,Houston,CUSA,,3,26,52.9,70.6,-17.69,,-0.04,,-7.75,-9.98,-17.73,50.54,68.04,-17.5
325,Southeast Missouri State,OVC,,7,22,52.5,64.2,-11.66,,-5.53,,-15.76,-2.8,-18.57,46.6,63.82,-17.23
326,Delaware State,MEAC,,7,23,56.5,66.6,-10.13,,-5.27,,-9.43,-9.55,-18.99,47.06,65.04,-17.98
327,South Carolina Upstate,A-Sun,,9,21,60.3,71.4,-11.13,,-8.4,,-6.75,-12.54,-19.29,50.34,68.17,-17.83
328,Louisiana,Sun Belt,,7,23,52.1,66.5,-14.4,,-4.94,,-10.52,-8.86,-19.38,47.35,65.84,-18.49
329,Columbia,Ivy,,3,25,52.2,67.4,-15.18,,-4.87,,-11.35,-8.7,-20.05,50.33,72.45,-22.12
330,UNC Greensboro,Southern,,4,25,49.6,63.6,-14,,-6.2,,-13.96,-6.25,-20.2,47.3,68.99,-21.69
331,Wagner,NEC,,2,27,53.3,68.7,-15.38,,-5.07,,-10.63,-9.83,-20.45,50.67,72.67,-22
332,Troy,Sun Belt,,2,26,49.9,64.7,-14.82,,-5.96,,-13.83,-7.39,-21.22,44.66,67.22,-22.56
333,Chicago State,GWC,,6,24,55.1,69.2,-14.03,,-6.25,,-11.3,-11.06,-22.35,44.27,66.38,-22.1
334,Mercer,A-Sun,,6,23,59.7,75.8,-16.17,,-7.13,,-6.92,-16.39,-23.3,49.79,72.57,-22.78
335,Lipscomb,A-Sun,,6,23,58.6,71.8,-13.24,,-10.12,,-10.03,-13.33,-23.36,48.49,72.23,-23.74
336,UNC Asheville,Big South,,7,23,63.9,74.8,-10.83,,-10.23,,-5.3,-18.08,-23.38,49.55,71.09,-21.54
337,Texas Southern,SWAC,,5,26,47.3,62,-14.71,,-9.67,,-18.72,-5.66,-24.38,38.97,64.86,-25.89
338,Gardner-Webb,Big South,,4,25,50.8,69.7,-18.9,,-6.27,,-16.24,-9.21,-25.45,42.75,68.56,-25.81
339,Jacksonville State,OVC,,4,25,56.9,73.5,-16.55,,-8.4,,-12,-14.11,-26.12,45.02,71.74,-26.72
340,North Carolina Central,MEAC,,3,27,49.5,69.9,-20.33,,-7.96,,-16.33,-13.75,-30.07,32.95,63.7,-30.76
341,Arkansas-Pine Bluff,SWAC,,1,29,48.4,75.1,-26.73,,-4.45,,-14.63,-16.55,-31.19,40.08,72.58,-32.5
342,Houston Christian,GWC,,1,27,44.7,70.2,-25.5,,-8.86,,-22.6,-12.87,-35.47,33.71,76.64,-42.93
343,New Orleans,Ind,,0,26,53.9,77.7,-23.77,,-3.74,,-22.58,-28.66,-51.24,7.87,17.9,-10.03
