,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
42,North Carolina,ACC,,20,11,69.4,59.9,9.48,,6.87,,10.34,6.01,16.35,68.44,43.12,25.32
43,Florida State,ACC,,14,17,67.3,63.5,3.81,,12.02,,9.86,5.96,15.83,77.51,50.12,27.39
44,Southern California,Pac-12,,18,12,64,60.7,3.27,,12.45,,8.03,7.69,15.72,74.42,46.87,27.55
45,Iowa,Big Ten,,19,12,71.4,65.9,5.48,,10.17,,13.71,1.94,15.65,80.79,53.19,27.6
46,Michigan State,Big Ten,,20,12,67,59.9,7.13,,8.52,,7.72,7.92,15.65,77.47,49.85,27.62
47,Michigan,Big Ten,,20,12,63.4,58.9,4.5,,10.93,,5.2,10.23,15.43,77.24,49.33,27.91
48,Dayton,A-10,,23,7,70.1,60.1,10.07,,5.34,,11.38,4.04,15.41,75.16,48.73,26.44
49,Syracuse,Big East,,22,15,68.6,62,6.59,,8.48,,11.7,3.37,15.07,79.08,52.35,26.73
50,Temple,A-10,,23,10,65.7,56.8,8.85,,6.16,,6.46,8.54,15,77.34,49.79,27.55
51,Arizona State,Pac-12,,20,12,57.8,53.3,4.59,,10.22,,0.18,14.63,14.81,67.59,41.37,26.22
52,Wake Forest,ACC,,20,14,69.2,63.5,5.74,,8.8,,11,3.54,14.53,72.83,47.69,25.15
53,Oregon State,Pac-12,,20,13,64.9,58,6.91,,8.95,,5.16,8.05,13.21,68.13,45.98,22.15
54,Minnesota,Big Ten,,19,17,67.3,62.3,5,,8.08,,7.85,5.23,13.08,75.03,50.69,24.34
55,UCLA,Pac-12,,14,16,62.1,62.8,-0.67,,13.57,,6.5,6.41,12.9,73.69,49.27,24.42
56,St. Bonaventure,A-10,,31,4,63.9,54.4,9.43,,3.4,,3.27,9.56,12.83,78.71,53.01,25.71
57,Villanova,Big East,,19,15,57.7,55.4,2.32,,11.28,,1.26,11.41,12.67,73.6,50.21,23.39
58,San Diego,WCC,,26,9,59.7,56.4,3.31,,2.78,,3,9.58,12.57,68.53,46.12,22.41
59,Washington,Pac-12,,20,14,63.3,59.5,3.74,,8.5,,5.07,7.16,12.23,70.33,47.76,22.57
60,NC State,ACC,,19,16,67.8,65,2.86,,10.05,,9.72,2.42,12.14,73.32,50.17,23.15
61,South Florida,Big East,,19,16,63.6,60.6,2.94,,8.74,,6.58,5.1,11.69,70.03,47.04,23
62,Hampton,MEAC,,26,5,65.2,47.6,17.58,,-6.13,,0,11.45,11.45,64.05,40,24.06
63,Washington State,Pac-12,,13,20,60.3,61.1,-0.82,,12,,3.42,7.77,11.18,68.08,46.84,21.23
64,Utah,Pac-12,,16,16,58.4,55.8,2.69,,8.43,,0.65,10.47,11.12,72.37,50.84,21.54
65,Fresno State,WAC,,28,6,74.9,62.2,12.74,,-1.67,,9.71,1.35,11.07,74.99,54.16,20.82
66,Duquesne,A-10,,20,12,67.6,59.1,8.5,,2.03,,6.32,4.22,10.53,74.26,54.02,20.24
67,Missouri,Big 12,,13,18,61.1,63.8,-2.74,,13.07,,4.7,5.63,10.33,74.15,53.89,20.25
68,James Madison,CAA,,29,8,64.3,56.9,7.32,,2.94,,3.38,6.89,10.26,67.65,47.31,20.34
69,Florida Gulf Coast,A-Sun,,29,3,74.4,53.3,21.19,,-9.27,,6.03,4.03,10.06,73.53,51.74,21.78
70,Colorado,Pac-12,,21,14,60.7,58.4,2.31,,7.74,,2.68,7.37,10.05,70.16,49.95,20.21
71,Richmond,A-10,,23,9,67.7,60.1,7.59,,2.59,,7.15,2.86,10.01,74.91,54.88,20.03
72,UTEP,CUSA,,29,4,67.5,54.2,13.36,,-3.59,,5.94,3.84,9.77,70.93,50.27,20.65
73,Drexel,CAA,,19,14,59.4,54.3,5.15,,4.24,,-1.91,11.3,9.39,72.64,51.45,21.19
74,Auburn,SEC,,13,17,58.5,58,0.47,,8.91,,0.81,8.57,9.38,67.59,47.77,19.82
75,Eastern Michigan,MAC,,23,9,68.6,57.8,10.78,,0.63,,4.72,4.62,9.34,68.06,49.66,18.4
76,Missouri State,MVC,,24,9,72.8,65.8,7,,2.29,,11.07,-1.79,9.29,73.82,55.26,18.56
77,Cincinnati,Big East,,16,16,57.1,57,0.09,,9.23,,-0.11,9.14,9.03,70.4,51.79,18.61
78,Middle Tennessee,Sun Belt,,26,7,66.2,57.3,8.91,,-0.02,,4.36,4.53,8.89,72.23,52.82,19.41
79,Saint Joseph's,A-10,,22,11,65.2,60.5,4.73,,3.53,,5.56,2.69,8.25,75.29,57.42,17.87
80,Illinois,Big Ten,,11,19,63.4,66.3,-2.83,,11.03,,5.42,2.77,8.2,70.11,52.94,17.17
81,San Diego State,MWC,,25,7,65.3,54.9,13.67,,-1.69,,2.24,5.91,8.15,72.59,52.79,19.8
82,Creighton,MVC,,20,13,60.7,57,3.73,,4.38,,-0.01,8.11,8.11,69.05,51.05,18
83,Arizona,Pac-12,,15,17,66.3,65.5,0.81,,7.79,,9.09,-1.01,8.08,72.22,55.34,16.88
84,South Dakota State,Summit,,24,9,68.2,58.5,9.67,,-0.79,,4.89,3.07,7.96,70.36,53.33,17.03
85,Toledo,MAC,,24,10,64.1,57.2,6.91,,0.81,,1.45,6.27,7.72,70.05,52.85,17.2
86,Bowling Green,MAC,,24,7,66.6,55.7,10.94,,-1.92,,1.3,6.41,7.71,66.77,50.25,16.53
87,Marquette,Big East,,14,17,58.7,60.3,-1.52,,8.81,,1.48,5.82,7.29,69.17,52.46,16.71
88,Marist,MAAC,,26,8,65,55.7,9.29,,-2.01,,3.63,3.66,7.28,73.83,57.12,16.71
89,Saint Mary's,WCC,,22,11,65.6,63,2.64,,5.58,,4.41,2.67,7.08,68.79,53.48,15.31
90,Seattle,Ind,,20,12,71.5,64.1,7.38,,-0.81,,7.05,-0.49,6.56,70.54,56.08,14.46
91,Wichita State,MVC,,20,13,63.6,58.1,5.48,,1.06,,1.13,5.42,6.55,68.38,52.96,15.42
92,Memphis,CUSA,,25,8,68.7,59.8,8.88,,-2.37,,6.26,0.25,6.51,69.15,53.27,15.87
93,Illinois State,MVC,,19,13,67.7,63.9,3.75,,2.6,,6.84,-0.49,6.35,73.02,58.16,14.86
94,Charlotte,A-10,,16,14,68.2,64.2,3.93,,2.23,,7.62,-1.45,6.17,72.7,57.71,14.99
95,Northwestern,Big Ten,,14,16,64.1,67.8,-3.7,,9.5,,5.17,0.63,5.8,68.09,53.98,14.11
96,Hofstra,CAA,,19,12,74.9,72.7,2.13,,3.51,,14.42,-8.79,5.64,73.02,59.12,13.9
97,Nevada-Las Vegas,MWC,,22,10,62.6,57.5,5.13,,0.14,,1.14,4.13,5.27,67.39,53.79,13.6
98,Oregon,Pac-12,,15,16,71,74.8,-3.84,,9.04,,12.61,-7.41,5.2,71.79,58.47,13.32
99,McNeese,Southland,,26,8,66,53.9,12.09,,-5.16,,-0.13,5.16,5.02,70.36,55.81,14.55
100,Detroit Mercy,Horizon,,20,14,64.7,60.6,4.03,,0.93,,3.09,1.87,4.96,72.93,59.65,13.28
101,Tennessee-Martin,OVC,,23,9,80.1,69,11.06,,-6.17,,13.3,-8.4,4.9,80.37,66.68,13.7
102,Tulane,CUSA,,23,11,61.9,54.5,7.38,,-2.27,,-0.44,5.13,4.7,65.54,51.54,14
103,Providence,Big East,,13,17,54.8,59.4,-4.67,,9.3,,-1.64,6.27,4.63,67.2,55.07,12.14
104,Wisconsin,Big Ten,,9,20,59.3,66.5,-7.21,,11.49,,1.05,3.23,4.28,70.62,59.48,11.13
105,Cal Poly,Big West,,17,15,71.8,66.2,5.53,,-1.3,,8.63,-4.4,4.23,75.32,63.23,12.09
106,Mississippi State,SEC,,14,16,56.8,60.5,-3.63,,7.41,,-1.45,5.23,3.77,63.8,50.88,12.92
107,Pacific,Big West,,18,14,69.2,67,2.19,,1.39,,8.4,-4.82,3.57,70.95,59.97,10.98
108,Seton Hall,Big East,,8,23,54.5,61.2,-6.61,,10.18,,-2.14,5.7,3.56,69.7,58.87,10.83
109,Howard,MEAC,,24,9,58.7,53,5.67,,-2.68,,-4.41,7.4,2.99,63.82,50.85,12.96
110,Boston University,AmEast,,23,9,59.6,54,5.59,,-2.88,,-2.03,4.74,2.71,66.91,56.59,10.32
111,Eastern Illinois,OVC,,22,9,71.7,61.4,10.35,,-6.16,,3.93,-1.41,2.51,66.61,56.57,10.04
112,Central Michigan,MAC,,20,16,71.1,68.3,2.81,,0,,8.59,-6.12,2.47,67.44,57.97,9.47
113,Texas Christian,MWC,,16,14,60.1,56.5,3.63,,-1.21,,-1.52,3.95,2.43,63.36,53.03,10.33
114,Virginia Commonwealth,CAA,,19,15,65.8,65.2,0.59,,1.8,,2.85,-0.46,2.39,70.26,60.09,10.17
115,Oral Roberts,Summit,,20,11,72.6,66.7,5.94,,-2.9,,8.07,-5.74,2.33,64.53,55.92,8.61
116,Miami (OH),MAC,,21,10,68.1,63.8,4.29,,-1.97,,3.58,-1.26,2.32,70.2,60.35,9.85
117,UAB,CUSA,,19,11,55,49.1,5.9,,-3.59,,-8.42,10.74,2.32,60.33,48.99,11.33
118,Northern Iowa,MVC,,19,15,65.4,64.9,0.5,,1.36,,4.38,-2.07,2.3,69.35,60.12,9.23
119,Bradley,MVC,,18,16,68.3,66.3,1.97,,0.3,,5.49,-3.22,2.27,71.63,61.99,9.64
120,Illinois-Chicago,Horizon,,18,13,63.1,59.1,3.94,,-0.62,,0.28,1.89,2.18,65.9,56.57,9.33
121,Florida International,Sun Belt,,23,11,63.8,56.1,7.65,,-4.56,,-0.34,2.51,2.17,67.69,57.22,10.48
122,Liberty,Big South,,24,9,70.4,57.6,12.79,,-7.28,,0.61,1.55,2.16,60.84,49.84,11
123,South Dakota,Summit,,23,8,62.8,52.7,10.06,,-4.29,,-4,6.12,2.12,61.39,51.83,9.56
124,Drake,MVC,,18,16,59.2,59.9,-0.68,,2.44,,-2.39,4.16,1.77,66.42,57.89,8.53
125,Montana State,Big Sky,,19,11,68.7,63.3,5.37,,-1.28,,3.61,-2.07,1.54,59.6,52.2,7.4
126,Utah State,WAC,,21,10,72.4,66.4,6,,-3.66,,6.6,-5.06,1.54,70.58,62.44,8.14
127,Sacred Heart,NEC,,25,8,64.4,57.5,6.88,,-5.4,,-0.02,1.5,1.48,68.44,60.1,8.34
128,Alabama,SEC,,12,19,59.4,64.3,-4.9,,6.31,,1.25,0.16,1.41,61.65,52.21,9.44
129,Eastern Washington,Big Sky,,16,14,67.3,64,3.3,,-0.44,,1.89,-0.51,1.38,60.85,53.4,7.45
130,Appalachian State,Southern,,27,7,66.6,58.1,8.5,,-7.13,,2.67,-1.35,1.32,63.26,55.13,8.13
131,Albany (NY),AmEast,,23,10,58.3,53.4,4.97,,-3.66,,-3.53,4.83,1.31,63.39,55.08,8.31
132,Kansas City,Summit,,22,12,72,66.4,5.62,,-4.03,,6.85,-5.78,1.07,67.25,59.15,8.1
133,UC Santa Barbara,Big West,,17,16,53.2,52.5,0.67,,0.39,,-10.13,11.19,1.06,62.52,55.03,7.49
134,Wright State,Horizon,,21,13,69.2,65.6,3.56,,-1.62,,5.34,-4.29,1.04,70.16,61.18,8.98
135,La Salle,A-10,,14,17,58.6,61.6,-3,,4.02,,0.15,0.88,1.02,68.6,61.49,7.11
136,Quinnipiac,NEC,,22,10,67.9,63.1,4.84,,-4,,4.45,-3.61,0.84,64.01,57.45,6.56
137,Idaho State,Big Sky,,24,8,61.9,56.9,5.03,,-1.77,,-4.1,4.93,0.83,57.45,49.98,7.47
138,Central Arkansas,Southland,,24,7,66.2,54,12.26,,-5.05,,-4.44,5.11,0.67,56.26,47.6,8.66
139,Pepperdine,WCC,,14,15,59.9,64,-4.1,,4.75,,-0.98,1.63,0.65,62.92,56.29,6.63
140,Cal State Northridge,Big West,,17,14,64.3,63.2,1.06,,-0.44,,1.06,-0.43,0.63,61.73,55.3,6.42
141,Harvard,Ivy,,18,12,65.2,63.1,2.1,,-1.62,,2.93,-2.45,0.48,72.24,65.45,6.79
142,Little Rock,Sun Belt,,20,13,57.6,56.2,1.45,,-1.18,,-5.04,5.32,0.28,61.08,52.57,8.52
143,Xavier,A-10,,8,20,58.9,64.9,-6,,6.23,,-0.14,0.37,0.23,67.76,61.17,6.6
144,George Mason,CAA,,15,16,63.2,62.6,0.61,,0.28,,-0.1,0.27,0.18,68.66,60.91,7.75
145,Hartford,AmEast,,19,13,55.9,54.7,1.19,,-1.17,,-5.1,5.12,0.02,64.32,58.38,5.94
146,Chattanooga,Southern,,22,10,62.1,57.2,4.97,,-4.98,,-0.97,0.96,-0.01,68.49,60.55,7.94
147,Denver,Sun Belt,,19,12,60.5,57.8,2.68,,-2.7,,-2.17,2.15,-0.03,64.33,56.97,7.36
148,UNC Wilmington,CAA,,20,13,63.4,65.8,-2.45,,2.41,,0.35,-0.39,-0.04,65.98,58.47,7.52
149,UC Davis,Big West,,17,13,61.1,61.5,-0.43,,0.31,,-2.13,2,-0.13,64.72,59.24,5.48
150,Colorado State,MWC,,13,17,60.4,60.1,0.3,,0.85,,-1.35,1.21,-0.15,62.65,56.83,5.82
151,Portland,WCC,,12,20,64,68.8,-4.81,,4.52,,2.29,-2.59,-0.3,68.15,62.67,5.48
152,Montana,Big Sky,,16,14,62.2,58.5,3.63,,-2.42,,-4.46,4.11,-0.35,57.61,52.28,5.32
153,Mississippi,SEC,,12,18,57.7,62.2,-4.57,,4.19,,-2.24,1.87,-0.38,60.83,54.41,6.43
154,Marshall,CUSA,,16,14,59.5,56.1,3.4,,-3.56,,-3.42,2.89,-0.52,62.39,55.93,6.46
155,Long Island University,NEC,,21,10,62.7,57.9,4.81,,-5.34,,-1.94,1.4,-0.53,66.79,61.64,5.16
156,Indiana State,MVC,,15,16,60.5,63.4,-2.87,,2.28,,-0.76,0.17,-0.59,66.48,60.61,5.86
157,Virginia Tech,ACC,,7,23,51.7,62.3,-10.63,,10.04,,-6.88,6.29,-0.59,60.7,57.07,3.63
158,Boston College,ACC,,7,23,56.8,68,-11.23,,10.62,,0.07,-0.69,-0.62,69.44,65.03,4.41
159,Davidson,Southern,,22,10,62.8,56.2,6.69,,-7.34,,-1.94,1.29,-0.65,61.23,54.68,6.56
160,Akron,MAC,,14,18,73.8,73.8,0.03,,-0.71,,10.86,-11.54,-0.68,71.41,65.75,5.66
161,American,Patriot,,23,8,57.6,53.2,4.42,,-5.17,,-6.06,5.31,-0.75,62.5,57.35,5.15
162,South Alabama,Sun Belt,,17,13,59.1,52.8,6.27,,-5.48,,-5.78,5.02,-0.77,53.5,47.46,6.04
163,George Washington,A-10,,11,18,58.5,59.9,-1.45,,0.4,,-2.98,1.93,-1.05,65.76,61.12,4.65
164,Florida A&M,MEAC,,22,8,70.4,62.2,8.2,,-9.33,,3.86,-4.98,-1.13,59.77,54.19,5.58
165,Pittsburgh,Big East,,8,22,56.8,69.2,-12.4,,11.27,,1.11,-2.25,-1.13,64.27,59.84,4.43
166,North Texas,Sun Belt,,15,16,60.6,57.7,2.84,,-4.19,,-3.27,1.92,-1.35,58.87,53.41,5.46
167,Loyola (IL),Horizon,,13,17,65.7,66.5,-0.77,,-0.66,,2.54,-3.97,-1.43,68.37,64.21,4.15
168,Maryland-Baltimore County,AmEast,,17,15,60.3,59,1.31,,-2.94,,-0.71,-0.92,-1.63,66.97,63.38,3.59
169,Tulsa,CUSA,,13,15,59.8,59.3,0.46,,-2.73,,-2.41,0.79,-1.63,60.13,56.09,4.04
170,Southern Methodist,CUSA,,14,17,59.3,59.5,-0.26,,-1.2,,-2.89,1.25,-1.64,61.62,56.34,5.28
171,Wyoming,MWC,,12,17,58.7,59.2,-0.48,,-0.55,,-3.97,2.32,-1.66,61.62,58.47,3.15
172,Northern Colorado,Big Sky,,20,12,59.1,56.8,2.34,,-2.38,,-6.1,4.42,-1.68,56.53,52.76,3.77
173,Santa Clara,WCC,,12,18,66.2,70.8,-4.6,,2.88,,3.61,-5.33,-1.72,69.49,66.39,3.11
174,Robert Morris,NEC,,18,14,67.9,63.7,4.25,,-6.03,,2.21,-3.99,-1.78,65.75,62.45,3.3
175,North Dakota,GWC,,21,11,66.1,57.5,8.59,,-8.8,,0.07,-1.87,-1.8,56.59,53.03,3.56
176,Louisiana Tech,WAC,,17,15,66.6,66.3,0.34,,-2.17,,2.04,-3.87,-1.83,63.89,59.82,4.08
177,Coppin State,MEAC,,20,12,63,58.5,4.53,,-4.18,,-1.75,-0.16,-1.91,55.19,49.63,5.56
178,High Point,Big South,,20,13,69.5,64.1,5.39,,-6.97,,3.38,-5.47,-2.1,63.78,58.25,5.53
179,Yale,Ivy,,16,12,65.6,64.4,1.14,,-2.23,,2.96,-5.22,-2.27,62.86,59.97,2.89
180,Fordham,A-10,,12,18,52,54.4,-2.47,,0.18,,-8.76,6.48,-2.29,62.14,59.53,2.6
181,Fairfield,MAAC,,24,9,54.5,52,2.58,,-5.11,,-9.05,6.52,-2.53,64.25,61.27,2.98
182,Saint Louis,A-10,,11,20,59.1,62.3,-3.23,,1.47,,-3.86,1.26,-2.6,60.24,58.02,2.22
183,Navy,Patriot,,18,14,55.4,52.5,2.91,,-5.52,,-8.41,5.8,-2.61,64,61.69,2.31
184,Rice,CUSA,,16,16,59.6,57.4,2.22,,-4.76,,-3.38,0.65,-2.73,56.52,52.95,3.57
185,Northeastern,CAA,,8,22,62.6,68.9,-6.27,,3.49,,1,-3.78,-2.78,70.48,68.2,2.28
186,Cal State Fullerton,Big West,,11,19,61,61.3,-0.3,,-2.55,,-4.64,1.79,-2.85,58.38,56.06,2.32
187,Clemson,ACC,,6,22,54.3,65.1,-10.89,,7.98,,-4.23,1.32,-2.92,56.28,54.37,1.91
188,Indiana,Big Ten,,6,24,57.6,69,-11.43,,8.52,,-0.66,-2.26,-2.92,61.22,58.88,2.34
189,Sam Houston,Southland,,18,12,64.2,59.9,4.3,,-5.88,,-3.09,0.14,-2.95,55.46,52.16,3.3
190,Butler,Horizon,,13,17,58.6,60.3,-1.73,,-0.02,,-4.79,1.77,-3.02,58.12,56.51,1.61
191,William & Mary,CAA,,10,20,68.6,71.6,-2.97,,1.57,,6.35,-9.53,-3.18,68.23,64.73,3.5
192,Boise State,MWC,,15,16,67.6,66.5,1.16,,-1.89,,3.7,-6.89,-3.2,62.14,60.71,1.44
193,Samford,Southern,,20,13,59.9,57.5,2.45,,-5.71,,-3.87,0.61,-3.26,63.84,60.75,3.1
194,Ohio,MAC,,14,18,59.3,60.1,-0.84,,-2.46,,-5.93,2.62,-3.31,58.88,57.05,1.82
195,Manhattan,MAAC,,18,16,57,54,3.06,,-6.43,,-6.96,3.58,-3.38,61.38,60.57,0.81
196,Northern Illinois,MAC,,14,17,56.7,59.5,-2.77,,-0.76,,-8.27,4.73,-3.54,58.45,56.62,1.82
197,Towson,CAA,,16,14,57.6,63.2,-5.6,,1.97,,-4.44,0.8,-3.63,63.61,62.38,1.22
198,Lehigh,Patriot,,17,13,59.3,58.2,1.17,,-5.02,,-2.77,-1.08,-3.85,60.25,59.72,0.53
199,Old Dominion,CAA,,11,21,62.6,70.5,-7.88,,3.88,,1.49,-5.49,-4,64.45,62.85,1.6
200,Portland State,Big Sky,,15,14,69.4,69.2,0.21,,-2.16,,3.67,-7.91,-4.23,61.65,61.23,0.42
201,Holy Cross,Patriot,,19,15,63.1,63.8,-0.76,,-3.5,,0.95,-5.22,-4.26,68.35,68.45,-0.11
202,Youngstown State,Horizon,,10,20,64.6,67.5,-2.9,,-1.36,,2.08,-6.34,-4.26,65.93,65.86,0.07
203,SIU Edwardsville,OVC,,18,12,63.9,62.8,1.1,,-5.5,,-3.12,-1.28,-4.4,63.25,61.68,1.57
204,Brown,Ivy,,16,12,61.1,58.7,2.46,,-6.3,,-3.14,-1.38,-4.52,61.91,62.07,-0.17
205,New Mexico,MWC,,11,20,54.3,56.6,-2.35,,-1.42,,-8.2,3.65,-4.56,57.83,57.88,-0.05
206,Pennsylvania,Ivy,,13,15,54.1,57.5,-3.39,,-2,,-7.81,2.41,-5.4,58.98,60.49,-1.51
207,Monmouth,NEC,,19,13,61.3,61.8,-0.53,,-4.95,,-2.93,-2.55,-5.48,62.19,63.32,-1.13
208,UC Irvine,Big West,,13,17,64.6,68.5,-3.9,,-1.73,,0.47,-6.09,-5.63,62.1,63.63,-1.53
209,UCF,CUSA,,12,17,54.6,59.5,-4.97,,-0.66,,-6.6,0.97,-5.63,51.43,52.37,-0.94
210,Mississippi Valley State,SWAC,,18,14,64.5,61.1,3.44,,-6.09,,0.3,-5.99,-5.68,53.52,52.95,0.56
211,IU Indy,Summit,,13,19,59.8,59.3,0.44,,-3.03,,-6.3,0.6,-5.7,51.23,52.01,-0.79
212,Milwaukee,Horizon,,9,21,57.9,65.5,-7.63,,1.89,,-4.09,-1.66,-5.75,61.13,63.21,-2.07
213,Stephen F. Austin,Southland,,24,10,62.6,58.9,3.68,,-8.92,,-2.26,-3.55,-5.82,57.41,57.24,0.17
214,Winthrop,Big South,,18,13,69.6,64.9,4.77,,-10.71,,1.82,-7.76,-5.94,66.61,66.96,-0.35
215,Central Connecticut State,NEC,,13,16,59.6,60.1,-0.52,,-5.56,,-5.67,-0.41,-6.08,58.11,60.98,-2.88
216,East Carolina,CUSA,,12,19,58.9,59.3,-0.32,,-1.4,,-5.14,-1.02,-6.16,52.78,54.38,-1.59
217,Stetson,A-Sun,,23,11,66.8,63.3,3.56,,-9.51,,-0.85,-5.33,-6.18,59.32,60.16,-0.83
218,Loyola (MD),MAAC,,13,17,58.3,59.9,-1.6,,-4.66,,-4.35,-1.9,-6.26,60.11,62.37,-2.27
219,Army,Patriot,,14,16,56.4,55,1.4,,-6.67,,-7.45,1.15,-6.29,59.03,61.86,-2.83
220,Western Kentucky,Sun Belt,,9,21,56.3,61.8,-5.47,,-0.83,,-5.24,-1.05,-6.29,58.21,59.58,-1.37
221,Oakland,Summit,,11,17,57,59.8,-2.79,,-1.86,,-8.04,1.66,-6.38,53.7,56.17,-2.47
222,San Francisco,WCC,,5,25,61.7,71.5,-9.8,,3.34,,0.5,-6.96,-6.46,60.5,63.63,-3.13
223,Valparaiso,Horizon,,10,21,52.5,57.4,-4.9,,-0.33,,-12.09,5.59,-6.5,53.24,56.63,-3.38
224,Southern Illinois,MVC,,8,22,62.9,69.8,-6.97,,0.01,,-0.89,-6.06,-6.96,58.67,61.32,-2.65
225,New Hampshire,AmEast,,16,14,58.4,60,-1.57,,-5.56,,-3.89,-3.24,-7.13,61.2,65.34,-4.13
226,Southern Mississippi,CUSA,,13,18,61.4,66.3,-4.9,,-1.69,,-0.37,-6.77,-7.14,58.13,60.2,-2.07
227,Long Beach State,Big West,,14,18,59.7,65.2,-5.5,,-1.72,,-4.36,-2.86,-7.22,56.37,59.62,-3.25
