,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,UTEP,CUSA,,8,23,65.8,71.6,-5.84,,0.48,,-0.32,-6.8,-7.12,55.05,58.89,-3.84
229,Jacksonville State,OVC,,13,15,64.9,62,2.86,,-7.81,,-6.35,-0.83,-7.18,49.39,51.79,-2.4
230,Loyola (MD),Patriot,,11,20,59.9,62.2,-2.23,,-5.25,,-6.71,-0.76,-7.47,55.09,59.71,-4.63
231,Sacramento State,Big Sky,,10,20,82.4,87.2,-4.8,,-1.6,,14.61,-22.2,-7.6,60.3,64.81,-4.51
232,San Diego State,MWC,,11,19,63.5,70.4,-6.87,,0.63,,-0.97,-6.65,-7.63,56.3,62.01,-5.7
233,Akron,MAC,,9,21,62.6,69,-6.43,,0.14,,-3.72,-4.03,-7.75,48.88,53.72,-4.84
234,Campbell,Big South,,21,10,59.7,49.6,10.13,,-14.31,,-13.04,5.23,-7.81,46.97,48.32,-1.35
235,Miami (OH),MAC,,11,21,61.2,66.9,-5.72,,-0.98,,-5.52,-2.49,-8.02,49.8,55.29,-5.5
236,Southern Utah,Big Sky,,7,23,66.4,73.3,-6.83,,-0.51,,-1.09,-6.95,-8.03,50.73,56.69,-5.96
237,Binghamton,AmEast,,13,17,61.9,62,-0.1,,-6.39,,-5.07,-3,-8.07,49.46,54.45,-5
238,Stony Brook,AmEast,,12,18,56.8,57.8,-1.03,,-6.71,,-9.99,1.9,-8.09,50.24,55.68,-5.44
239,Bethune-Cookman,MEAC,,21,11,60.2,54.8,5.34,,-12.7,,-9.65,1.55,-8.1,40.34,43.18,-2.84
240,Boston University,Patriot,,13,17,59.6,62.8,-3.17,,-4.95,,-6.44,-1.68,-8.12,52.44,58.63,-6.19
241,Monmouth,MAAC,,15,16,64.9,65.5,-0.52,,-7.65,,-2.02,-6.14,-8.16,51.25,57.34,-6.09
242,Robert Morris,NEC,,22,11,62.8,60.2,2.64,,-12.55,,-8.46,-0.21,-8.67,48.56,51.9,-3.33
243,Eastern Michigan,MAC,,6,25,61.5,70.7,-9.19,,1.36,,-4.51,-4.23,-8.74,50.67,57.21,-6.54
244,SIU Edwardsville,OVC,,14,17,68.7,72,-3.23,,-5.15,,-0.65,-8.16,-8.81,55.81,61.44,-5.63
245,Denver,Summit,,6,24,62.3,71,-8.73,,-0.24,,-2.34,-6.63,-8.97,56.11,64.61,-8.5
246,Dartmouth,Ivy,,8,19,58.9,65.6,-6.7,,-2.4,,-5.66,-3.44,-9.1,56.35,64.15,-7.8
247,Marist,MAAC,,15,17,61.6,64.5,-2.88,,-6.23,,-4.59,-4.52,-9.11,58.04,65.73,-7.69
248,Southeast Missouri State,OVC,,13,17,73.9,71.6,2.27,,-8.19,,1,-10.16,-9.15,54.69,60.28,-5.58
249,Georgia State,Sun Belt,,12,18,61.4,63.8,-2.37,,-5.5,,-7.05,-2.21,-9.26,49.11,55.41,-6.3
250,Austin Peay,OVC,,14,16,67,67.7,-0.73,,-7.2,,-3.61,-5.7,-9.31,49.13,55.22,-6.09
251,High Point,Big South,,15,15,68.2,65.4,2.8,,-10.44,,-0.37,-9.32,-9.69,53.26,58.87,-5.61
252,Canisius,MAAC,,10,21,59.2,64.4,-5.16,,-4.56,,-7.44,-2.28,-9.72,55.43,63.91,-8.48
253,Evansville,MVC,,14,17,61.9,65.8,-3.87,,-4.43,,-6.43,-3.33,-9.76,49.94,57.87,-7.93
254,Tennessee-Martin,OVC,,12,19,70.5,76.7,-6.26,,-3.57,,2.34,-12.16,-9.82,60.69,67.66,-6.97
255,UNC Wilmington,CAA,,11,20,54.5,64.2,-9.71,,1.03,,-10.48,0.61,-9.88,49.17,58.01,-8.85
256,Niagara,MAAC,,8,22,60.3,68.1,-7.8,,-2.13,,-4.77,-5.16,-9.93,58.04,66.83,-8.78
257,UNC Asheville,Big South,,19,15,63.9,61.4,2.53,,-10.86,,-5.72,-4.42,-10.13,57.56,63.46,-5.91
258,Bradley,MVC,,12,19,60.9,66.4,-5.48,,-3.09,,-6.89,-3.34,-10.22,48.86,58.23,-9.37
259,Liberty,Big South,,13,17,62.8,62.9,-0.13,,-9.25,,-4.73,-5.56,-10.28,52.73,58.83,-6.09
260,Davidson,A-10,,6,23,57.4,67.8,-10.41,,0.13,,-5.58,-4.71,-10.29,49.8,57.84,-8.05
261,Maryland-Baltimore County,AmEast,,15,16,59.6,63.1,-3.45,,-6.14,,-7.29,-3.09,-10.38,51.52,59.76,-8.24
262,Colgate,Patriot,,10,20,67.1,72.4,-5.33,,-5.18,,1.06,-11.58,-10.51,55.39,64.23,-8.84
263,Saint Francis (PA),NEC,,17,15,75.3,73.5,1.81,,-12.46,,5.39,-16.03,-10.64,54.31,62.17,-7.86
264,Georgia Southern,Sun Belt,,13,17,61.5,63.3,-1.8,,-6.87,,-7.15,-3.75,-10.9,52,60.28,-8.28
265,Kansas City,WAC,,10,19,62.2,65.7,-3.45,,-4.2,,-6.36,-4.62,-10.98,50.58,60.88,-10.3
266,Wofford,Southern,,13,17,61.8,63.7,-1.97,,-5.91,,-6.38,-4.6,-10.98,51.59,60.89,-9.3
267,Norfolk State,MEAC,,15,15,62.7,57.8,4.83,,-13.55,,-8.51,-2.51,-11.01,39.1,46.27,-7.16
268,South Alabama,Sun Belt,,11,20,51.8,57.5,-5.65,,-4.04,,-14.92,3.88,-11.04,40.15,48.98,-8.82
269,North Carolina A&T,MEAC,,14,18,60.7,62.4,-1.75,,-8.58,,-8.07,-2.98,-11.05,37.77,46.66,-8.89
270,Coastal Carolina,Sun Belt,,13,16,62.8,64.3,-1.52,,-8.09,,-6.19,-4.9,-11.09,46.48,54.59,-8.12
271,Grambling,SWAC,,19,15,65.1,64.8,0.26,,-11.48,,-4.64,-6.57,-11.21,53.93,61.43,-7.5
272,Massachusetts,A-10,,9,21,57,64,-7.07,,-2.96,,-9.07,-2.21,-11.27,52.18,61.19,-9
273,Murray State,OVC,,15,14,73.3,71,2.34,,-10.49,,0.13,-11.73,-11.6,53.38,61.98,-8.61
274,McNeese,Southland,,14,17,69.8,69,0.77,,-9.26,,-2.09,-9.57,-11.65,55.91,63.74,-7.83
275,Utah Valley,WAC,,9,22,57.8,63.5,-5.65,,-4.08,,-10.08,-1.83,-11.91,50.32,62.46,-12.14
276,Vermont,AmEast,,9,20,55.4,61.3,-5.9,,-6.04,,-12.04,0.1,-11.94,47.99,58.74,-10.74
277,Eastern Kentucky,OVC,,12,20,64.7,68.9,-4.22,,-5.87,,-5.34,-6.76,-12.1,50.5,60.4,-9.9
278,New Orleans,Southland,,14,15,72.1,69.3,2.86,,-7.87,,-0.29,-11.81,-12.1,49.85,57.46,-7.6
279,North Dakota State,Summit,,6,24,63.5,74.5,-11.07,,1.62,,-2.64,-9.6,-12.24,50.84,62.46,-11.63
280,Youngstown State,Horizon,,9,21,67.5,74.3,-6.87,,-3.67,,-1.38,-10.89,-12.27,51.58,63.06,-11.49
281,Tennessee State,OVC,,10,16,65,69.7,-4.69,,-5.23,,-4.79,-7.55,-12.35,46.8,56.58,-9.77
282,Texas Southern,SWAC,,23,10,60.7,58.9,1.85,,-14.11,,-10.6,-1.8,-12.4,45.94,53.71,-7.77
283,Northern Kentucky,Horizon,,9,22,55.8,63.8,-7.97,,-3.51,,-12.26,-0.16,-12.41,47.37,59.77,-12.4
284,Charleston Southern,Big South,,18,14,60.5,59,1.56,,-12.12,,-11.12,-1.35,-12.47,41.48,49.88,-8.4
285,Sacred Heart,NEC,,17,15,62.8,63.6,-0.84,,-11.63,,-7.32,-5.16,-12.48,52.2,63.14,-10.94
286,Howard,MEAC,,16,13,64.8,65.3,-0.45,,-12.16,,-3.71,-8.9,-12.61,45.64,56.09,-10.45
287,Lehigh,Patriot,,10,20,63.2,69.4,-6.17,,-6.32,,-4.11,-8.8,-12.91,51.09,63.31,-12.22
288,Rhode Island,A-10,,6,23,56.7,69.1,-12.41,,-0.73,,-7.14,-6.01,-13.14,49.75,61.98,-12.23
289,Holy Cross,Patriot,,8,22,56.4,63.7,-7.33,,-5.84,,-10.23,-2.95,-13.18,47.31,60,-12.69
290,Texas A&M-Corpus Christi,Southland,,14,18,60.7,61.4,-0.72,,-9.41,,-10.86,-2.38,-13.24,42.47,52.41,-9.94
291,Tennessee Tech,OVC,,10,20,61.9,67.6,-5.63,,-6.99,,-7.39,-5.88,-13.27,49.27,60.51,-11.25
292,Gardner-Webb,Big South,,12,19,63.5,61.5,2.03,,-12.22,,-7.51,-6.07,-13.57,46.86,57.54,-10.68
293,Air Force,MWC,,4,25,53.5,67.3,-13.83,,-0.01,,-11,-2.84,-13.84,43.25,57.83,-14.57
294,Montana,Big Sky,,7,23,55.2,65.8,-10.67,,-2.02,,-12.78,-1.35,-14.13,43.86,58.38,-14.52
295,Nicholls State,Southland,,10,20,67.4,70.9,-3.57,,-10.63,,-4.06,-10.14,-14.2,54.65,65.85,-11.2
296,Bryant,NEC,,18,14,60.8,61.5,-0.69,,-13.62,,-9.21,-5.1,-14.31,47.8,61.25,-13.45
297,Presbyterian,Big South,,13,18,54.7,59.9,-5.13,,-9.3,,-14.09,-0.34,-14.43,47.9,61.56,-13.66
298,Manhattan,MAAC,,8,22,54.9,63.9,-8.93,,-5.63,,-11.37,-3.2,-14.56,51,67.07,-16.07
299,Southern,SWAC,,14,14,63.2,67.5,-4.29,,-12.41,,-7.42,-7.49,-14.91,46.16,56.37,-10.21
300,Maryland-Eastern Shore,MEAC,,13,16,60.8,63.9,-3.14,,-10.4,,-8.43,-6.54,-14.98,45.24,57.84,-12.59
301,UC Irvine,Big West,,5,26,60.2,73.7,-13.45,,-0.15,,-5.75,-9.33,-15.08,50.89,67.29,-16.4
302,Florida Atlantic,CUSA,,4,25,63.1,74.6,-11.45,,-2.56,,-4.03,-11.1,-15.13,48.32,61.86,-13.54
303,Purdue Fort Wayne,Summit,,5,24,56.8,70.6,-13.76,,-0.06,,-10.51,-4.66,-15.17,46.32,62.88,-16.56
304,Arkansas State,Sun Belt,,7,25,60.6,72.2,-11.63,,-3.74,,-6.88,-8.49,-15.36,46.88,61.12,-14.24
305,Valparaiso,Horizon,,10,21,61.9,71.4,-9.55,,-2.61,,-6.46,-9.01,-15.47,46.2,60.6,-14.4
306,Illinois-Chicago,Horizon,,6,25,58.5,70.3,-11.77,,-2.24,,-8.2,-7.41,-15.6,39.08,56.5,-17.42
307,Eastern Illinois,OVC,,9,19,65.8,71,-5.21,,-7.82,,-6.31,-9.32,-15.63,46.64,61.02,-14.37
308,Western Carolina,Southern,,8,22,56.6,67.3,-10.67,,-3.09,,-9.49,-6.26,-15.75,44.35,59.57,-15.23
309,Florida A&M,MEAC,,13,19,58.3,61.8,-3.53,,-11.79,,-11.57,-4.58,-16.16,38.33,51.89,-13.56
310,North Florida,A-Sun,,10,20,60.3,66.5,-6.23,,-6.15,,-9.59,-6.97,-16.55,40.72,55.84,-15.12
311,Lafayette,Patriot,,4,28,54.5,69.2,-14.69,,-1.98,,-9.77,-6.9,-16.67,45.73,63.6,-17.87
312,Illinois State,MVC,,8,23,54.2,67.9,-13.71,,-2.98,,-12.42,-4.27,-16.69,42.47,61.16,-18.69
313,Central Connecticut State,NEC,,11,20,61.8,67.2,-5.39,,-11.49,,-8.31,-8.57,-16.87,49.06,66,-16.94
314,Cal State Fullerton,Big West,,4,25,56,68.1,-12.07,,-1.91,,-11.7,-5.25,-16.95,42.21,61.07,-18.86
315,Northwestern State,Southland,,13,17,66.6,69.7,-3.1,,-8.83,,-7.73,-9.76,-17.48,45,59.26,-14.27
316,Alabama State,SWAC,,14,16,59.8,64.9,-5.13,,-10.83,,-10.94,-6.54,-17.49,45.84,59.09,-13.25
317,Prairie View A&M,SWAC,,13,18,62.8,68.2,-5.35,,-12.19,,-7,-10.54,-17.54,49.79,64.83,-15.03
318,Kennesaw State,A-Sun,,10,20,57.8,68.6,-10.8,,-6.82,,-9.88,-7.74,-17.62,45.19,63.91,-18.72
319,Incarnate Word,Southland,,9,20,64.4,70.2,-5.79,,-10.26,,-8.39,-9.57,-17.96,45.38,62.08,-16.7
320,Saint Peter's,MAAC,,3,27,53.9,68.5,-14.6,,-3.4,,-12.19,-5.8,-18,47.15,67.33,-20.18
321,Savannah State,MEAC,,12,19,52.5,60.2,-7.65,,-7.92,,-16.34,-1.78,-18.13,-0.17,4.88,-5.05
322,Mount St. Mary's,NEC,,12,18,58.8,65.1,-6.33,,-11.89,,-11.11,-7.11,-18.22,46.07,64.53,-18.45
323,Morgan State,MEAC,,9,21,53.6,57.5,-3.87,,-12.9,,-16.44,-2.22,-18.66,37.01,55.06,-18.05
324,Florida International,CUSA,,5,24,55.2,75,-19.79,,0.47,,-10.05,-9.28,-19.32,45.63,66.51,-20.87
325,Coppin State,MEAC,,8,21,54.3,66.8,-12.48,,-6.85,,-12.43,-6.9,-19.34,40.04,58.89,-18.84
326,South Carolina Upstate,A-Sun,,9,21,62,67.4,-5.4,,-8.33,,-8.56,-10.88,-19.44,38.64,57.04,-18.4
327,St. Francis (NY),NEC,,8,22,58.3,65.8,-7.53,,-11.96,,-11.67,-7.82,-19.49,46.49,67.49,-21
328,Alcorn State,SWAC,,9,21,58.1,67.2,-9.1,,-11.29,,-11.66,-8.73,-20.39,41.87,60.78,-18.91
329,Chicago State,WAC,,0,29,53.4,71.1,-17.66,,-2.77,,-13.16,-7.26,-20.43,43.98,68.48,-24.5
330,FDU,NEC,,8,22,59.3,65.5,-6.13,,-15.51,,-12.14,-9.17,-21.31,42.66,65.02,-22.37
331,NJIT,A-Sun,,11,19,56.7,63.7,-7,,-11.79,,-15.52,-6.09,-21.61,36.76,59.02,-22.26
332,Arkansas-Pine Bluff,SWAC,,12,18,56.5,63.8,-7.23,,-12.82,,-14.94,-6.84,-21.79,36.16,55.78,-19.62
333,Jackson State,SWAC,,12,16,67,68.3,-1.36,,-17.59,,-8.82,-14.4,-23.21,35.53,54.4,-18.87
334,South Carolina State,MEAC,,5,23,56.6,64.4,-7.82,,-12.67,,-13.96,-9.67,-23.63,33.53,55.43,-21.9
335,North Carolina Central,MEAC,,8,21,50.3,60.9,-10.55,,-11.14,,-19.03,-4.7,-23.73,29.35,53.97,-24.62
336,Loyola (IL),MVC,,2,28,47.7,72,-24.23,,-0.53,,-18.3,-6.46,-24.76,37.43,68.01,-30.58
337,Long Island University,NEC,,6,23,53,66.4,-13.41,,-11.81,,-17.8,-7.43,-25.22,40.28,69.18,-28.91
338,Massachusetts-Lowell,AmEast,,3,26,55.3,72.8,-17.52,,-6.15,,-12.21,-13.02,-25.23,39.85,67.36,-27.51
339,Lipscomb,A-Sun,,6,24,58.8,78.2,-19.4,,-5.03,,-8.74,-16.6,-25.34,42.18,69.1,-26.91
340,Mississippi Valley State,SWAC,,10,20,59.1,70.5,-11.43,,-10.62,,-12.35,-13.02,-25.37,37.97,61.3,-23.33
341,Southeastern Louisiana,Southland,,5,24,63.9,82.4,-18.48,,-6.12,,-4.68,-21.12,-25.8,43.34,67.77,-24.43
342,Louisiana-Monroe,Sun Belt,,6,24,56.1,73.7,-17.57,,-5.94,,-12.73,-14.03,-26.76,39.76,68.48,-28.72
343,Sam Houston,Southland,,3,25,52.9,72.5,-19.61,,-7.26,,-16.24,-11.13,-27.37,36.8,66.07,-29.28
344,Delaware State,MEAC,,3,27,57.3,74.4,-17.1,,-10.75,,-10.63,-17.22,-27.85,37.63,67.11,-29.48
345,Wagner,NEC,,4,25,53.2,68.7,-15.52,,-11.81,,-16.49,-11.47,-27.96,38.14,70.02,-31.88
346,Houston Christian,Southland,,6,22,54.7,74.6,-19.86,,-6.42,,-15.07,-14.24,-29.31,36.08,65.46,-29.38
347,Winthrop,Big South,,2,29,53.7,78,-24.29,,-5.1,,-16.29,-15.34,-31.63,33.6,67.51,-33.91
348,Longwood,Big South,,4,26,55.1,75.9,-20.83,,-9.18,,-13.97,-17.75,-31.72,36.04,69.43,-33.39
349,Alabama A&M,SWAC,,2,25,48.7,68,-19.3,,-13.19,,-23.94,-10.33,-34.27,28.54,64.58,-36.04
