,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
147,Central Arkansas,Southland,,26,5,68.5,53.1,15.39,,-9.62,,-5.38,6.02,0.64,54.08,45.16,8.92
148,UTSA,CUSA,,14,16,70.2,69.2,0.97,,0.22,,4.38,-3.76,0.62,56.94,50.52,6.42
149,Nebraska,Big Ten,,7,22,62.8,76.3,-13.59,,14.16,,2.55,-1.97,0.58,61.56,55.6,5.96
150,Abilene Christian,Southland,,23,9,71.8,63,8.81,,-5.91,,1.73,-1.19,0.54,58.19,51.03,7.16
151,Memphis,AAC,,14,16,58.4,62.3,-3.9,,4.32,,-4.23,4.65,0.42,58.71,52.45,6.26
152,Providence,Big East,,12,18,62,63.9,-1.83,,2.19,,-2.54,2.9,0.36,62.15,57.39,4.76
153,Loyola Marymount,WCC,,14,16,66,68.3,-2.27,,2.62,,1.92,-1.58,0.35,59.21,53.96,5.25
154,Detroit Mercy,Horizon,,18,14,70.5,67.1,3.41,,-3.09,,3.71,-3.39,0.32,61.06,55.82,5.24
155,Lamar,Southland,,22,8,73.5,59.5,14.03,,-9.48,,0.65,-0.39,0.25,49.8,43.41,6.38
156,Missouri State,MVC,,16,15,65,64,1.03,,-0.85,,1.11,-1.13,-0.01,58.87,53.98,4.89
157,Stetson,A-Sun,,26,7,70.2,57.5,12.73,,-9.24,,-0.98,0.98,-0.01,55.27,48.88,6.39
158,Oral Roberts,Summit,,15,15,63.5,63.7,-0.17,,2.53,,-2.52,2.48,-0.04,52.06,48.04,4.02
159,Cal State Northridge,Big West,,18,14,66.3,67,-0.75,,0.7,,1.81,-1.86,-0.05,60.29,55.91,4.38
160,Army,Patriot,,22,9,66.6,57.5,9.13,,-8.32,,-2.26,1.98,-0.29,55.92,50.76,5.16
161,Virginia Commonwealth,A-10,,16,15,63.2,63.9,-0.68,,0.38,,0.11,-0.41,-0.3,63.69,57.88,5.81
162,Pacific,WCC,,10,21,69.3,70.9,-1.55,,4.73,,3.59,-3.93,-0.34,57.62,54.07,3.55
163,Delaware,CAA,,16,14,57.1,58,-0.9,,0.52,,-6.43,6.05,-0.38,57.4,52.18,5.22
164,Rutgers,Big Ten,,6,24,50.5,61.6,-11.1,,10.65,,-10.35,9.91,-0.45,52.97,49.96,3.01
165,Maine,AmEast,,18,16,59.9,58,1.82,,-2.33,,-4.63,4.12,-0.51,59.1,54.01,5.09
166,UC Santa Barbara,Big West,,16,16,62.6,62.1,0.5,,-1.05,,-2.67,2.12,-0.55,60.46,56.47,3.99
167,Wisconsin,Big Ten,,9,22,60.9,69.7,-8.87,,8.18,,-1.75,1.06,-0.69,56.27,52.15,4.12
168,Cincinnati,AAC,,16,14,63.7,64.3,-0.6,,1.19,,-0.92,0.18,-0.74,56.6,51.9,4.7
169,Rider,MAAC,,24,9,65.5,60.3,5.12,,-6,,-1.11,0.24,-0.88,56.94,52.77,4.17
170,Stephen F. Austin,Southland,,25,8,73.2,62.8,10.33,,-9.26,,2.19,-3.08,-0.89,54.2,49.69,4.52
171,UAB,CUSA,,15,15,66.4,64.4,2,,-1.24,,-2.13,0.95,-1.17,60.01,55.23,4.78
172,Cornell,Ivy,,16,11,62.2,59.4,2.78,,-4.09,,-4.37,3.06,-1.31,59.08,55.2,3.88
173,La Salle,A-10,,17,13,62.5,61.6,0.9,,-2.56,,-1.46,-0.2,-1.66,57.01,53.6,3.41
174,New Hampshire,AmEast,,26,6,61.3,55,6.31,,-7.81,,-5.54,3.6,-1.94,55.8,51.95,3.85
175,Albany (NY),AmEast,,21,12,66.2,63.9,2.3,,-3.7,,1.22,-3.29,-2.07,56.01,53.26,2.75
176,Utah State,MWC,,17,15,58.8,59.7,-0.88,,-0.45,,-5.55,3.46,-2.1,53.6,52.83,0.77
177,Idaho State,Big Sky,,19,14,60.7,60.8,-0.15,,-1.32,,-6.35,4.19,-2.17,51.87,50.16,1.71
178,Wichita State,MVC,,15,16,64.9,65.5,-0.68,,-1.5,,0.18,-2.35,-2.17,58.89,57.2,1.69
179,Cal Poly,Big West,,11,18,67.4,68.6,-1.17,,-1.07,,1.55,-3.79,-2.24,58.51,57.05,1.46
180,Seattle,WAC,,15,18,63.7,63.5,0.18,,-2.5,,-1.63,-0.68,-2.31,56.87,55.21,1.67
181,American,Patriot,,15,16,60.8,59.3,1.48,,-3.85,,-5.33,2.97,-2.37,58.27,55.94,2.33
182,Jacksonville,A-Sun,,23,9,67.8,59.4,8.44,,-6.56,,-3.15,0.36,-2.8,50.1,47.64,2.46
183,San Jose State,MWC,,11,21,71.4,77.8,-6.47,,4.04,,9.37,-12.17,-2.8,63.28,62.75,0.53
184,Yale,Ivy,,15,12,61.1,60.5,0.67,,-3.54,,-3.55,0.68,-2.87,56,54.36,1.64
185,Butler,Big East,,6,25,57.8,67.6,-9.81,,6.85,,-3.17,0.22,-2.95,55.25,54.3,0.96
186,Cal State Bakersfield,WAC,,15,14,63.9,62.2,1.72,,-3,,-3.38,0.37,-3,52.99,52.42,0.56
187,North Texas,CUSA,,12,19,60.5,64.7,-4.19,,1.07,,-4.57,1.44,-3.13,54.2,52.8,1.4
188,Iona,MAAC,,18,13,59.2,57.6,1.65,,-4.8,,-6.86,3.71,-3.16,54.33,53.06,1.26
189,Brown,Ivy,,17,13,72.3,69.1,3.2,,-5.23,,6.48,-9.98,-3.51,59.53,58.72,0.81
190,Houston,AAC,,12,19,61.2,67.9,-6.77,,3.08,,-1.31,-2.38,-3.69,54.79,54.07,0.73
191,George Mason,A-10,,13,17,60.6,62.4,-1.87,,-1.99,,-3.5,-0.35,-3.85,56.52,55.97,0.55
192,Northeastern,CAA,,12,19,58.5,65,-6.45,,2.48,,-4.04,0.08,-3.97,57.12,57.68,-0.56
193,Hartford,AmEast,,17,14,66.8,64.3,2.58,,-6.76,,0.5,-4.68,-4.18,59.75,59.66,0.09
194,Nevada,MWC,,11,19,67.1,69.9,-2.87,,-0.37,,2.71,-7,-4.3,55.29,57.17,-1.88
195,Morehead State,OVC,,21,10,72.3,65.8,6.52,,-7.95,,0.93,-5.29,-4.36,50.1,49.67,0.43
196,Hofstra,CAA,,13,18,61.5,65.3,-3.74,,-0.63,,-3.02,-1.35,-4.37,56.78,57.18,-0.4
197,Marshall,CUSA,,13,17,71.7,69.7,1.93,,-2.39,,1.89,-6.36,-4.46,56.73,56.18,0.56
198,Seton Hall,Big East,,12,19,64.2,73.4,-9.16,,4.68,,2.39,-6.87,-4.48,58.35,59.03,-0.68
199,East Tennessee State,Southern,,16,14,65,64.2,0.83,,-5.39,,-0.87,-3.68,-4.55,58.37,58.38,-0.02
200,Richmond,A-10,,13,17,57,58.7,-1.7,,-3.02,,-7.93,3.21,-4.72,53.76,54.66,-0.91
201,Towson,CAA,,12,18,62.3,65.5,-3.2,,-1.63,,-2.44,-2.39,-4.83,55.52,56.43,-0.91
202,East Carolina,AAC,,11,19,62,70.4,-8.4,,6.12,,-0.54,-4.34,-4.88,54.39,55.46,-1.07
203,Hawaii,Big West,,12,18,59.2,64,-4.83,,1.3,,-7.17,2.29,-4.88,51.5,54.45,-2.96
204,Louisiana,Sun Belt,,20,11,69.3,66.6,2.71,,-6.26,,0.59,-5.65,-5.06,56.74,56.59,0.15
205,College of Charleston,CAA,,9,21,64.4,70,-5.6,,0.41,,0.91,-6.1,-5.19,56.72,57.45,-0.73
206,Radford,Big South,,24,9,60.9,55,5.94,,-10.39,,-8.82,3.55,-5.26,49.16,48.05,1.11
207,Grand Canyon,WAC,,15,12,65.2,65.7,-0.52,,-3.76,,-2.17,-3.28,-5.45,56.48,58.93,-2.45
208,Portland State,Big Sky,,16,17,68.8,70.8,-2.09,,-2.3,,0.34,-5.8,-5.46,54.15,56.34,-2.18
209,Northern Arizona,Big Sky,,9,21,69.6,71.1,-1.47,,-2.3,,-0.38,-5.13,-5.51,58.44,61.13,-2.69
210,Columbia,Ivy,,13,14,64.1,64.4,-0.3,,-5.48,,-2.09,-3.69,-5.77,56.38,59.06,-2.68
211,Furman,Southern,,14,17,61.9,59.2,2.77,,-4.88,,-5.61,-0.16,-5.77,49.55,50.83,-1.29
212,Texas State,Sun Belt,,16,15,58.6,58.6,0,,-6.29,,-9.14,3.32,-5.82,51.75,52.84,-1.1
213,Siena,MAAC,,14,16,65.8,66.7,-0.87,,-4.97,,-0.3,-5.54,-5.84,57.99,60.4,-2.42
214,Hampton,MEAC,,20,13,60.5,60.3,0.18,,-6.18,,-5.42,-0.57,-5.99,44.95,46.77,-1.82
215,Fairfield,MAAC,,17,14,58.2,57.5,0.71,,-6.92,,-9.24,3.02,-6.21,55.52,58.43,-2.91
216,Southern Illinois,MVC,,16,15,64.1,64.7,-0.61,,-3.36,,-3.81,-2.48,-6.29,56,59.54,-3.54
217,Texas-Rio Grande Valley,WAC,,19,14,63.2,62.4,0.79,,-5.42,,-4.64,-1.72,-6.36,46.53,48.91,-2.39
218,Weber State,Big Sky,,13,18,67.8,71.2,-3.35,,-2.12,,0.09,-6.44,-6.36,53.38,57.08,-3.7
219,Pepperdine,WCC,,7,23,60.8,69.8,-9,,2.49,,-2.81,-3.7,-6.51,54.07,58.5,-4.43
220,Cleveland State,Horizon,,14,16,65.6,69,-3.37,,-2.66,,-0.75,-5.81,-6.56,54.14,57.68,-3.54
221,Samford,Southern,,12,19,55.2,58.2,-3,,-2.88,,-10.88,4.16,-6.72,50.98,54.54,-3.57
222,Appalachian State,Sun Belt,,12,19,62.8,65,-2.16,,-4.6,,-3.42,-3.35,-6.77,51.34,54.33,-2.98
223,St. Bonaventure,A-10,,9,20,55.6,61.4,-5.83,,-0.94,,-8.82,2.05,-6.77,51.82,56.03,-4.21
224,Bowling Green,MAC,,8,23,62.6,68.7,-6.1,,1.69,,-3.56,-3.29,-6.85,49.19,53.09,-3.9
225,Indiana State,MVC,,12,18,55.1,57.7,-2.6,,-4.27,,-11.42,4.55,-6.87,45.24,49.96,-4.72
226,Portland,WCC,,6,24,58.2,70.9,-12.63,,6.45,,-4.75,-2.18,-6.93,51.85,57.64,-5.8
227,UNC Greensboro,Southern,,20,15,63.6,60.1,3.46,,-6.8,,-4.73,-2.19,-6.93,45.95,48.49,-2.54
