,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
41,Oregon,Pac-10,,18,16,81.4,76.4,5.03,,10.25,,23.81,-8.53,15.28,93.85,75.66,18.19
42,Rutgers,Big East,,19,15,57.8,56.2,1.59,,14.57,,0.98,14.13,15.12,81.9,62.39,19.52
43,Georgia Tech,ACC,,23,10,65.8,57.8,8,,7.03,,5.64,9.39,15.03,79.98,62.62,17.36
44,Mississippi,SEC,,17,15,71.3,64.6,6.69,,9.81,,10.94,4,14.94,88.86,72.52,16.34
45,Boston College,ACC,,17,15,69,65.4,3.59,,11.04,,10.82,3.81,14.63,91.48,73.43,18.05
46,Fresno State,WAC,,27,7,72.9,60.8,12.09,,2.4,,9.29,5.2,14.49,88.74,70.91,17.82
47,Maryland,ACC,,21,13,70,62.7,7.32,,8.25,,9.8,4.63,14.43,89.23,71.52,17.71
48,DePaul,Big East,,21,12,68.3,64.8,3.52,,10.89,,10.26,4.15,14.4,88.23,70.07,18.16
49,Arizona State,Pac-10,,18,14,62.9,59.8,3.13,,11.22,,3.93,10.42,14.35,83.03,65.23,17.81
50,South Carolina,SEC,,14,15,64.6,64.8,-0.14,,14.31,,7.6,6.57,14.17,87.97,70.76,17.22
51,Princeton,Ivy,,26,3,70.7,52.4,18.31,,-4.22,,6.94,7.15,14.09,88.23,70.32,17.91
52,Illinois,Big Ten,,19,15,61.5,59.2,2.29,,11.29,,2.56,11.03,13.58,79.35,62.83,16.53
53,Minnesota,Big Ten,,13,17,62.8,61.5,1.33,,12.15,,5.05,8.44,13.48,83.6,67.61,15.99
54,Green Bay,Horizon,,28,5,71.4,56.6,14.73,,-1.57,,7.97,5.19,13.16,89.85,72.75,17.1
55,Vermont,AmEast,,27,7,66.6,56.2,10.41,,2.54,,5.14,7.82,12.95,86.74,70.48,16.25
56,Marquette,Big East,,17,16,62.3,60.3,2.03,,10.67,,5.04,7.65,12.7,81.1,65.56,15.54
57,NC State,ACC,,20,14,64.5,62.8,1.71,,10.98,,5.84,6.84,12.68,82.31,67.15,15.16
58,Hartford,AmEast,,27,5,62.3,50.4,11.81,,0.63,,-0.24,12.68,12.45,82.01,65.63,16.38
59,Bowling Green,MAC,,27,7,73.4,60.5,12.91,,-0.5,,9.22,3.19,12.41,89.23,73.65,15.58
60,Illinois State,MVC,,28,8,69,60.2,8.83,,3.4,,6.44,5.79,12.23,88.27,72.87,15.4
61,Missouri,Big 12,,12,18,61.9,60.9,1,,11,,1.84,10.16,12,80.9,67.56,13.34
62,Temple,A-10,,25,9,61.4,55.9,5.44,,6.43,,2.65,9.23,11.87,81.81,67.01,14.8
63,Texas Tech,Big 12,,18,15,65.2,63.6,1.58,,10.16,,5.46,6.27,11.74,79.13,66.27,12.86
64,St. Bonaventure,A-10,,23,10,64.9,54.1,10.79,,0.95,,2.53,9.21,11.73,91.87,75.1,16.77
65,Indiana,Big Ten,,14,16,66,65.5,0.53,,11.16,,8.53,3.16,11.69,83.54,69.36,14.18
66,James Madison,CAA,,26,7,70.8,61.2,9.64,,1.94,,9.37,1.95,11.32,86.44,72.69,13.75
67,Little Rock,Sun Belt,,27,7,66.1,52.6,13.41,,-2.21,,0.08,11.12,11.2,82.84,68.08,14.77
68,Penn State,Big Ten,,17,14,66.3,64.8,1.45,,9.73,,8.24,2.94,11.18,82.96,70.05,12.92
69,Purdue,Big Ten,,15,17,59.7,59.7,-0.06,,11.21,,1.63,9.52,11.15,78.79,65.24,13.56
70,Wyoming,MWC,,21,12,67.2,57.7,9.48,,3.33,,4.43,6.71,11.14,87.02,72.27,14.75
71,Kansas State,Big 12,,14,18,61.6,62.3,-0.75,,11.79,,3.22,7.83,11.04,87.8,74.58,13.22
72,Auburn,SEC,,15,16,61.8,62.2,-0.32,,10.93,,3.75,6.85,10.6,84.9,72.49,12.41
73,New Mexico,MWC,,19,13,64.1,59.3,4.75,,5.81,,2.81,7.74,10.56,85.32,72.22,13.1
74,Providence,Big East,,19,15,65.1,63.6,1.59,,8.95,,6.8,3.73,10.54,86.58,74.3,12.28
75,Colorado,Big 12,,13,17,67,66.6,0.4,,9.9,,8.75,1.56,10.3,87.18,75.36,11.82
76,Arizona,Pac-10,,14,17,65.4,66.5,-1.1,,11.38,,7.27,3.02,10.28,85.15,73.29,11.87
77,Pittsburgh,Big East,,16,15,68.4,65.3,3.06,,6.9,,9.02,0.95,9.96,86.35,74.9,11.46
78,Creighton,MVC,,21,11,65.2,58.9,6.22,,3.45,,1.48,8.19,9.67,83.9,71.54,12.37
79,Tulane,CUSA,,26,7,69.6,60.3,9.24,,0.45,,5.76,3.75,9.51,80.87,69.88,10.98
80,Northwestern,Big Ten,,18,15,62.6,63.2,-0.61,,9.92,,4.27,5.04,9.31,85.66,75.1,10.56
81,Brigham Young,MWC,,23,10,64.5,57.9,6.58,,2.72,,3.18,6.12,9.3,82.11,70.99,11.12
82,Louisiana Tech,WAC,,23,9,73.8,64.7,9.19,,-0.09,,9.92,-0.82,9.1,79.18,70.82,8.35
83,Wake Forest,ACC,,18,14,60.9,57.9,2.97,,6.03,,0.08,8.92,9,78.18,67.56,10.63
84,Utah,MWC,,23,12,59,55.3,3.63,,5.82,,-2.31,10.9,8.59,78.99,68.21,10.78
85,Louisville,Big East,,14,18,66.7,68.9,-2.25,,10.8,,8.38,0.17,8.55,84.47,74.75,9.72
86,Liberty,Big South,,27,6,67.2,50,17.18,,-6.82,,-0.26,8.71,8.45,82.1,70.49,11.62
87,Marist,MAAC,,26,8,67.4,58,9.38,,-0.94,,4.7,3.74,8.44,87.04,76.87,10.17
88,Florida,SEC,,15,17,62.3,64,-1.66,,9.94,,4.02,4.27,8.28,81.92,73.26,8.66
89,South Florida,Big East,,15,16,62.4,61.6,0.81,,7.35,,3.36,4.8,8.15,80.78,71.74,9.05
90,Virginia Commonwealth,CAA,,22,13,68.8,61.9,6.91,,1.62,,6.35,1.8,8.15,85.4,76.17,9.23
91,Virginia Tech,ACC,,15,15,62.1,60,2.1,,6.66,,1.49,6.59,8.08,76.22,68.95,7.27
92,Arkansas,SEC,,12,18,64.9,67.4,-2.43,,10.39,,5.51,2.45,7.95,80.1,71.66,8.44
93,Washington,Pac-10,,13,18,60.6,63,-2.42,,10.29,,1.35,6.53,7.88,79.08,69.78,9.31
94,Butler,Horizon,,23,10,67.4,59.4,7.97,,-0.21,,3.83,3.93,7.76,82.35,72.81,9.53
95,South Dakota State,Summit,,22,11,73.6,62.1,11.52,,-3.84,,7.6,0.08,7.68,75.73,68.8,6.94
96,Richmond,A-10,,20,13,62.1,59.1,2.97,,4.04,,1.53,5.48,7.01,80.74,73.15,7.59
97,Toledo,MAC,,25,9,69.1,62.9,6.26,,0.33,,4.48,2.11,6.59,81.43,74.01,7.42
98,Charlotte,A-10,,18,14,63.3,60.3,2.94,,3.63,,1.52,5.04,6.57,76.68,68.64,8.05
99,Cincinnati,Big East,,12,18,56.4,59.5,-3.1,,9.71,,-0.89,7.43,6.53,81.2,75.08,6.12
100,Missouri State,MVC,,22,11,76.1,70,6.03,,0.45,,11.98,-5.5,6.48,87.81,80.85,6.96
101,Southern Methodist,CUSA,,20,11,67.8,63.1,4.71,,1.11,,4.68,1.13,5.82,82.34,76.25,6.08
102,East Carolina,CUSA,,23,11,71.5,65.1,6.41,,-0.89,,7.36,-1.84,5.52,82.1,77.19,4.92
103,Houston,CUSA,,17,15,70.1,67.1,3.06,,2.39,,7.41,-1.95,5.46,82.43,77.36,5.07
104,Saint Joseph's,A-10,,17,15,63.3,60.9,2.34,,2.92,,2.87,2.39,5.26,78.42,73.03,5.39
105,Northern Iowa,MVC,,17,16,67.3,66.2,1.06,,4.03,,5.3,-0.21,5.09,83.46,77.53,5.93
106,Saint Mary's,WCC,,21,10,69.1,67.3,1.81,,3.21,,6.56,-1.55,5.02,78.99,73.79,5.2
107,Pepperdine,WCC,,20,12,65.8,65.3,0.5,,4.51,,4.02,0.99,5.01,79.87,74.43,5.44
108,Oregon State,Pac-10,,11,20,56.3,59.5,-3.16,,8.04,,-4.53,9.41,4.88,77.92,73.02,4.91
109,Old Dominion,CAA,,19,14,63.7,65.2,-1.58,,6.32,,3.68,1.06,4.74,79.27,74.52,4.75
110,Delaware,CAA,,21,12,62.7,58,4.73,,-0.05,,0.02,4.65,4.67,82.27,77.28,5
111,Villanova,Big East,,14,16,52.4,55.1,-2.63,,7.28,,-6.48,11.12,4.64,77.05,72.94,4.12
112,Oral Roberts,Summit,,23,10,85.1,73,12.03,,-7.5,,17.39,-12.99,4.41,72.92,73.21,-0.29
113,Florida Gulf Coast,A-Sun,,24,7,69.9,58.5,11.39,,-7.36,,2.32,1.99,4.31,85.04,79.68,5.36
114,Washington State,Pac-10,,8,22,61.7,69.5,-7.8,,12,,3.52,0.68,4.2,74.43,69.34,5.09
115,Hofstra,CAA,,20,14,62.2,59.5,2.74,,1.43,,-0.06,4.22,4.17,74.54,70.71,3.82
116,Clemson,ACC,,13,18,63.5,68.8,-5.32,,9.48,,4.54,-0.38,4.16,76.27,72.9,3.37
117,UC Davis,Big West,,21,11,65.4,60.5,4.91,,-0.96,,0.57,3.37,3.94,80.14,76.77,3.36
118,Eastern Michigan,MAC,,22,9,71.8,64,7.87,,-0.45,,5.14,-1.53,3.62,78.2,75.15,3.06
119,Western Kentucky,Sun Belt,,21,11,68.4,64.8,3.59,,0,,3.86,-0.26,3.6,81.27,78.31,2.96
120,Robert Morris,NEC,,23,9,66.4,57.1,9.28,,-5.9,,0.78,2.59,3.38,81.17,78.3,2.87
121,Cleveland State,Horizon,,19,14,66.6,63.9,2.7,,0.93,,3.92,-0.55,3.36,82.12,78.83,3.28
122,Lehigh,Patriot,,29,4,65.1,55.2,9.85,,-6.6,,0.86,2.38,3.25,75.4,73.1,2.3
123,Cal Poly,Big West,,18,11,71.8,66.8,4.93,,-2.4,,6.65,-4.12,2.53,83.42,81.65,1.76
124,Drexel,CAA,,17,14,61.3,60.9,0.39,,2.14,,0.13,2.39,2.53,82.37,80.7,1.67
125,Alabama,SEC,,12,18,64,66.6,-2.6,,5.08,,3.47,-0.99,2.48,73.71,72.16,1.55
126,Duquesne,A-10,,20,12,64.2,63.3,0.97,,1.5,,3.07,-0.6,2.47,76.69,75.6,1.1
127,New Mexico State,WAC,,18,14,68.4,64.9,3.47,,0.07,,4.31,-1.98,2.33,77.3,75.58,1.71
128,Nevada,WAC,,17,16,63.2,62.5,0.67,,2.35,,-0.36,2.64,2.28,74.71,73.66,1.05
129,San Diego,WCC,,15,14,64.7,63.6,1.17,,1.34,,-0.47,2.35,1.88,78.2,77.38,0.82
130,Drake,MVC,,15,15,67.2,65.6,1.57,,0.3,,3.54,-1.67,1.87,81.57,80.8,0.77
131,Chattanooga,Southern,,24,9,67.2,61.9,5.27,,-3.59,,2.47,-0.79,1.68,81.1,80.41,0.69
132,Columbia,Ivy,,18,10,65.7,60.8,4.93,,-3.32,,1.77,-0.16,1.61,78.2,78.15,0.05
133,UCF,CUSA,,11,16,64.6,64.3,0.3,,1.27,,0.67,0.89,1.56,78.71,78.21,0.5
134,Gardner-Webb,Big South,,28,5,68.6,57.6,10.94,,-7.21,,1.93,-0.42,1.51,76.43,75.87,0.56
135,Georgia State,CAA,,15,15,58.9,55.3,3.57,,-2.06,,-4.88,6.38,1.51,74.55,74.39,0.17
136,UC Riverside,Big West,,17,16,62.8,63.5,-0.64,,2.01,,-1.61,2.99,1.38,77.54,77.06,0.48
137,Indiana State,MVC,,17,14,64.2,62.5,1.65,,-0.43,,-0.56,1.78,1.22,76.62,75.96,0.67
138,Boise State,WAC,,19,12,70.4,67.1,3.26,,-0.96,,5.1,-3.9,1.2,78.67,78.39,0.28
139,Kent State,MAC,,20,11,65.1,62.2,2.94,,-1.89,,0.17,0.88,1.05,78.41,78.34,0.07
140,UC Santa Barbara,Big West,,15,17,60.8,60.6,0.22,,0.79,,-4.1,5.11,1.01,74.68,74.94,-0.25
141,Bradley,MVC,,17,14,63.2,63.8,-0.55,,1.5,,-0.17,1.12,0.95,74.86,75.2,-0.35
142,East Tennessee State,A-Sun,,23,9,77.8,71.7,6.13,,-5.38,,11.61,-10.86,0.75,82.77,83.81,-1.05
143,Harvard,Ivy,,20,9,68.7,64.9,3.83,,-3.11,,4.74,-4.02,0.72,83,83.74,-0.74
144,Tulsa,CUSA,,12,16,64.1,63.4,0.75,,-0.03,,-1.31,2.03,0.72,71.76,72.93,-1.17
145,Boston University,AmEast,,16,15,64.6,64.7,-0.13,,0.83,,2.26,-1.56,0.7,75.86,76.77,-0.91
146,Portland,WCC,,18,13,68.8,67.5,1.39,,-0.76,,3.53,-2.9,0.63,80.01,81.09,-1.07
147,American,Patriot,,22,10,61.8,53.9,7.91,,-7.37,,-3.99,4.53,0.53,78.97,78.97,0
148,Loyola Marymount,WCC,,13,17,65.3,67.3,-2,,2.41,,2.6,-2.19,0.41,80.18,80.37,-0.19
149,Memphis,CUSA,,20,14,67.4,65.8,1.62,,-1.28,,2.18,-1.84,0.34,73.78,75.05,-1.27
150,Colorado State,MWC,,13,17,60.4,63.1,-2.77,,2.94,,-0.65,0.82,0.17,73.13,74.56,-1.43
151,Cal State Bakersfield,Ind,,16,13,75.3,72,3.31,,-3.25,,9.69,-9.63,0.06,80.77,82.59,-1.83
152,Appalachian State,Southern,,23,12,66.7,62.6,4.14,,-4.14,,1.4,-1.39,0,72.87,74.9,-2.02
153,Akron,MAC,,18,14,62.6,59.6,3.03,,-2.37,,-2.88,2.83,-0.05,74.28,76.09,-1.81
154,Iona,MAAC,,18,14,64.1,61.6,2.44,,-2.54,,0.95,-1.04,-0.1,75.71,77.42,-1.71
155,Nevada-Las Vegas,MWC,,13,18,62.1,67.3,-5.23,,5.07,,0.81,-0.97,-0.16,75.67,77.39,-1.72
156,Detroit Mercy,Horizon,,17,14,61.5,61.9,-0.42,,0.19,,-1.25,1.02,-0.23,77.32,79.34,-2.02
157,Northeastern,CAA,,13,18,63.2,66.1,-2.9,,2.57,,2.75,-3.08,-0.33,78.43,80.76,-2.33
158,Samford,Southern,,23,11,63.3,58.1,5.18,,-5.56,,-3.87,3.49,-0.38,79.27,80.41,-1.14
159,Ball State,MAC,,14,17,67.1,67.4,-0.29,,-0.25,,2.7,-3.24,-0.54,78.92,81.33,-2.41
160,UTEP,CUSA,,16,16,63.4,62.5,0.94,,-0.96,,-2.03,1.48,-0.54,76.12,78.74,-2.62
161,North Carolina A&T,MEAC,,23,11,71.9,65,6.94,,-6.22,,6.73,-7.38,-0.65,79.13,82.51,-3.38
162,Hampton,MEAC,,20,12,62.2,54.8,7.41,,-7,,-4.63,3.95,-0.68,71.26,73.21,-1.95
163,Lamar,Southland,,26,8,75,65.6,9.32,,-7.28,,5.06,-5.75,-0.69,77.72,79.74,-2.02
164,UNC Wilmington,CAA,,12,19,60.3,61.3,-0.94,,0,,-2.22,1.29,-0.93,76.64,80.26,-3.62
165,Saint Louis,A-10,,11,19,62.2,64.6,-2.4,,1.42,,-0.26,-0.71,-0.98,75.59,78.38,-2.8
166,Oakland,Summit,,17,13,68.4,60.1,8.3,,-6.31,,0.92,-2.01,-1.09,67.89,71.52,-3.63
167,Portland State,Big Sky,,18,15,67.7,66.3,1.45,,-1.62,,1.26,-2.49,-1.23,77.64,80.24,-2.6
168,UAB,CUSA,,17,15,62,63.6,-1.59,,0.22,,-3.35,1.98,-1.37,73.52,76.91,-3.39
169,Montana State,Big Sky,,18,14,72.1,69.1,2.97,,-4.1,,4.19,-6.19,-2,77.69,81.82,-4.12
170,Illinois-Chicago,Horizon,,12,18,62.8,65.1,-2.27,,0.22,,-0.54,-1.5,-2.05,77.24,81.47,-4.22
171,Long Beach State,Big West,,13,17,67.2,69.4,-2.2,,-0.08,,2.07,-4.35,-2.28,79.98,84.45,-4.47
172,Towson,CAA,,15,16,56,59,-2.97,,0.57,,-5.9,3.51,-2.39,68.71,74.26,-5.55
173,College of Charleston,Southern,,21,12,63,60.9,2.03,,-4.44,,-2.08,-0.32,-2.41,73.45,78.97,-5.52
174,Montana,Big Sky,,15,14,64.3,62,2.24,,-1.77,,-3.23,0.69,-2.54,74.85,79.83,-4.98
175,Wichita State,MVC,,18,15,63.2,64.9,-1.67,,-0.95,,-1.07,-1.55,-2.62,73.97,79.26,-5.29
176,Central Michigan,MAC,,12,18,71.6,74.5,-2.9,,0.26,,8,-10.64,-2.64,80.38,85.35,-4.97
177,Eastern Illinois,OVC,,23,11,69.9,61.4,8.53,,-8.99,,0.46,-3.14,-2.68,74.43,79.4,-4.97
178,Sacred Heart,NEC,,19,11,62.7,58.6,4.13,,-6.84,,-2.75,0.05,-2.71,77.03,82.51,-5.48
179,Saint Francis (PA),NEC,,17,15,68.7,66.9,1.72,,-4.44,,3.81,-6.54,-2.72,77.96,83.4,-5.45
180,William & Mary,CAA,,12,18,60.8,63.2,-2.43,,-0.33,,-1.92,-0.84,-2.76,70.94,77.23,-6.3
181,Long Island University,NEC,,22,10,68.1,63.5,4.59,,-7.46,,2.19,-5.05,-2.87,79.13,85.08,-5.95
182,Massachusetts,A-10,,11,19,59.2,64.2,-4.97,,2.02,,-2.38,-0.56,-2.94,78.61,85.78,-7.17
183,Marshall,CUSA,,14,16,60.1,62.5,-2.43,,-0.54,,-4.15,1.18,-2.97,73.09,79.38,-6.29
184,Cal State Fullerton,Big West,,15,17,67.3,69.3,-1.97,,-1.22,,1.86,-5.05,-3.19,77.02,82.67,-5.66
185,Stephen F. Austin,Southland,,18,11,78.3,73.2,5.07,,-8.43,,9.01,-12.37,-3.36,73.96,80.47,-6.51
186,Wright State,Horizon,,11,19,56.8,60.2,-3.43,,-0.02,,-6.77,3.32,-3.45,69.96,76.98,-7.01
187,Seton Hall,Big East,,9,21,51.2,62.3,-11.17,,7.71,,-7.61,4.15,-3.46,70.79,78.89,-8.1
188,Idaho,WAC,,11,20,60.3,65.9,-5.65,,2.15,,-3.54,0.04,-3.5,72.99,80.06,-7.08
189,Georgia Southern,Southern,,19,12,59.4,56.5,2.87,,-4.74,,-7.74,4.23,-3.51,70.79,77.21,-6.42
190,Eastern Washington,Big Sky,,19,12,66.4,64.6,1.81,,-2.47,,-3.19,-0.35,-3.54,73.99,79.56,-5.57
191,Manhattan,MAAC,,15,15,62.3,60.3,1.97,,-5.64,,-2.26,-1.41,-3.67,76.06,83.1,-7.04
192,Rice,CUSA,,13,17,64.3,68.2,-3.87,,0.16,,-0.35,-3.36,-3.7,72.11,78.42,-6.3
193,Florida Atlantic,Sun Belt,,14,15,67.1,67.6,-0.48,,-2.39,,1.63,-5.58,-3.96,76.47,84.17,-7.69
194,Binghamton,AmEast,,11,19,61.5,63.8,-2.37,,-1.65,,-1.64,-2.38,-4.02,77.63,85.5,-7.87
195,Morehead State,OVC,,22,11,68.6,61.1,7.55,,-10.26,,-0.31,-3.76,-4.06,74.06,81.3,-7.24
196,Florida International,Sun Belt,,14,16,60.8,62.4,-1.6,,-1.66,,-5.15,1.08,-4.07,69.89,76.59,-6.7
197,Milwaukee,Horizon,,12,19,60.8,63.9,-3.06,,-1.02,,-2.57,-1.51,-4.08,74.56,82.04,-7.47
198,Utah State,WAC,,13,17,58.7,60.1,-1.43,,-1.68,,-6.45,2.25,-4.2,69.63,76.98,-7.36
199,Denver,Sun Belt,,18,13,62.6,62.2,0.39,,-4.74,,-3.16,-1.2,-4.36,75.8,83.71,-7.91
200,Davidson,Southern,,14,15,66.2,66.2,0.07,,-3.57,,1.92,-6.34,-4.42,75.39,83.06,-7.66
201,Miami (OH),MAC,,9,22,65.9,71.8,-5.84,,1.42,,2.12,-6.54,-4.42,74.78,81.95,-7.17
202,North Dakota State,Summit,,16,13,63.4,60.9,2.52,,-7.13,,-4.27,-0.54,-4.81,63.97,73.7,-9.73
203,Valparaiso,Horizon,,9,21,58.5,62,-3.53,,-0.2,,-6.1,1.25,-4.85,70.48,78.9,-8.42
204,Fairfield,MAAC,,20,14,58,57.6,0.38,,-5.4,,-6.14,1.12,-5.02,73.35,82.89,-9.53
205,Northern Colorado,Big Sky,,14,16,63.7,64.7,-1,,-2.93,,-3.52,-1.52,-5.04,73.78,81.56,-7.78
206,UTSA,Southland,,16,14,64.2,61.8,2.47,,-5.73,,-5.63,0.59,-5.04,65.67,73.81,-8.14
207,Loyola (MD),MAAC,,14,16,61.1,61.1,-0.03,,-5.02,,-2.17,-2.88,-5.05,71.75,81.17,-9.42
208,High Point,Big South,,17,14,66.5,65.1,1.39,,-6.95,,2.11,-7.35,-5.25,71.4,81.47,-10.07
209,Prairie View A&M,SWAC,,15,14,65.1,60.4,4.76,,-10,,-2.05,-3.22,-5.27,70.7,78.82,-8.12
210,UC Irvine,Big West,,9,21,63.6,69.9,-6.33,,1.03,,-0.77,-4.54,-5.31,73.04,81.57,-8.53
211,Yale,Ivy,,13,15,62,63.6,-1.64,,-3.96,,-2.5,-3.1,-5.6,68.67,78.33,-9.66
212,Arkansas State,Sun Belt,,13,18,65.7,68.8,-3.03,,-2.61,,0.34,-5.98,-5.64,69.29,78.76,-9.47
213,South Carolina Upstate,A-Sun,,20,9,73,67.2,5.79,,-9.61,,3.99,-9.72,-5.73,72.27,82,-9.72
214,Northern Illinois,MAC,,10,19,65.4,70.3,-4.97,,-0.97,,0.24,-6.18,-5.94,75.25,85.14,-9.89
215,Loyola (IL),Horizon,,15,15,61.8,64.4,-2.57,,-3.13,,-2.93,-3.02,-5.95,76.53,86.79,-10.27
216,Texas A&M-Corpus Christi,Southland,,24,11,69.3,67,2.37,,-8.08,,-0.38,-5.59,-5.96,72.63,81.79,-9.16
217,South Alabama,Sun Belt,,15,16,64.6,64.5,0.06,,-4.19,,-2.55,-3.44,-5.99,73.63,83.58,-9.95
218,George Washington,A-10,,6,22,54.8,65.1,-10.25,,3.97,,-5.38,-0.91,-6.28,69.98,80.78,-10.81
219,Buffalo,MAC,,7,23,62.6,67.9,-5.3,,-1.07,,-1.08,-5.3,-6.37,74.34,84.78,-10.43
220,Canisius,MAAC,,12,19,55.5,58.1,-2.55,,-3.93,,-8.46,1.98,-6.48,67.53,79.19,-11.66
221,Southern Mississippi,CUSA,,9,21,63.5,70,-6.43,,1.02,,-0.02,-6.51,-6.53,72.97,83.24,-10.27
222,Ohio,MAC,,8,22,57.4,63.1,-5.7,,-1.33,,-7.95,0.91,-7.03,67.98,79.29,-11.31
223,Southern Illinois,MVC,,5,24,61.3,70.5,-9.21,,2.06,,-2.45,-4.69,-7.14,69.39,80.46,-11.07
224,Navy,Patriot,,17,14,57.7,56.7,1,,-8.15,,-7.36,0.21,-7.15,72.14,84.47,-12.33
225,Purdue Fort Wayne,Summit,,13,17,65.3,64.7,0.6,,-5.82,,-2.35,-4.81,-7.17,66.18,79.35,-13.17
