,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
226,Maryland-Baltimore County,AmEast,,13,17,58.7,64.8,-6.1,,-1.28,,-3.86,-3.52,-7.38,73.22,85.74,-12.52
227,Monmouth,NEC,,16,14,57.5,58.4,-0.87,,-6.52,,-9.16,1.78,-7.38,71.18,83.44,-12.26
228,North Dakota,GWC,,17,14,64.4,64.4,-0.03,,-6.63,,-2.8,-4.66,-7.46,75.53,86.57,-11.04
229,Troy,Sun Belt,,12,17,63.4,64.2,-0.83,,-5,,-4.49,-3.01,-7.5,69.71,81.52,-11.81
230,Santa Clara,WCC,,5,27,59.2,70.2,-11.06,,4.87,,-3.82,-3.7,-7.52,73.06,85.22,-12.16
231,La Salle,A-10,,7,22,51.8,60.7,-8.9,,1.36,,-10.12,2.58,-7.54,68.99,82.61,-13.61
232,Hawaii,WAC,,10,20,60.5,70.3,-9.83,,3.56,,-2.57,-5.07,-7.64,71.11,82.86,-11.75
233,Niagara,MAAC,,13,18,58.8,63.5,-4.61,,-3.04,,-4.83,-2.82,-7.65,71.27,83.8,-12.53
234,Sacramento State,Big Sky,,15,15,79.1,81.9,-2.8,,-4.01,,12.92,-20.58,-7.66,77.21,88.3,-11.09
235,George Mason,CAA,,10,20,53.8,61.4,-7.6,,-0.25,,-9.04,1.18,-7.85,66.64,80.06,-13.42
236,Rhode Island,A-10,,9,20,53.5,62.4,-8.86,,0.81,,-8.12,0.07,-8.05,67.81,81.47,-13.66
237,Idaho State,Big Sky,,15,15,61.3,66.5,-5.17,,-0.62,,-4.54,-3.66,-8.19,70.3,83.1,-12.8
238,Fordham,A-10,,8,22,55.9,63.1,-7.17,,-1.08,,-6.79,-1.46,-8.25,70.97,85.8,-14.83
239,Siena,MAAC,,11,18,55.9,59.8,-3.86,,-4.51,,-8.79,0.41,-8.38,70.17,83.59,-13.42
240,Western Carolina,Southern,,7,23,58.8,64,-5.13,,-3.33,,-6.03,-2.43,-8.46,70.95,84.54,-13.59
241,Stony Brook,AmEast,,10,20,56.9,64.3,-7.43,,-1.08,,-5.32,-3.19,-8.51,65.92,79.6,-13.69
242,Southern,SWAC,,23,9,58.8,54.2,4.63,,-12.16,,-11.01,2.46,-8.54,58.87,71.52,-12.65
243,New Hampshire,AmEast,,9,22,57.5,65,-7.42,,-1.37,,-5.27,-3.52,-8.79,71.78,86.94,-15.16
244,Dartmouth,Ivy,,11,17,51.4,59.1,-7.75,,-1.2,,-11.82,2.87,-8.95,66.24,81.96,-15.72
245,Saint Peter's,MAAC,,11,19,54.2,57.9,-3.7,,-5.25,,-10.27,1.32,-8.95,65.5,79.89,-14.39
246,Kansas City,Summit,,16,16,65.3,66.7,-1.41,,-7.64,,-3.18,-5.87,-9.05,64.63,79.43,-14.8
247,Central Connecticut State,NEC,,12,18,59.8,60.8,-1.03,,-8.06,,-6.63,-2.46,-9.09,67.99,82.85,-14.87
248,UT Arlington,Southland,,15,16,67.1,70.2,-3.13,,-6.09,,-1.55,-7.67,-9.22,67.58,81.42,-13.85
249,Albany (NY),AmEast,,11,19,56.4,61.8,-5.4,,-3.86,,-7.19,-2.07,-9.26,65.84,80.71,-14.87
250,Charleston Southern,Big South,,17,14,65.9,63.8,2.1,,-8.76,,-1.69,-7.58,-9.26,67.87,82.81,-14.93
251,Quinnipiac,NEC,,12,18,62.1,66.9,-4.8,,-4.47,,-3.09,-6.17,-9.27,67.5,82.19,-14.68
252,Western Michigan,MAC,,9,21,57.6,67.2,-9.53,,0.15,,-7.46,-1.93,-9.39,66.91,81.75,-14.84
253,Mercer,A-Sun,,14,16,64.1,66.7,-2.6,,-6.94,,-3.1,-6.44,-9.54,70.61,84.94,-14.33
254,Bryant,NEC,,13,16,63.6,65.3,-1.76,,-8,,-2.26,-7.49,-9.76,68.87,84.68,-15.8
255,Central Arkansas,Southland,,21,8,75.9,65.2,10.62,,-14.33,,1.01,-10.9,-9.89,72.22,87.53,-15.31
256,Florida A&M,MEAC,,18,11,60.6,60.1,0.52,,-8.68,,-5.45,-4.5,-9.95,62.86,78.05,-15.19
257,Morgan State,MEAC,,17,13,63.5,60.7,2.8,,-11.33,,-4.88,-5.16,-10.04,64.27,79.79,-15.52
258,North Florida,A-Sun,,12,20,56.1,59.1,-3,,-7.2,,-12.22,2.02,-10.2,58.61,74.48,-15.87
259,South Dakota,GWC,,15,16,58.7,57.2,1.48,,-9.28,,-10.84,0.63,-10.21,69.74,84.79,-15.05
260,New Orleans,Sun Belt,,12,20,54.9,61.2,-6.25,,-3.31,,-11.82,1.48,-10.34,57.91,73.98,-16.07
261,Murray State,OVC,,13,17,70.7,69.3,1.4,,-10.63,,1.48,-12.14,-10.67,71.88,88.15,-16.27
262,Holy Cross,Patriot,,10,21,59.4,65.6,-6.19,,-4.55,,-3.97,-6.77,-10.74,74.44,92.13,-17.68
263,Mount St. Mary's,NEC,,10,18,54.4,57.6,-3.21,,-7.54,,-12.32,1.56,-10.76,63.38,80.48,-17.11
264,Belmont,A-Sun,,15,15,64.9,66.2,-1.33,,-9.46,,-4.23,-6.57,-10.79,70.84,86.77,-15.92
265,UNC Greensboro,Southern,,10,20,58.3,64.7,-6.43,,-4.36,,-7.61,-3.18,-10.79,65.91,82.75,-16.84
266,Weber State,Big Sky,,9,20,60.4,65.8,-5.45,,-4.54,,-5.97,-4.9,-10.87,70.04,86.77,-16.74
267,Northwestern State,Southland,,15,16,69.5,67.5,2.03,,-10.81,,-2.59,-8.47,-11.06,68.13,83.9,-15.77
268,Northern Arizona,Big Sky,,5,24,61.1,68.8,-7.76,,-3.41,,-5.11,-6.06,-11.17,66.54,83.51,-16.97
269,FDU,NEC,,9,20,57.4,62.9,-5.45,,-6.14,,-7.81,-3.78,-11.59,67.27,85.8,-18.53
270,Maine,AmEast,,8,21,54.6,64.8,-10.24,,-1.4,,-8.98,-2.66,-11.65,65.36,83.88,-18.52
271,Tennessee Tech,OVC,,14,16,66.2,67.5,-1.27,,-9.32,,-3.42,-8.32,-11.73,71.52,87.62,-16.1
272,Austin Peay,OVC,,15,18,65.5,71.9,-6.42,,-5.43,,-1.22,-10.63,-11.85,70.7,88.64,-17.95
273,Coastal Carolina,Big South,,17,13,56.8,57.3,-0.53,,-8.31,,-11.66,-0.34,-12,61.07,80.07,-19
274,San Francisco,WCC,,5,27,53,66.8,-13.81,,1.97,,-11.48,-0.55,-12.03,64.7,83.28,-18.58
275,Furman,Southern,,7,24,55.8,63.3,-7.45,,-4.12,,-9.82,-2.43,-12.25,66.16,85.66,-19.51
276,Jacksonville,A-Sun,,10,20,59,62.6,-3.67,,-7.67,,-9.02,-3.27,-12.29,58.81,77.19,-18.38
277,Seattle,Ind,,6,24,56,63.7,-7.67,,-0.77,,-10.96,-1.54,-12.5,65.42,85.01,-19.6
278,SIU Edwardsville,Ind,,8,21,57.8,66.7,-8.83,,-1.94,,-8.19,-4.34,-12.54,63.41,82.56,-19.15
279,Winthrop,Big South,,13,18,52.7,56.3,-3.58,,-7.27,,-15.39,2.82,-12.56,58.28,78.02,-19.74
280,Pacific,Big West,,6,23,62.5,72.7,-10.17,,-2.51,,-3.8,-8.89,-12.69,65.34,83.68,-18.34
281,Howard,MEAC,,16,14,56.8,59,-2.2,,-10.48,,-11.65,-1.48,-13.14,63.45,83.16,-19.72
282,Elon,Southern,,12,19,64.5,65.9,-1.39,,-6.74,,-3.5,-9.79,-13.28,62.14,81.03,-18.89
283,Brown,Ivy,,8,20,53.3,64.3,-10.96,,-2.61,,-10.74,-2.84,-13.57,61.67,82.44,-20.77
284,Louisiana-Monroe,Sun Belt,,10,19,59,65.8,-6.83,,-6.79,,-8.48,-5.14,-13.61,58.29,79.11,-20.82
285,Army,Patriot,,11,18,52.4,57.3,-4.9,,-7.98,,-13.55,-0.08,-13.63,62.76,84.33,-21.57
286,Bucknell,Patriot,,7,21,54.5,59.9,-5.39,,-6.6,,-12.27,-1.52,-13.79,62.76,84.73,-21.97
287,Wagner,NEC,,9,21,60.3,67.1,-6.73,,-7.09,,-5.37,-8.46,-13.83,66.77,88.04,-21.28
288,San Jose State,WAC,,6,23,56.6,71.2,-14.66,,0.67,,-8.36,-5.63,-13.99,63.99,85.19,-21.2
289,Campbell,A-Sun,,14,16,65.3,67.3,-2,,-10.88,,-4.72,-9.3,-14.02,67,87.7,-20.7
290,Radford,Big South,,6,22,55.5,64.1,-8.64,,-3.73,,-8.3,-5.72,-14.02,61.71,83.11,-21.4
291,Chicago State,GWC,,12,19,62.5,66.2,-3.65,,-10.04,,-6.81,-7.23,-14.04,66.15,87.1,-20.95
292,Evansville,MVC,,4,26,56.1,71.6,-15.53,,1.41,,-7.29,-6.83,-14.13,62.72,83.06,-20.34
293,North Texas,Sun Belt,,9,22,65.3,78.5,-13.16,,-1.06,,0.91,-15.12,-14.22,67.21,87.13,-19.92
294,Cal State Northridge,Big West,,4,24,60.5,73.6,-13.11,,-1.59,,-4.72,-9.98,-14.7,65.55,86.73,-21.18
295,Coppin State,MEAC,,10,19,56.4,60.2,-3.72,,-7.8,,-11.42,-3.43,-14.84,58.66,80.87,-22.21
296,Alabama State,SWAC,,13,17,55.4,57.2,-1.8,,-12.56,,-12.87,-2,-14.87,58.52,78.82,-20.3
297,Eastern Kentucky,OVC,,12,17,55.4,59.9,-4.55,,-9.92,,-13.61,-1.42,-15.03,57.87,80.39,-22.52
298,Sam Houston,Southland,,11,18,71.7,80.1,-8.45,,-7.01,,3.04,-18.5,-15.46,68.07,89.03,-20.96
299,NJIT,GWC,,11,18,57.1,62,-4.9,,-10.58,,-10.8,-4.67,-15.48,63.81,87.43,-23.61
300,Wofford,Southern,,8,21,60.7,69.4,-8.79,,-4.59,,-5.67,-9.96,-15.63,62.19,84.32,-22.13
301,Maryland-Eastern Shore,MEAC,,12,16,58.8,62,-3.29,,-11.38,,-8.99,-6.8,-15.79,62.82,86.05,-23.23
302,Alabama A&M,SWAC,,16,13,61.4,63.9,-2.48,,-12.04,,-8.62,-7.38,-16,61.02,83.52,-22.5
303,Kennesaw State,A-Sun,,11,19,59.7,68.3,-8.67,,-6.98,,-8.35,-7.97,-16.32,62.04,85.16,-23.11
304,Arkansas-Pine Bluff,SWAC,,8,22,63.4,73.1,-9.73,,-6.76,,-2.37,-14.12,-16.49,65.7,87.69,-21.99
305,Bethune-Cookman,MEAC,,17,15,62.6,66.6,-4.06,,-10.28,,-6.08,-10.55,-16.62,61.93,85.81,-23.88
306,Texas Southern,SWAC,,13,18,59.2,64,-4.74,,-11.95,,-10.31,-6.39,-16.7,59.39,82.8,-23.41
307,Rider,MAAC,,4,26,52.7,65.5,-12.83,,-4.04,,-10.47,-6.4,-16.87,61.64,87.44,-25.8
308,Air Force,MWC,,3,27,53,71.2,-18.17,,2.98,,-9.16,-7.82,-16.98,68.75,96.7,-27.94
309,Texas State,Southland,,7,20,64.9,70.7,-5.78,,-6.26,,-6.84,-10.21,-17.04,61.41,84.84,-23.43
310,Cornell,Ivy,,7,20,58.1,69.5,-11.37,,-4.2,,-7.06,-9.99,-17.05,67.6,93.6,-25.99
311,Grambling,SWAC,,13,15,58.3,61.2,-2.93,,-13.55,,-12.18,-4.96,-17.14,59.6,82.78,-23.19
312,Tennessee State,OVC,,10,18,62.7,68.3,-5.57,,-10.78,,-5.69,-11.53,-17.23,62.7,87.55,-24.85
313,Louisiana,Sun Belt,,9,22,62.2,72.2,-10.06,,-7.19,,-4.99,-12.27,-17.26,59.51,84.3,-24.79
314,Pennsylvania,Ivy,,2,26,46.1,60.9,-14.71,,-3.01,,-16.91,-0.81,-17.72,57.14,85.32,-28.18
315,Southeastern Louisiana,Southland,,12,18,62.7,66,-3.33,,-9.11,,-11.18,-7.05,-18.23,58.47,85.82,-27.36
316,South Carolina State,MEAC,,14,19,62.2,66.2,-4,,-13.46,,-6.55,-11.87,-18.43,63.02,89.76,-26.74
317,Colgate,Patriot,,10,19,56.3,64.1,-7.79,,-10.69,,-9.35,-9.13,-18.48,63.79,91.99,-28.2
318,Tennessee-Martin,OVC,,11,19,53.2,62.1,-8.93,,-9.79,,-16.01,-2.71,-18.72,62.34,90.99,-28.66
319,Lipscomb,A-Sun,,5,25,58.8,68.1,-9.33,,-9.65,,-10.76,-8.1,-18.86,62.33,89.84,-27.51
320,UNC Asheville,Big South,,8,22,59,66.8,-7.83,,-8.65,,-9.28,-9.63,-18.91,60.96,88.96,-28
321,Alcorn State,SWAC,,8,20,60.4,70.3,-9.89,,-9.03,,-7.08,-11.84,-18.92,60.51,86.06,-25.55
322,Lafayette,Patriot,,6,23,47.4,61.7,-14.24,,-5.01,,-15.9,-3.36,-19.25,57.51,88.18,-30.67
323,Mississippi Valley State,SWAC,,9,20,59.2,68.1,-8.83,,-8.14,,-7.64,-11.62,-19.25,61.17,87.57,-26.4
324,Stetson,A-Sun,,6,24,55,67.8,-12.73,,-6.6,,-12.93,-6.71,-19.64,58.09,86.42,-28.33
325,McNeese,Southland,,7,22,62.9,68.7,-5.76,,-10.32,,-9.69,-10.01,-19.7,54.16,80.53,-26.37
326,Delaware State,MEAC,,6,24,48.3,56.7,-8.4,,-8.19,,-20.1,0.26,-19.84,52.91,83.2,-30.28
327,North Carolina Central,Ind,,11,18,57.7,69,-11.38,,-6.95,,-9.3,-11.08,-20.39,56.52,85.26,-28.74
328,Western Illinois,Summit,,11,20,49.6,62.1,-12.52,,-5.94,,-19.17,-1.25,-20.43,45.66,77.36,-31.7
329,Jacksonville State,OVC,,9,20,57.3,67,-9.76,,-10.29,,-11.2,-9.62,-20.82,60.22,90.21,-29.98
330,Presbyterian,Big South,,5,25,48.9,62.1,-13.27,,-5.61,,-18.59,-2.8,-21.39,53.63,86.14,-32.51
331,Savannah State,Ind,,9,21,48,55.5,-7.5,,-10.35,,-21.34,-0.09,-21.43,15.25,36.07,-20.83
332,Texas-Rio Grande Valley,GWC,,13,17,61.3,69.5,-8.2,,-10.83,,-9.68,-12.31,-21.98,58.59,88.62,-30.03
333,Southeast Missouri State,OVC,,7,21,53.4,65.1,-11.75,,-8.91,,-16.9,-5.67,-22.57,54.73,87.74,-33.01
334,Utah Valley,GWC,,9,23,59.1,69.4,-10.28,,-10.42,,-10.13,-12.58,-22.7,61.93,94.78,-32.85
335,Southern Utah,Summit,,7,23,55.5,70.2,-14.67,,-8.24,,-13.1,-9.8,-22.9,47.96,81.22,-33.25
336,Nicholls State,Southland,,4,24,56.6,69.6,-13,,-10.41,,-12.92,-10.49,-23.41,51.48,83.99,-32.51
337,IU Indy,Summit,,3,26,51.7,69.1,-17.41,,-6.25,,-16.37,-8.52,-24.89,46.43,83.06,-36.62
338,St. Francis (NY),NEC,,2,27,48.7,67.7,-19,,-6.91,,-17.48,-8.43,-25.91,55.67,94.78,-39.12
339,Norfolk State,MEAC,,4,23,55.8,68.4,-12.59,,-10.98,,-13.54,-12.52,-26.06,55.21,92.55,-37.34
340,Jackson State,SWAC,,6,22,50.5,63.7,-13.18,,-12.95,,-20,-6.13,-26.12,50.18,87.04,-36.86
341,Youngstown State,Horizon,,0,30,48.6,74.4,-25.8,,-1.05,,-15.29,-11.55,-26.85,54.11,93.17,-39.06
342,Houston Christian,GWC,,3,25,58.4,81.3,-22.96,,-8.44,,-12.24,-21.93,-34.17,51.57,96.41,-44.85
343,Centenary (LA),Summit,,2,27,47.8,,,,-8.37,,-20.88,-14.04,-34.92,9.67,35.47,-25.8
