,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,Marshall,CUSA,,13,17,62.9,63.6,-0.7,,-1.55,,-4.52,-1.1,-5.62,53.96,56.7,-2.74
229,Western Illinois,Summit,,15,15,73.5,76.4,-2.9,,-0.11,,5.06,-10.86,-5.81,52.71,55.07,-2.35
230,UC Irvine,Big West,,13,18,66.6,69.1,-2.45,,-1.55,,0.45,-6.27,-5.82,57.72,60.81,-3.09
231,Wofford,Southern,,15,15,68,61.3,6.7,,-7.39,,-2.31,-3.6,-5.91,56.71,58.14,-1.43
232,Cal State Northridge,Big West,,12,19,57.9,62.1,-4.19,,-0.9,,-7.64,1.64,-6,49.78,53.62,-3.84
233,Mississippi,SEC,,7,23,56.6,69,-12.37,,6.37,,-6.99,0.99,-6,54.43,58.22,-3.79
234,Stetson,A-Sun,,12,18,61,61.4,-0.47,,-0.1,,-8.03,1.85,-6.18,48.61,52.6,-3.99
235,North Dakota State,Summit,,11,19,68.1,71.4,-3.3,,1.04,,0.04,-6.26,-6.21,56.5,59.92,-3.43
236,Mount St. Mary's,NEC,,20,11,67,62.8,4.19,,-9.03,,-1.76,-4.74,-6.5,57.33,61.03,-3.7
237,Manhattan,MAAC,,15,14,61.2,59.8,1.41,,-7.99,,-6.72,0.15,-6.57,56.21,60.24,-4.02
238,Northern Colorado,Big Sky,,13,18,61.4,66.2,-4.74,,-1.9,,-6.11,-0.53,-6.64,52.28,56.65,-4.37
239,UNC Wilmington,CAA,,10,20,59.8,63.6,-3.83,,-2.49,,-7.85,1.08,-6.77,52.26,56.18,-3.92
240,Southern,SWAC,,16,14,61.8,58.7,3.1,,-7.15,,-8.54,1.7,-6.83,51.61,54.96,-3.35
241,Long Beach State,Big West,,13,17,60.9,61.9,-0.97,,-1.13,,-8.96,2.11,-6.85,49.35,54.35,-5
242,Quinnipiac,MAAC,,15,14,66.6,67.4,-0.86,,-6.05,,0.37,-7.29,-6.92,62.4,67.43,-5.03
243,Gardner-Webb,Big South,,18,11,65.3,62.3,3.03,,-10.03,,-2.92,-4.08,-7,53.65,56.86,-3.22
244,Maine,AmEast,,18,14,62.3,61.5,0.88,,-6.07,,-4.59,-2.55,-7.13,58.74,63.77,-5.03
245,Alabama A&M,SWAC,,17,13,64.3,60.8,3.57,,-10.77,,-7.22,0.02,-7.2,54.63,57.73,-3.1
246,Jacksonville State,OVC,,14,16,60.6,60.5,0.07,,-5.51,,-9.65,2.39,-7.26,48.58,51.87,-3.29
247,Little Rock,Sun Belt,,12,19,55.4,61.5,-6.06,,-1.33,,-11.18,3.78,-7.4,52.84,58.16,-5.32
248,Milwaukee,Horizon,,15,16,61,65.3,-4.32,,-2.77,,-7.33,-0.14,-7.47,54.3,59.07,-4.77
249,Radford,Big South,,17,12,59.8,58,1.79,,-9.27,,-8.68,1.2,-7.48,53.33,57.72,-4.39
250,Hampton,Big South,,18,11,64.4,62.7,1.66,,-9.28,,-3.78,-3.84,-7.62,57,60.68,-3.68
251,Indiana State,MVC,,5,25,59.8,70.5,-10.77,,2.95,,-4.82,-2.99,-7.81,55.86,61.77,-5.91
252,Cal Poly,Big West,,11,18,57.9,60.2,-2.34,,-3.17,,-10.35,2.43,-7.92,49.97,55.56,-5.59
253,High Point,Big South,,16,13,68.8,66.8,2.03,,-10.16,,0.67,-8.79,-8.12,61.13,65.89,-4.76
254,Utah State,MWC,,8,23,56.6,66.2,-9.55,,2.01,,-7.61,-0.64,-8.25,53.63,61.13,-7.51
255,Fairfield,MAAC,,16,14,59,58,1,,-9.3,,-10.49,2.19,-8.3,56.77,63.32,-6.55
256,Cal State Bakersfield,WAC,,16,13,62.7,61.9,0.76,,-5.5,,-9.26,0.91,-8.34,45.13,49.85,-4.71
257,North Dakota,Summit,,15,15,69.6,71.3,-1.63,,-2.55,,0.53,-8.9,-8.37,51.98,56.96,-4.99
258,Seattle,WAC,,13,16,69.2,68.7,0.59,,-6.76,,-0.56,-7.93,-8.49,49.41,54.54,-5.13
259,St. Bonaventure,A-10,,7,23,58.1,66.3,-8.2,,-0.42,,-6.73,-1.89,-8.62,58.34,65.89,-7.55
260,Loyola (MD),Patriot,,8,22,58.8,65.2,-6.47,,-2.33,,-6.09,-2.71,-8.79,54.51,60.75,-6.24
261,California Baptist,WAC,,16,15,75,72.3,2.77,,-7.07,,4.37,-13.29,-8.92,53.07,58.97,-5.9
262,Morehead State,OVC,,10,20,64.3,66.6,-2.33,,-2.82,,-4.28,-4.76,-9.03,50.28,56.49,-6.22
263,Southeastern Louisiana,Southland,,12,17,62,61.9,0.14,,-8.4,,-7.85,-1.19,-9.04,52.81,57.75,-4.94
264,Utah Valley,WAC,,12,16,63.3,62.8,0.54,,-7.26,,-7.32,-1.86,-9.18,50.65,57.27,-6.62
265,Texas-Rio Grande Valley,WAC,,13,17,67.4,65.8,1.53,,-6.94,,-2.16,-7.16,-9.32,49.03,54.77,-5.74
266,New Orleans,Southland,,17,12,65.1,63.9,1.21,,-7.61,,-4.65,-4.7,-9.35,46.71,52.49,-5.78
267,Morgan State,MEAC,,17,13,63.3,58.3,5,,-10.78,,-8.66,-0.72,-9.38,49.19,56.05,-6.86
268,Appalachian State,Sun Belt,,11,19,59.9,66,-6.17,,-3.44,,-6.92,-2.69,-9.61,54.35,62.52,-8.17
269,Georgia Southern,Sun Belt,,10,20,66.3,69,-2.73,,-7.15,,-1.91,-7.98,-9.89,54.72,62.65,-7.92
270,Dartmouth,Ivy,,10,17,54.5,64.7,-10.15,,0.19,,-8.67,-1.29,-9.96,53.92,63.47,-9.55
271,New Mexico State,WAC,,12,18,63.5,65.6,-2.17,,-7.1,,-7.24,-2.75,-10,52.59,59.81,-7.22
272,Texas State,Sun Belt,,13,17,61.8,63.5,-1.67,,-5.55,,-6.53,-3.59,-10.12,51.14,59.21,-8.06
273,Grand Canyon,WAC,,15,12,60.3,61.3,-0.93,,-7.37,,-10.63,0.06,-10.57,48.46,56.31,-7.84
274,Army,Patriot,,9,22,63,71,-8.06,,-2.6,,-1.37,-9.29,-10.66,56.95,66.48,-9.53
275,Chattanooga,Southern,,11,18,56.1,65,-8.83,,-1.89,,-9.17,-1.55,-10.72,51.58,61.18,-9.6
276,Howard,MEAC,,16,15,67.9,68.1,-0.23,,-10.53,,-0.51,-10.25,-10.76,53.16,62.73,-9.56
277,Youngstown State,Horizon,,13,17,64.9,67.8,-2.9,,-5.3,,-3.54,-7.76,-11.3,54.97,64.39,-9.42
278,Lipscomb,A-Sun,,7,23,62.9,72.4,-9.43,,-0.25,,-3.48,-7.95,-11.42,56.05,66.66,-10.61
279,UC Riverside,Big West,,8,22,58.4,69,-10.6,,-0.96,,-6.27,-5.29,-11.56,52.35,63.93,-11.58
280,Oakland,Horizon,,11,19,65.8,70.1,-4.33,,-5.05,,-1.8,-9.78,-11.58,52.43,62.04,-9.6
281,Navy,Patriot,,7,23,52.6,59.8,-7.2,,-3,,-12.78,1.16,-11.62,49.4,61.88,-12.47
282,Brown,Ivy,,8,19,61.7,72.2,-10.52,,-1.27,,-1.79,-10,-11.78,58.93,69.82,-10.89
283,Omaha,Summit,,7,23,60,69,-8.97,,0.39,,-8.45,-3.37,-11.83,47.7,57.75,-10.05
284,Longwood,Big South,,12,18,67.9,69.5,-1.57,,-10.56,,0.01,-12.14,-12.13,58.84,68.94,-10.1
285,UNC Asheville,Big South,,16,14,60.5,58,2.5,,-12.73,,-10.36,-1.98,-12.34,50.91,60.27,-9.36
286,Eastern Kentucky,OVC,,11,18,58.1,65,-6.83,,-4.89,,-10.75,-2.53,-13.28,46.14,58.59,-12.45
287,Arkansas State,Sun Belt,,11,19,64.6,73.6,-8.97,,-3.15,,-3.53,-9.76,-13.29,54.29,66.03,-11.75
288,Nicholls State,Southland,,13,16,64.8,68.1,-3.28,,-7.36,,-5.32,-8,-13.32,48.1,58.26,-10.16
289,Monmouth,MAAC,,9,22,50.9,57.5,-6.61,,-6.76,,-16.01,2.64,-13.37,44.21,58.4,-14.19
290,Mercer,Southern,,8,23,59.1,66.3,-7.19,,-5.05,,-8.08,-5.31,-13.39,46.96,59.03,-12.08
291,College of Charleston,CAA,,13,17,65.4,72.3,-6.9,,-5.43,,-1.34,-12.09,-13.43,54.28,66.18,-11.9
292,Massachusetts-Lowell,AmEast,,16,15,58.1,63.3,-5.23,,-8.38,,-9.28,-4.32,-13.6,50.43,64.29,-13.86
293,Lamar,Southland,,10,19,59.8,64,-4.14,,-5.14,,-10.02,-3.71,-13.73,42.25,53.59,-11.34
294,Presbyterian,Big South,,12,18,58.5,59.3,-0.83,,-10.76,,-11.88,-2.13,-14.01,46.99,59.87,-12.88
295,New Hampshire,AmEast,,10,19,57,62.6,-5.59,,-6.91,,-10.54,-3.77,-14.3,51.14,65.18,-14.04
296,Sacramento State,Big Sky,,8,22,70.3,78.2,-7.97,,-2.66,,1.74,-16.15,-14.41,50.71,63.58,-12.87
297,North Carolina Central,MEAC,,13,17,65.6,69.1,-3.57,,-9.97,,-3.58,-10.92,-14.51,49.49,61.98,-12.49
298,Delaware State,MEAC,,12,18,61.9,65.8,-3.93,,-8.69,,-7.37,-7.21,-14.58,47.98,60.99,-13
299,Maryland-Baltimore County,AmEast,,10,18,58.3,61.4,-3.14,,-9.79,,-11.25,-3.36,-14.6,48.98,63.86,-14.88
300,Central Arkansas,Southland,,13,16,57.1,58.7,-1.62,,-6.88,,-14.25,-0.4,-14.65,42.69,55.03,-12.34
301,Florida International,CUSA,,6,23,52.6,64.5,-11.97,,-2.82,,-14.59,-0.19,-14.78,44.42,59.98,-15.57
302,Murray State,OVC,,14,16,66.7,74.7,-8,,-3.83,,-2.43,-12.4,-14.83,50.89,63.93,-13.04
303,Albany (NY),AmEast,,9,21,54.6,57.8,-3.17,,-9.52,,-14.18,-0.69,-14.87,46.39,62.08,-15.69
304,Sacred Heart,NEC,,13,17,59.2,63.9,-4.63,,-9.81,,-9.94,-5.15,-15.09,49.12,64.25,-15.12
305,Incarnate Word,Southland,,14,15,58.5,60.8,-2.28,,-8.91,,-12.39,-2.81,-15.19,41.17,54.02,-12.85
306,Vermont,AmEast,,12,18,60.3,63.7,-3.4,,-10.09,,-8.33,-6.86,-15.19,54.17,70.1,-15.93
307,East Tennessee State,Southern,,9,21,58.7,68.3,-9.57,,-4.03,,-7.46,-7.78,-15.24,49.2,64.66,-15.47
308,FDU,NEC,,13,17,57,60.3,-3.33,,-12.23,,-12.9,-2.66,-15.56,51.78,68.35,-16.56
309,Georgia State,Sun Belt,,8,21,56.4,67,-10.59,,-5.15,,-10.42,-5.32,-15.74,47.62,63.77,-16.15
310,Evansville,MVC,,3,26,58.2,74.2,-16.07,,1.34,,-8.44,-7.44,-15.88,47.03,63.16,-16.13
311,Eastern Washington,Big Sky,,4,26,58.6,73.4,-14.83,,0.02,,-8.85,-7.13,-15.98,50.68,68.39,-17.71
312,Iona,MAAC,,9,21,52.8,62.7,-9.9,,-6.18,,-15.14,-0.94,-16.08,46.18,63.67,-17.49
313,Prairie View A&M,SWAC,,12,19,57.5,63.7,-6.16,,-6.35,,-13.76,-2.34,-16.1,41.85,55.54,-13.68
314,SIU Edwardsville,OVC,,3,26,57.4,70.3,-12.9,,-3.47,,-9.73,-6.92,-16.65,44.57,61.53,-16.96
315,Niagara,MAAC,,10,21,64.7,73.4,-8.61,,-8.48,,-3.9,-13.19,-17.09,53.6,71.8,-18.2
316,Wagner,NEC,,10,20,59.2,66.5,-7.37,,-8.76,,-9.96,-7.25,-17.21,47.75,65.17,-17.42
317,Bryant,NEC,,10,20,57.5,63.4,-5.9,,-11.38,,-12.14,-5.14,-17.28,47.25,65.96,-18.71
318,Saint Peter's,MAAC,,9,21,68.8,74.3,-5.5,,-11.83,,-0.66,-16.66,-17.33,55.54,73.95,-18.42
319,Saint Francis (PA),NEC,,11,19,56.2,66.3,-10.07,,-7.44,,-11.43,-6.08,-17.51,52.94,73.15,-20.21
320,Siena,MAAC,,11,20,56.3,65.1,-8.81,,-8.76,,-12.12,-5.45,-17.56,45.83,64.97,-19.14
321,Houston Christian,Southland,,8,21,60.2,68.1,-7.86,,-7.26,,-8.91,-8.73,-17.63,43.27,58.75,-15.49
322,Winthrop,Big South,,11,19,57.1,63.9,-6.87,,-10.79,,-11.91,-5.75,-17.66,46.36,64.15,-17.79
323,Alcorn State,SWAC,,13,18,63.5,68.4,-4.84,,-10.65,,-8.17,-9.79,-17.96,41.54,57.36,-15.83
324,Maryland-Eastern Shore,MEAC,,10,21,56.5,64.1,-7.61,,-8.14,,-12.53,-5.92,-18.45,44.32,62.68,-18.36
325,Weber State,Big Sky,,4,26,58.2,75.8,-17.67,,-1.13,,-8.92,-9.88,-18.8,46.64,67.08,-20.44
326,St. Francis (NY),NEC,,8,21,63.9,73.4,-9.52,,-8.29,,-4.42,-14.51,-18.94,51.38,70.71,-19.33
327,Purdue Fort Wayne,Summit,,5,24,57.3,72.1,-14.76,,-1.48,,-11.5,-7.61,-19.11,47.02,67.78,-20.77
328,Long Island University,NEC,,8,22,60.3,67.3,-6.97,,-12.16,,-9.59,-9.54,-19.13,48.24,68.63,-20.39
329,Hofstra,CAA,,3,27,52.3,67.9,-15.63,,-3.54,,-13.28,-5.89,-19.17,48.19,70.36,-22.16
330,NJIT,A-Sun,,4,25,54.9,72,-17.1,,-2.79,,-12.21,-7.68,-19.89,48.32,71.76,-23.45
331,Louisiana-Monroe,Sun Belt,,3,26,55.2,67.8,-12.66,,-7.27,,-14.41,-5.52,-19.93,44.53,67.13,-22.6
332,Detroit Mercy,Horizon,,3,27,57.6,74.7,-17.1,,-2.86,,-8.32,-11.64,-19.96,48.64,70.38,-21.74
333,Central Connecticut State,NEC,,4,25,57.2,67.3,-10.03,,-10.08,,-11.36,-8.75,-20.11,49.11,71.67,-22.56
334,UTSA,CUSA,,6,23,58.7,75.8,-17.07,,0.53,,-8.55,-11.8,-20.35,43,62.61,-19.61
335,Arkansas-Pine Bluff,SWAC,,7,22,59.9,72.4,-12.55,,-7.24,,-9.74,-10.93,-20.67,41.2,60.94,-19.74
336,Canisius,MAAC,,5,25,61,72.6,-11.57,,-9.22,,-7.31,-13.48,-20.79,54.97,79.27,-24.3
337,Alabama State,SWAC,,9,21,61.2,73.7,-12.5,,-6.3,,-8.37,-12.61,-20.98,45.75,66.11,-20.36
338,Western Carolina,Southern,,5,25,55.1,66.5,-11.4,,-7.27,,-13.35,-7.64,-20.98,47.21,70.16,-22.95
339,Hartford,AmEast,,1,28,52.7,67.5,-14.83,,-6.35,,-13.34,-7.84,-21.18,43.85,68.07,-24.22
340,Grambling,SWAC,,5,24,61.3,73.8,-12.45,,-7.05,,-7.95,-14.28,-22.23,48.07,70.83,-22.76
341,South Carolina Upstate,Big South,,10,20,56.3,65.2,-8.83,,-10,,-13.67,-8.65,-22.32,39.12,61.66,-22.55
342,Northwestern State,Southland,,7,22,57.8,69.7,-11.86,,-8.16,,-12.77,-9.66,-22.43,38.16,59.49,-21.33
343,Florida A&M,MEAC,,6,21,59.4,67.1,-7.67,,-10.06,,-13.4,-9.38,-22.78,37.68,59.69,-22.01
344,Tennessee State,OVC,,4,24,59.6,76.4,-16.75,,-3.03,,-9.05,-14.29,-23.34,42.7,65.96,-23.26
345,McNeese,Southland,,5,24,63.5,76.2,-12.69,,-8.21,,-6.85,-18.06,-24.91,46.68,72.72,-26.03
346,Charleston Southern,Big South,,4,26,55,69,-14.03,,-9.9,,-16,-10.87,-26.87,38.29,67.36,-29.07
347,Illinois-Chicago,Horizon,,3,27,49.7,73.9,-24.27,,-2.91,,-17.31,-9.87,-27.18,35.14,65.8,-30.65
348,Coppin State,MEAC,,3,26,49.4,71.3,-21.9,,-7.1,,-18.13,-10.87,-29,39.5,73.28,-33.79
349,Chicago State,WAC,,1,27,58.3,83,-24.75,,-5.34,,-9.06,-21.03,-30.09,42.26,75.11,-32.85
350,Mississippi Valley State,SWAC,,2,27,59.7,79.3,-19.62,,-10.76,,-10.15,-20.24,-30.38,43.06,76.97,-33.91
351,South Carolina State,MEAC,,3,27,52.7,71.4,-18.67,,-11.81,,-16.96,-13.51,-30.47,40.11,75.81,-35.7
