,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
17,Princeton,Ivy,,26,1,71.2,47.9,23.3,,0.19,,6.56,16.92,23.48,75.64,36.88,38.76
18,Arizona,Pac-12,,24,7,69.1,56.6,12.45,,10.92,,8.53,14.85,23.37,77.21,39.07,38.14
19,Florida State,ACC,,24,8,72.5,60.1,12.41,,10.95,,13.57,9.79,23.36,83.73,46.03,37.7
20,Kentucky,SEC,,22,8,72.5,60.2,12.27,,10.69,,12.17,10.79,22.96,80.73,43.84,36.89
21,Iowa,Big Ten,,23,7,79.5,70.5,9,,13.82,,19.68,3.14,22.82,87.31,51.32,35.99
22,Ohio State,Big Ten,,21,12,71.5,65.9,5.67,,16.5,,13.05,9.12,22.17,78.28,43.65,34.62
23,Gonzaga,WCC,,28,3,68.1,51.9,16.23,,4.72,,5.06,15.89,20.95,73.85,38.9,34.95
24,Michigan,Big Ten,,21,11,70.8,63.4,7.44,,13.28,,11.53,9.19,20.72,80.51,47.25,33.26
25,DePaul,Big East,,28,5,85,71.8,13.12,,7.59,,24.54,-3.83,20.71,85.62,53.84,31.77
26,Rutgers,Big Ten,,22,9,66.5,56.7,9.71,,10.01,,5.96,13.76,19.72,76.37,43.93,32.45
27,Arizona State,Pac-12,,20,11,65.5,59.2,6.26,,13.15,,6.56,12.85,19.41,74.51,42.65,31.86
28,Georgia Tech,ACC,,20,11,61.8,52.5,9.39,,10,,1.61,17.77,19.38,71.72,38.76,32.96
29,Iowa State,Big 12,,18,11,72.4,65.2,7.21,,11.91,,11.07,8.04,19.12,76.52,46.14,30.38
30,Virginia Tech,ACC,,21,9,71,62.1,8.9,,9.66,,11.29,7.27,18.56,76.83,46.26,30.57
31,Duke,ACC,,18,12,67.7,63.5,4.23,,14.26,,9.12,9.38,18.5,74.83,44.57,30.26
32,Texas Christian,Big 12,,22,7,71.4,64.8,6.59,,11.77,,10.7,7.66,18.35,73.57,43.97,29.6
33,Tennessee,SEC,,21,10,70.2,60.3,9.94,,8.27,,9.09,9.12,18.21,72.65,42.66,29.99
34,Texas,Big 12,,19,11,69.5,64.2,5.23,,12.6,,9.77,8.07,17.84,71.91,42.93,28.98
35,Alabama,SEC,,18,12,71.7,64.2,7.43,,10.17,,11.42,6.17,17.6,78.34,49.49,28.86
36,Florida Gulf Coast,A-Sun,,30,3,78.6,58.3,20.3,,-0.57,,12.49,5,17.49,69.13,43.29,25.85
37,Missouri State,MVC,,26,4,77.7,65,12.67,,5.9,,13.52,3.01,16.52,74.76,48.33,26.43
38,Drake,MVC,,22,8,82.6,70.2,12.43,,6.1,,18.77,-2.74,16.03,77.04,52.11,24.92
39,Kansas State,Big 12,,16,13,68.8,64.7,4.14,,11.82,,7.95,8,15.95,69.28,43.07,26.21
40,James Madison,CAA,,25,4,71,54.9,16.1,,-0.49,,6.67,8.94,15.61,74.08,47.03,27.05
41,Louisiana State,SEC,,20,10,64.8,60.3,4.5,,11.07,,4.44,11.13,15.57,72.91,46.33,26.58
42,Oklahoma State,Big 12,,15,15,64.5,62.8,1.7,,13.81,,5.27,10.24,15.51,67.96,41.51,26.45
43,Marquette,Big East,,24,8,69,61,8.06,,7.42,,7.17,8.32,15.49,74.07,47.52,26.54
44,Nebraska,Big Ten,,17,13,69.6,65.5,4.1,,11.3,,9.74,5.66,15.4,76.97,49.92,27.06
45,North Carolina,ACC,,16,14,73.1,66.4,6.73,,8.52,,12.62,2.63,15.25,77.69,51.24,26.45
46,Seton Hall,Big East,,19,12,71.8,64.1,7.77,,7.33,,11.73,3.37,15.1,78.01,52.49,25.52
47,Texas Tech,Big 12,,18,11,78.7,69.2,9.48,,5.49,,16.23,-1.26,14.97,76.23,52.05,24.19
48,Michigan State,Big Ten,,16,14,69.1,66.4,2.7,,12.17,,9.74,5.13,14.87,74,49.2,24.81
49,Purdue,Big Ten,,18,14,64.3,64.1,0.25,,14.5,,4.76,9.98,14.75,72.86,47.45,25.41
50,Boston College,ACC,,20,12,73.7,68.5,5.22,,9.25,,14.37,0.1,14.47,76.99,52.7,24.29
51,Syracuse,ACC,,16,15,68.1,66.3,1.81,,12.62,,9.65,4.78,14.43,72.51,47.54,24.98
52,South Florida,AAC,,19,13,63.9,57.7,6.25,,7.97,,3.37,10.86,14.22,71.14,45.78,25.37
53,Virginia,ACC,,13,17,61.4,63.1,-1.67,,15.88,,4.47,9.75,14.22,68.55,44.21,24.34
54,UCF,AAC,,20,10,64,56.7,7.33,,6.83,,2.14,12.02,14.16,69.31,44.59,24.72
55,Minnesota,Big Ten,,16,15,70.6,68.5,2.13,,11.91,,10.76,3.29,14.04,74.87,50.84,24.03
56,West Virginia,Big 12,,17,12,64,61.3,2.69,,11.23,,3.05,10.87,13.92,66.72,42.83,23.89
57,Southern California,Pac-12,,17,14,64.8,64.2,0.65,,13.16,,6.55,7.25,13.8,70.52,46.52,24
58,Washington,Pac-12,,13,17,66.3,64.3,2,,11.53,,6.81,6.72,13.53,68.72,45.44,23.27
59,Washington State,Pac-12,,11,20,65.3,68.5,-3.19,,16.27,,8.62,4.46,13.08,75.19,52.95,22.24
60,St. John's (NY),Big East,,19,12,72.3,66.3,5.97,,7.08,,11.4,1.65,13.05,78.29,55.08,23.21
61,Georgia,SEC,,17,14,63.2,63,0.23,,12.78,,4.35,8.66,13,67.81,45.44,22.36
62,Cincinnati,AAC,,22,10,69.4,63.1,6.38,,6.55,,9.07,3.85,12.92,73.76,50.96,22.8
63,South Dakota State,Summit,,23,10,70.9,59.7,11.18,,1.94,,4.33,8.17,12.5,71.05,49.26,21.79
64,Creighton,Big East,,19,11,66.7,63.4,3.3,,8.97,,5.26,7.01,12.27,77.27,55.2,22.07
65,Colorado,Pac-12,,16,14,64.1,64.6,-0.5,,12.76,,4.49,7.77,12.26,70.06,48.29,21.77
66,Oklahoma,Big 12,,12,18,76.4,78.5,-2.1,,13.79,,16.83,-5.13,11.69,74.91,53.52,21.4
67,Wake Forest,ACC,,16,16,65.6,64.3,1.31,,9.82,,6.2,4.93,11.13,73.53,53.5,20.03
68,Utah,Pac-12,,14,17,68.1,71.2,-3.16,,13.87,,9.28,1.43,10.71,73.58,53.77,19.81
69,Northern Iowa,MVC,,18,11,69.2,63.9,5.31,,6.1,,5.45,5.25,10.7,66.21,47.71,18.5
70,IU Indy,Horizon,,23,8,71.6,56.5,15.16,,-3.16,,4.37,6.2,10.57,70.3,50.07,20.23
71,Notre Dame,ACC,,13,18,64.8,68.4,-3.55,,14.06,,6.35,4.17,10.52,66.98,46.87,20.1
72,Pennsylvania,Ivy,,20,7,66.9,54.1,12.78,,-1.03,,2.54,7.73,10.28,67.91,49.02,18.89
73,Miami (FL),ACC,,15,15,64.2,65.6,-1.37,,11.62,,4.94,5.31,10.25,68.45,48.98,19.47
74,Vanderbilt,SEC,,14,16,66.8,67.5,-0.67,,10.89,,6.7,3.52,10.22,65.51,46.41,19.1
75,Old Dominion,CUSA,,24,6,66.3,55.3,11,,-1.15,,1.59,8.27,9.85,67.5,47.63,19.87
76,Montana State,Big Sky,,25,6,76.7,62.5,14.29,,-2.28,,9.5,0.28,9.79,66.05,49.06,16.99
77,Dayton,A-10,,25,8,64.4,57.3,7.09,,2.5,,2.37,7.22,9.59,66.95,48.46,18.49
78,California,Pac-12,,12,19,66.1,71.4,-5.29,,14.82,,8.45,1.08,9.53,71.14,53.06,18.08
79,Middle Tennessee,CUSA,,21,9,71,64.6,6.43,,2.86,,7.87,1.42,9.3,68.63,51.26,17.37
80,Rice,CUSA,,21,8,66.5,57.8,8.66,,0.6,,2,7.26,9.26,68.83,50.27,18.56
81,Brigham Young,WCC,,18,11,60.2,54.8,5.41,,5.18,,-4.19,13.13,8.93,57.53,41.43,16.09
82,Ohio,MAC,,19,11,74.3,67.8,6.53,,2.39,,9.22,-0.29,8.92,71.94,55.18,16.77
83,Wisconsin,Big Ten,,12,19,64.6,66.9,-2.35,,11.26,,4.77,4.14,8.9,70.06,52.93,17.13
84,Western Kentucky,CUSA,,22,7,74.1,66.5,7.55,,1.22,,9.75,-0.98,8.77,74.93,57.25,17.67
85,Kansas,Big 12,,15,14,69.3,70.1,-0.83,,9.37,,8.11,0.43,8.54,67.43,50.67,16.76
86,Bradley,MVC,,22,7,70.5,62.1,8.38,,1.84,,3.49,4.81,8.3,64.65,49.01,15.64
87,Southern Illinois,MVC,,16,13,69,63.3,5.66,,2.34,,3.53,4.46,7.99,68.12,52.18,15.94
88,Villanova,Big East,,18,13,60.8,59.8,1.03,,6.95,,-0.08,8.06,7.98,67.42,51.59,15.84
89,Central Michigan,MAC,,23,7,76.4,70.9,5.43,,2.42,,11.74,-3.89,7.85,73.93,58.29,15.64
90,Illinois State,MVC,,19,10,70.2,64.2,6,,2.49,,4.45,3.29,7.74,66.29,51.5,14.79
91,Auburn,SEC,,11,18,67.5,72.6,-5.07,,12.65,,7.76,-0.18,7.58,72.37,57.05,15.32
92,Yale,Ivy,,19,8,68.9,62.1,6.78,,0.57,,4.46,2.89,7.35,67.23,52.58,14.65
93,Fordham,A-10,,21,11,60.4,54.9,5.53,,1.76,,-2.21,9.49,7.29,68.08,51.76,16.32
94,Butler,Big East,,19,11,63.3,61.8,1.57,,5.6,,0.55,6.62,7.17,63.83,49.32,14.51
95,Florida,SEC,,15,15,63.5,65.7,-2.17,,9.04,,2.23,4.65,6.88,66.98,52.46,14.52
96,Missouri,SEC,,9,22,66.5,71.5,-5.03,,11.81,,6.54,0.24,6.78,71.19,57.05,14.13
97,Bucknell,Patriot,,24,6,64.4,53.6,10.83,,-4.14,,-1.15,7.84,6.7,69.62,54.12,15.5
98,Boise State,MWC,,24,9,73.9,66,7.97,,1.26,,8.94,-2.33,6.61,65.2,52.49,12.71
99,Portland,WCC,,21,11,69.5,63,6.47,,2.34,,5.59,0.92,6.51,62.96,49.96,13
100,UAB,CUSA,,20,11,73.5,64.9,8.58,,-0.61,,6.06,0.43,6.5,68.32,54.89,13.43
101,Pacific,WCC,,17,14,68.6,65.1,3.52,,2.79,,5.78,0.53,6.3,66.14,53.11,13.03
102,Tennessee-Martin,OVC,,22,10,70.8,63.6,7.22,,-1.03,,5.17,1.02,6.19,67.04,53.34,13.7
103,Saint Louis,A-10,,19,13,60.5,57.4,3.09,,2.9,,-1.92,7.92,5.99,65.42,51.77,13.65
104,Fresno State,MWC,,25,7,76.1,66.5,9.59,,-0.34,,9.17,-3.32,5.86,65.95,54.47,11.48
105,Green Bay,Horizon,,19,13,66.6,60.1,6.56,,-1.04,,-0.14,5.66,5.52,68.01,55.2,12.81
106,Temple,AAC,,16,15,68.5,70.3,-1.81,,7.26,,8.67,-3.22,5.45,74.14,61.85,12.29
107,Troy,Sun Belt,,25,4,80.2,68.3,11.93,,-4.62,,13.14,-7.88,5.27,61.73,50.84,10.89
108,North Alabama,A-Sun,,21,9,78.1,62.5,15.6,,-4.94,,6.72,-1.52,5.2,61.64,51.18,10.47
109,Marist,MAAC,,26,4,73.3,59.9,13.4,,-8.29,,5.94,-0.83,5.11,75.18,62.33,12.85
110,UT Arlington,Sun Belt,,21,11,66.9,59.4,7.47,,-2.41,,0.42,4.64,5.06,62.82,50.29,12.52
111,San Diego,WCC,,20,11,60.9,57.6,3.23,,3.12,,-3.59,8.28,4.69,57.11,46.38,10.73
112,Clemson,ACC,,8,23,60.2,67.2,-7,,11.61,,0.38,4.23,4.61,64.23,53.14,11.09
113,Drexel,CAA,,23,7,60.7,55.4,5.3,,-0.81,,-4.61,9.09,4.49,65.51,52.94,12.58
114,Coastal Carolina,Sun Belt,,25,4,78.2,61.7,16.52,,-8.05,,7.41,-2.98,4.43,62.7,52.35,10.35
115,Charlotte,CUSA,,21,9,63.4,60,3.37,,0.83,,-0.91,5.11,4.2,65.15,54.2,10.94
116,Ball State,MAC,,21,10,67.2,63.8,3.35,,1.89,,0.82,3.37,4.19,58.35,48.64,9.71
117,Belmont,OVC,,22,9,64.5,58.6,5.87,,-1.71,,-2.23,6.4,4.16,63.15,50.94,12.21
118,Virginia Commonwealth,A-10,,20,12,59.1,56.7,2.44,,1.66,,-3.67,7.76,4.09,61.62,50.42,11.2
119,Idaho,Big Sky,,22,9,65.6,58.8,6.87,,-2.99,,-1.47,5.35,3.88,61.79,50.96,10.83
120,Duquesne,A-10,,20,11,69.1,63.6,5.48,,-1.65,,5.79,-1.95,3.84,67.32,57.6,9.73
121,Stephen F. Austin,Southland,,23,6,69.4,54,15.38,,-9.12,,-1.82,5.5,3.69,55.76,44.1,11.66
122,Southeast Missouri State,OVC,,25,7,74.5,63.9,10.63,,-5.81,,5.98,-2.32,3.66,63.89,54.01,9.88
123,Liberty,A-Sun,,20,11,69,64.2,4.84,,-1.26,,3.22,0.36,3.58,68.1,58.1,9.99
124,Tulane,AAC,,14,17,59,60.8,-1.84,,5.08,,-3.11,6.35,3.24,59.12,49.64,9.48
125,Columbia,Ivy,,17,10,68.7,64.3,4.37,,-1.15,,5.3,-2.08,3.22,67.47,57.98,9.49
126,William & Mary,CAA,,21,8,70,62.2,7.79,,-4.6,,4.48,-1.29,3.2,69.8,59.9,9.9
127,UTEP,CUSA,,16,14,70.8,65.3,5.53,,-2.63,,4.9,-1.86,3.04,63.53,54.6,8.93
128,Buffalo,MAC,,19,12,69.4,66.2,3.19,,-0.2,,2.63,0.37,2.99,64.03,55.37,8.67
129,Kent State,MAC,,19,11,70.4,67.4,2.97,,1.79,,3.62,-0.69,2.93,63.84,55.75,8.09
130,Loyola (IL),MVC,,15,14,66.9,64.8,2.1,,0.72,,0.6,2.23,2.83,63.1,55.02,8.08
131,Valparaiso,MVC,,17,12,68.4,66.9,1.52,,1.26,,2.71,0.07,2.77,64.49,55.91,8.58
132,Massachusetts,A-10,,20,11,66,58.7,7.29,,-3.48,,1.02,1.6,2.62,63.93,55.63,8.31
133,Wyoming,MWC,,17,12,64.4,60,4.41,,-0.66,,-2.41,4.93,2.52,59.18,50.93,8.25
134,Santa Clara,WCC,,12,19,68.4,68.7,-0.29,,4.57,,4.33,-1.99,2.34,64.17,57.19,6.98
135,Robert Morris,NEC,,23,7,64.9,52.6,12.37,,-9.46,,-4.14,6.34,2.2,55.97,47.53,8.44
136,Penn State,Big Ten,,7,23,66.6,76.2,-9.53,,11.7,,7.33,-5.16,2.16,67.34,58.94,8.39
137,Pepperdine,WCC,,16,15,65.1,65.1,-0.03,,3.22,,1.75,-0.02,1.74,58.65,52.66,5.99
138,Providence,Big East,,13,19,59.8,63.3,-3.5,,5.13,,-3.55,5.18,1.63,60.66,53.89,6.77
139,New Mexico,MWC,,15,17,74.9,71.9,2.97,,0.07,,9.26,-7.67,1.59,61.2,55.14,6.06
140,Saint Mary's,WCC,,12,19,68.7,71.8,-3.13,,4.62,,6.9,-5.4,1.49,68.04,61.75,6.3
141,Idaho State,Big Sky,,18,13,67.4,60.7,6.74,,-2.93,,-1.82,3.24,1.41,56.79,49.66,7.13
142,Memphis,AAC,,14,17,65.4,67.1,-1.71,,3.03,,3.64,-2.32,1.32,65.23,58.31,6.92
143,Davidson,A-10,,16,15,65.3,63.6,1.65,,0.43,,2,-0.83,1.17,63.11,56.71,6.4
144,Western Michigan,MAC,,18,13,69.8,66.5,3.35,,-1.09,,1.63,-0.55,1.08,62.23,56.02,6.21
145,Harvard,Ivy,,15,12,58.9,58,0.89,,-0.06,,-5.21,6.03,0.83,59.7,53.42,6.28
146,UC Davis,Big West,,17,12,67,62.3,4.72,,-1.78,,0.01,0.82,0.83,62.47,56.45,6.02
147,Elon,CAA,,14,16,63.4,61,2.4,,-1.15,,-2.06,2.71,0.65,58.73,52.82,5.92
148,Illinois,Big Ten,,11,19,62,71.1,-9.07,,9.67,,1.3,-0.71,0.6,63.85,58.62,5.24
149,Lehigh,Patriot,,19,11,66.1,60.7,5.4,,-3.45,,0.02,0.56,0.58,58.93,53.57,5.36
150,Southern Methodist,AAC,,13,16,59.2,60.6,-1.38,,1.92,,-4.71,5.26,0.55,54.4,48.78,5.62
151,Wright State,Horizon,,19,12,68.1,62.8,5.26,,-4.79,,1.64,-1.13,0.52,64.5,58.36,6.13
152,Jacksonville,A-Sun,,18,12,70.8,63,7.8,,-2.99,,2.7,-2.22,0.48,57.39,52.28,5.12
153,San Jose State,MWC,,19,12,74.7,70.9,3.77,,-1.28,,7.18,-6.76,0.42,59.93,55.43,4.5
154,Wichita State,AAC,,16,15,63.1,65.9,-2.77,,3.17,,0.08,0.31,0.39,60.48,55.31,5.17
155,Montana,Big Sky,,17,13,69.6,64.6,5,,-2.56,,0.89,-0.59,0.3,59.73,54.63,5.1
156,Rider,MAAC,,26,4,68.1,58.6,9.57,,-9.39,,-0.99,1.17,0.18,60.81,55.03,5.78
157,Hawaii,Big West,,16,14,62.8,60.7,2.13,,-0.79,,-2.45,2.59,0.14,59.63,55.11,4.53
158,Akron,MAC,,15,15,66.6,66.1,0.53,,-0.54,,-0.49,0.48,-0.01,59.14,54.61,4.53
159,Toledo,MAC,,14,17,66.8,67.9,-1.1,,1.07,,0.21,-0.23,-0.02,66.35,61.41,4.94
160,Eastern Michigan,MAC,,16,15,67.2,65.4,1.81,,-0.02,,-0.53,0.47,-0.06,56.46,51.64,4.82
161,Northern Kentucky,Horizon,,20,12,65.8,59.9,5.94,,-6.27,,-0.75,0.42,-0.33,60.19,55.34,4.85
162,Texas Southern,SWAC,,20,10,72.1,66,6.1,,-6.44,,4.11,-4.44,-0.34,59.96,54.84,5.12
163,Colgate,Patriot,,19,11,69.1,65.4,3.67,,-4.09,,4.14,-4.57,-0.43,66.03,62.05,3.99
164,San Francisco,WCC,,12,19,64.5,69.3,-4.84,,4.41,,1.37,-1.8,-0.43,64.5,61.28,3.22
165,Abilene Christian,Southland,,24,5,80,64.2,15.72,,-8.7,,7.92,-8.42,-0.5,61.68,56.6,5.08
166,North Texas,CUSA,,12,19,65.6,62.7,2.84,,-0.43,,-0.58,-0.1,-0.68,55.14,51.48,3.66
167,Nevada-Las Vegas,MWC,,13,17,60.1,61.5,-1.33,,0.64,,-5.72,5.03,-0.69,54.67,51.14,3.53
168,Holy Cross,Patriot,,19,11,64.9,61.2,3.7,,-4.45,,-0.29,-0.46,-0.75,65.68,61.12,4.56
169,Stony Brook,AmEast,,28,3,64.7,54.6,10.06,,-10.65,,-3.59,2.78,-0.81,61.22,56.17,5.05
170,Cornell,Ivy,,10,16,62.7,62.5,0.15,,-0.98,,-1.89,1.07,-0.82,62.03,58.57,3.45
171,Houston,AAC,,12,19,61.7,68,-6.29,,5.29,,-0.53,-0.47,-1,59.49,55.39,4.1
172,George Washington,A-10,,14,16,56.1,59.6,-3.53,,2.5,,-6.51,5.48,-1.03,61.22,58.14,3.08
173,North Florida,A-Sun,,16,15,63.7,62.5,1.19,,0.84,,-3.67,2.58,-1.09,55.41,52.52,2.89
174,Xavier,Big East,,3,27,60.1,70.1,-10.07,,8.65,,-0.64,-0.78,-1.42,60.91,57.85,3.06
175,Towson,CAA,,14,15,67.6,66.8,0.76,,-0.96,,2.36,-3.85,-1.5,59.47,56.65,2.82
176,Oral Roberts,Summit,,15,16,69.9,69.2,0.74,,0.91,,1.07,-2.61,-1.54,56.75,53.64,3.11
177,Bowling Green,MAC,,10,21,72.3,72.2,0.06,,0.9,,5.22,-6.78,-1.55,62.42,60.06,2.36
178,Samford,Southern,,18,14,66.2,62.6,3.59,,-4.77,,-1.51,-0.23,-1.74,61.14,57.71,3.43
179,Northern Illinois,MAC,,11,19,67.4,72.1,-4.77,,3.01,,2.47,-4.23,-1.76,58.94,56.56,2.38
180,Georgetown,Big East,,5,25,56.9,65.1,-8.13,,6.33,,-5.11,3.31,-1.81,58.67,56.6,2.07
181,Bethune-Cookman,MEAC,,23,6,68.1,58,10.1,,-10.84,,-2.48,0.42,-2.06,54.97,52.4,2.57
182,Nevada,MWC,,15,16,68.6,68.7,-0.1,,-1.46,,1.22,-3.38,-2.16,60.17,58.64,1.53
183,Saint Joseph's,A-10,,9,20,52.7,56.1,-3.45,,1.29,,-10.17,8.01,-2.16,54.97,53.69,1.28
184,Richmond,A-10,,15,17,61.2,63.3,-2.09,,-0.23,,-1.81,-0.52,-2.33,60.38,58.43,1.94
185,Eastern Illinois,OVC,,19,12,66.4,61.6,4.71,,-6.51,,-2.9,0.52,-2.38,55.52,53.9,1.62
186,Rhode Island,A-10,,13,16,63,63.4,-0.38,,-2.17,,-1.76,-0.78,-2.55,60.11,59.22,0.89
187,Northern Arizona,Big Sky,,16,15,72.2,72.4,-0.19,,-2.45,,4.16,-6.8,-2.64,61.22,59.69,1.53
188,Pittsburgh,ACC,,5,26,57.5,70.5,-13,,10.32,,-2.55,-0.13,-2.68,59.53,58.07,1.47
189,Louisiana Tech,CUSA,,15,15,67,64.7,2.33,,-3.46,,-0.74,-2.05,-2.78,56.29,55.2,1.1
190,Boston University,Patriot,,18,12,57.7,57.6,0.1,,-2.98,,-7.18,4.3,-2.88,61.01,59.47,1.53
191,Denver,Summit,,15,15,77.6,76.6,1.03,,-2.8,,10.55,-13.66,-3.11,63.28,62.21,1.07
192,UNC Greensboro,Southern,,23,9,64,55.3,8.69,,-8.51,,-6.92,3.79,-3.13,52.1,50.2,1.9
193,Colorado State,MWC,,12,18,60.6,59.7,0.9,,-2,,-6.75,3.57,-3.18,52.44,51.7,0.74
194,UC Santa Barbara,Big West,,14,15,61.1,60.1,1,,-3.72,,-5.44,2.22,-3.22,55.19,54.91,0.29
195,Tennessee Tech,OVC,,17,13,69.8,64.6,5.13,,-5.75,,0.49,-3.81,-3.32,59.87,58.85,1.03
196,Northeastern,CAA,,13,16,61.9,66.1,-4.21,,0.75,,-2.07,-1.38,-3.45,60.56,60.03,0.53
197,Southern Utah,Big Sky,,18,13,70.5,69.8,0.71,,-4.22,,2.5,-6,-3.51,61.51,61.93,-0.42
198,Kennesaw State,A-Sun,,13,16,69.4,68.3,1.03,,-1.75,,2.78,-6.31,-3.53,59.12,59.9,-0.79
199,Delaware,CAA,,12,17,63.1,66.2,-3.03,,-0.58,,-1.2,-2.42,-3.62,59.12,58.86,0.26
200,Miami (OH),MAC,,11,20,72.2,75.5,-3.26,,0.79,,5.52,-9.17,-3.65,62.72,62.05,0.68
201,Cal State Fullerton,Big West,,17,14,67.4,66.6,0.77,,-4.52,,1.86,-5.6,-3.74,61.38,61.99,-0.61
202,North Carolina A&T,MEAC,,19,10,65.2,56.7,8.48,,-9.54,,-5.98,2.17,-3.8,46.61,45.78,0.83
203,Florida Atlantic,CUSA,,13,17,66.3,68.9,-2.6,,-1.25,,1.13,-4.98,-3.85,58.74,58.59,0.16
204,Portland State,Big Sky,,16,16,70.1,69,1.13,,-3.29,,1.35,-5.28,-3.93,59.61,60.05,-0.44
205,Binghamton,AmEast,,22,9,66.6,58.9,7.74,,-11.14,,-1.68,-2.29,-3.97,59.1,59.48,-0.38
206,South Alabama,Sun Belt,,16,16,69.3,67.2,2.06,,-4.18,,0.89,-4.87,-3.98,56.67,56.82,-0.15
207,San Diego State,MWC,,14,17,63.7,65.3,-1.58,,-1.77,,-2.77,-1.33,-4.1,53.72,55.03,-1.31
208,Cleveland State,Horizon,,21,11,68.4,61.4,6.94,,-7.79,,-2.38,-1.84,-4.23,52.47,53.39,-0.93
209,Jackson State,SWAC,,19,10,68.1,63,5.07,,-9.3,,-1.17,-3.06,-4.23,56.34,55.42,0.92
210,Kansas City,WAC,,21,10,66.5,62.3,4.26,,-7.12,,-3.98,-0.28,-4.26,54.16,54.39,-0.23
211,Louisiana,Sun Belt,,19,12,65.2,62.4,2.87,,-6.37,,-3.23,-1.08,-4.3,55.03,55.33,-0.3
212,Texas A&M-Corpus Christi,Southland,,23,7,61.4,55.6,5.77,,-8.04,,-9.26,4.96,-4.3,48.53,47.19,1.35
213,American,Patriot,,13,17,57.7,59.8,-2.13,,-2.37,,-6.57,2.07,-4.5,59.24,60.76,-1.52
214,Austin Peay,OVC,,18,12,68.5,65.6,2.97,,-5.96,,-0.79,-3.88,-4.67,55.88,56.75,-0.87
215,Loyola Marymount,WCC,,7,25,63.1,69.8,-6.66,,3.74,,-0.69,-3.99,-4.68,56.56,58.46,-1.9
216,Sam Houston,Southland,,19,10,75.7,66.9,8.76,,-8.32,,4.01,-8.72,-4.71,50.39,50.43,-0.04
217,Norfolk State,MEAC,,19,11,66.6,59.6,7,,-9.44,,-4.64,-0.14,-4.78,52.56,53.73,-1.17
218,George Mason,A-10,,9,21,60.6,65,-4.47,,-0.35,,-2.98,-1.84,-4.82,60.64,62.58,-1.94
219,Lafayette,Patriot,,15,14,56.4,57.1,-0.66,,-4.19,,-8.95,4.1,-4.85,54.44,55.97,-1.53
220,Southern Mississippi,CUSA,,15,15,63.8,66,-2.2,,-1.04,,-2.2,-2.7,-4.89,55.01,56.03,-1.02
221,La Salle,A-10,,13,17,61.4,65.4,-3.93,,-1.07,,-1.73,-3.28,-5.01,56.91,59.17,-2.26
222,Air Force,MWC,,10,21,61.7,64.8,-3.06,,-0.17,,-4.67,-0.37,-5.04,52.23,54.56,-2.33
223,Tulsa,AAC,,9,21,56.8,66.1,-9.27,,4.22,,-5.48,0.43,-5.05,53.52,55.37,-1.85
224,Merrimack,NEC,,20,9,66.7,58.1,8.59,,-11.75,,-4.01,-1.15,-5.16,52.68,54.56,-1.88
225,Furman,Southern,,19,12,65.6,61.3,4.35,,-5.74,,-2.36,-2.85,-5.2,57.2,58.11,-0.91
226,East Carolina,AAC,,9,21,55.8,64.7,-8.87,,3.55,,-6.87,1.55,-5.32,51.85,53.25,-1.4
227,Campbell,Big South,,21,8,61.1,52.3,8.76,,-11.53,,-10.9,5.44,-5.46,49.5,49.79,-0.29
