,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
223,Canisius,MAAC,,13,17,61.1,62.5,-1.4,,-5.03,,-4.48,-1.95,-6.43,56.89,60.75,-3.86
224,Davidson,A-10,,11,19,59.6,67.4,-7.83,,1.32,,-3.21,-3.3,-6.52,55.76,58.22,-2.46
225,Presbyterian,Big South,,18,13,60.6,53.8,6.81,,-9.7,,-10.01,3.46,-6.55,49.42,49.96,-0.54
226,Pepperdine,WCC,,7,24,63.6,73.3,-9.61,,2.17,,0.23,-6.9,-6.66,53.42,57.51,-4.09
227,Bryant,NEC,,18,13,67.5,63.9,3.61,,-10.34,,-1.62,-5.1,-6.72,59.36,62.79,-3.43
228,Holy Cross,Patriot,,13,17,60.5,61.9,-1.4,,-5.38,,-5.1,-1.68,-6.78,52.92,57.05,-4.14
229,Northern Illinois,MAC,,13,17,67.4,72.8,-5.33,,-0.66,,2.47,-9.57,-7.11,55.38,59.36,-3.98
230,South Carolina Upstate,A-Sun,,22,12,67.7,64.1,3.59,,-7.95,,-3.18,-4.02,-7.2,47.57,50.23,-2.66
231,Monmouth,MAAC,,14,17,66.2,67.7,-1.48,,-5.85,,0.45,-7.78,-7.33,56.72,61.7,-4.99
232,Navy,Patriot,,15,15,55.1,54.9,0.17,,-6.41,,-10.79,3.45,-7.34,48.89,53.98,-5.09
233,North Carolina A&T,MEAC,,19,12,62.9,58.8,4.1,,-10.21,,-5.59,-1.82,-7.42,42.69,45.81,-3.12
234,Clemson,ACC,,4,26,52.3,67.5,-15.2,,7.6,,-7.68,0.08,-7.6,50.97,56.05,-5.08
235,Southeast Missouri State,OVC,,15,15,70.8,70.2,0.53,,-6.66,,-0.29,-7.51,-7.8,50.35,53.73,-3.37
236,Cleveland State,Horizon,,9,20,61.9,68,-6.1,,-2.15,,-5.1,-3.15,-8.25,50.3,56.04,-5.73
237,New Hampshire,AmEast,,12,18,57.5,59.9,-2.4,,-4.69,,-6.74,-1.5,-8.25,51.5,57.43,-5.93
238,Purdue Fort Wayne,Summit,,7,23,65.5,70.6,-5.13,,-0.18,,-1.46,-6.79,-8.25,51,56.58,-5.59
239,Gardner-Webb,Big South,,19,12,62.5,59.4,3.03,,-9.84,,-6.27,-1.98,-8.26,49.97,52.43,-2.46
240,Maryland-Baltimore County,AmEast,,18,14,57.9,59.3,-1.44,,-6.82,,-7.19,-1.07,-8.26,51.68,57.77,-6.09
241,Sacred Heart,NEC,,20,13,65.3,64.2,1.03,,-9.3,,-3.43,-4.84,-8.27,58.56,63.92,-5.36
242,South Alabama,Sun Belt,,15,15,56.5,58,-1.5,,-4.84,,-11.5,3.23,-8.27,41.63,46.06,-4.43
243,Bradley,MVC,,9,22,55.3,61.5,-6.26,,-0.6,,-10.16,1.76,-8.4,44.57,50.94,-6.37
244,Dartmouth,Ivy,,12,18,54.6,60.4,-5.77,,-2.86,,-10.29,1.66,-8.63,52.98,59.81,-6.83
245,Austin Peay,OVC,,10,20,69.1,73.2,-4.17,,-2.77,,0.32,-9.02,-8.69,55.15,60.32,-5.17
246,Hampton,MEAC,,14,17,61,63.9,-2.87,,-5.94,,-6.08,-2.73,-8.81,43.19,47.71,-4.52
247,East Tennessee State,Southern,,16,14,60.3,62.1,-1.8,,-4.76,,-6.6,-2.39,-8.98,48.06,53.2,-5.13
248,Stephen F. Austin,Southland,,18,12,67.7,63.7,4.07,,-10.32,,-4.25,-4.78,-9.03,49.33,53.15,-3.82
249,Wichita State,MVC,,8,22,52.8,61.1,-8.3,,-0.88,,-11.54,2.36,-9.18,47.36,55.04,-7.68
250,Furman,Southern,,15,16,63.5,64,-0.48,,-6.45,,-2.77,-6.5,-9.28,54.18,59.84,-5.66
251,Loyola (MD),Patriot,,16,16,54.6,58.2,-3.59,,-5.74,,-11.22,1.88,-9.33,49.34,56.92,-7.58
252,Columbia,Ivy,,12,17,66,68.4,-2.34,,-4.01,,-0.6,-8.84,-9.44,53.7,61.67,-7.96
253,Appalachian State,Sun Belt,,10,20,66.3,71.8,-5.5,,-3.98,,0.77,-10.25,-9.48,52.74,58.29,-5.55
254,American,Patriot,,8,23,53.9,59.9,-5.94,,-3.7,,-10.79,1.16,-9.64,51.69,60.18,-8.49
255,La Salle,A-10,,5,25,58.3,69.5,-11.17,,1.38,,-4.72,-5.07,-9.79,51.47,59.19,-7.73
256,Towson,CAA,,7,24,61.4,70.7,-9.35,,-0.63,,-2.27,-7.71,-9.98,55.11,63.53,-8.42
257,Siena,MAAC,,14,18,57,61.2,-4.13,,-5.94,,-8.73,-1.33,-10.06,47.89,56.96,-9.07
258,Miami (OH),MAC,,9,21,59.9,68.7,-8.8,,-1.31,,-7.87,-2.24,-10.11,49.13,57.99,-8.86
259,Valparaiso,Horizon,,10,21,63.5,71.8,-8.29,,1.72,,-2.95,-7.69,-10.64,49.8,58.35,-8.55
260,Northwestern State,Southland,,19,12,63.4,61.3,2.1,,-9.43,,-9.05,-1.82,-10.87,50.31,55.47,-5.17
261,UNC Wilmington,CAA,,7,23,53,63,-9.97,,0.29,,-9.82,-1.07,-10.88,47.53,56.95,-9.42
262,McNeese,Southland,,20,13,71,72.3,-1.27,,-9.06,,3.01,-13.91,-10.9,59.57,65.6,-6.03
263,Kent State,MAC,,6,23,61.4,71,-9.55,,-0.56,,-4.83,-6.12,-10.95,50.83,60.53,-9.7
264,Bethune-Cookman,MEAC,,18,13,60.8,56.5,4.32,,-12.69,,-10.53,-0.67,-11.2,41.8,48.35,-6.56
265,Binghamton,AmEast,,14,17,56.1,58.2,-2.13,,-4.7,,-10.33,-0.9,-11.23,42.25,51.41,-9.16
266,Coppin State,MEAC,,16,16,62.8,64.4,-1.59,,-9.67,,-4.87,-6.42,-11.29,45.52,52.33,-6.81
267,Tennessee Tech,OVC,,10,19,61.8,68.7,-6.97,,-4.4,,-6.16,-5.21,-11.37,48.82,57.23,-8.41
268,Kansas City,WAC,,10,18,58.6,62.5,-3.89,,-5.63,,-8.58,-2.9,-11.48,48.02,58.14,-10.11
269,Seattle,WAC,,9,21,60.2,68,-7.73,,-2.09,,-6.49,-5.08,-11.57,47.96,58.18,-10.22
270,Saint Francis (PA),NEC,,14,17,74.5,76.5,-2.03,,-9.35,,5.5,-17.08,-11.58,52.07,61.61,-9.54
271,Tennessee State,OVC,,12,18,61.6,67.5,-5.97,,-3.64,,-7.1,-4.68,-11.78,47.08,53.98,-6.91
272,Louisiana-Monroe,Sun Belt,,12,17,58.5,59.9,-1.45,,-5.51,,-11.31,-0.47,-11.79,38.84,47.25,-8.42
273,Denver,Summit,,5,25,53.5,65.6,-12.1,,0.15,,-11.59,-0.36,-11.95,50.01,63.05,-13.05
274,Nevada,MWC,,5,25,56.4,67.6,-11.2,,-0.53,,-7.81,-4.52,-12.33,45.36,57.21,-11.85
275,Hartford,AmEast,,11,19,48.9,59,-10.17,,-2.2,,-14.55,2.18,-12.37,46.8,60.57,-13.77
276,Texas Southern,SWAC,,19,11,59.5,52.8,6.67,,-19.07,,-14.02,1.61,-12.41,45.81,51.39,-5.58
277,Jacksonville State,OVC,,10,18,55.1,57.8,-2.64,,-8.73,,-15.74,3.27,-12.47,38.88,48.41,-9.53
278,North Dakota State,Summit,,7,22,64.9,72.9,-8.03,,-2.91,,-1.63,-10.95,-12.57,49.57,61.22,-11.65
279,Illinois State,MVC,,8,22,55.6,66.3,-10.73,,-1.99,,-9.95,-2.77,-12.72,45.02,56.87,-11.85
280,Rider,MAAC,,8,22,58.2,66.4,-8.2,,-4.53,,-6.99,-5.74,-12.73,49.77,62.35,-12.58
281,Northern Arizona,Big Sky,,6,24,65.2,74.5,-9.33,,-1.24,,-2.59,-10.44,-13.03,49.71,60.37,-10.66
282,Cal State Northridge,Big West,,7,24,62.4,74.1,-11.77,,-1.31,,-2.88,-10.2,-13.08,52.67,64.76,-12.09
283,Texas State,Sun Belt,,12,19,61.4,71.3,-9.84,,-1.65,,-3.24,-9.89,-13.14,50.51,60.85,-10.35
284,Florida International,CUSA,,5,26,59.4,72.7,-13.35,,0.15,,-4.98,-8.22,-13.2,54.44,67.18,-12.74
285,High Point,Big South,,12,19,65,69.7,-4.71,,-7.25,,-1.57,-11.65,-13.22,53.79,63.42,-9.63
286,Georgia State,Sun Belt,,10,19,64.1,71.3,-7.21,,-6.26,,-3.54,-9.93,-13.46,50.1,61.58,-11.48
287,Colgate,Patriot,,7,23,58.9,69.5,-10.53,,-2.96,,-5.11,-8.38,-13.49,50.64,64.23,-13.6
288,Central Connecticut State,NEC,,12,18,58.9,63.8,-4.9,,-8.6,,-9.8,-3.7,-13.5,48.47,61.98,-13.51
289,Murray State,OVC,,12,17,67.1,72.3,-5.14,,-6.51,,-3.76,-9.78,-13.54,48.47,58.47,-10
290,Sam Houston,Southland,,14,18,64.3,68.7,-4.34,,-7.44,,-4.11,-9.49,-13.6,52.65,62.08,-9.42
291,Evansville,MVC,,3,28,54.7,68.8,-14.1,,0.14,,-9.13,-4.83,-13.96,50.14,64.98,-14.84
292,Kennesaw State,A-Sun,,11,19,59.7,65.3,-5.57,,-7.38,,-7.93,-6.2,-14.13,49.13,60.79,-11.66
293,Niagara,MAAC,,8,23,56.1,65.5,-9.48,,-4.73,,-9.36,-4.86,-14.21,52.35,67.52,-15.17
294,Morehead State,OVC,,10,20,79.4,83.4,-3.97,,-6.83,,8.12,-22.56,-14.44,49.74,60,-10.26
295,Southern,SWAC,,19,12,62.9,63.7,-0.74,,-14.11,,-9.09,-5.45,-14.54,42.64,50.02,-7.37
296,Houston Christian,Southland,,14,15,65.1,64.7,0.34,,-11.2,,-7.06,-7.52,-14.58,42.55,52.4,-9.86
297,Georgia Southern,Sun Belt,,7,22,53.1,61.9,-8.83,,-5.76,,-13.07,-1.52,-14.59,46.98,60.8,-13.82
298,Lafayette,Patriot,,6,23,57.8,65.9,-8.14,,-6.64,,-7.2,-7.58,-14.78,51.23,66.77,-15.54
299,Vermont,AmEast,,9,21,55.9,64.4,-8.5,,-6.29,,-9.43,-5.36,-14.79,46.11,61.19,-15.08
300,Wofford,Southern,,9,20,60.2,65.8,-5.52,,-7.64,,-6.72,-8.55,-15.27,43.32,56.07,-12.74
301,Charleston Southern,Big South,,14,17,58.5,60.3,-1.77,,-11.27,,-10.83,-4.51,-15.34,39.73,51.69,-11.97
302,Coastal Carolina,Big South,,12,18,63.1,61.4,1.7,,-10.59,,-8.81,-6.63,-15.44,41.46,53.05,-11.59
303,FDU,NEC,,11,21,64.8,71.3,-6.47,,-9.19,,-3.87,-11.79,-15.66,52.86,68.72,-15.86
304,Alabama State,SWAC,,19,12,62.9,60,2.84,,-18.24,,-10.17,-5.67,-15.84,43.3,53.01,-9.71
305,Portland,WCC,,3,27,58.5,77.3,-18.87,,4.31,,-6.25,-9.61,-15.86,49.77,66.4,-16.63
306,Lamar,Southland,,12,19,69.5,70.8,-1.35,,-9.44,,-2.47,-13.64,-16.11,44.25,55.76,-11.52
307,Southern Utah,Big Sky,,4,25,58.7,72.8,-14.07,,-2.23,,-8.99,-7.31,-16.3,44.81,61.34,-16.53
308,Texas A&M-Corpus Christi,Southland,,9,20,59.2,65,-5.72,,-10.02,,-10.35,-6.18,-16.54,42.49,55.92,-13.43
309,Campbell,Big South,,13,18,56.8,61.8,-5.06,,-11.62,,-11.39,-5.22,-16.62,44.67,60.06,-15.39
310,Massachusetts-Lowell,AmEast,,4,24,58.1,71.2,-13.07,,-3.7,,-5.84,-10.93,-16.77,51.18,69.48,-18.3
311,Mount St. Mary's,NEC,,9,21,56.5,61.9,-5.33,,-11.47,,-13.5,-3.3,-16.8,42.86,59.6,-16.74
312,Florida A&M,MEAC,,16,15,63.3,66.3,-3.03,,-13.11,,-7.75,-9.09,-16.84,39.37,53.4,-14.03
313,Maryland-Eastern Shore,MEAC,,12,17,57.4,62.9,-5.55,,-10.21,,-12.06,-4.98,-17.03,40.42,55.46,-15.03
314,Saint Peter's,MAAC,,4,26,51.4,63.2,-11.83,,-5.26,,-14.82,-2.28,-17.1,42.79,62.19,-19.39
315,Western Carolina,Southern,,7,22,62.4,69.7,-7.21,,-6.09,,-5.33,-11.84,-17.17,44.02,58.56,-14.54
316,Chicago State,WAC,,4,25,54.2,67.6,-13.38,,-4,,-13.04,-4.34,-17.38,44.23,63.12,-18.89
317,Cal State Fullerton,Big West,,3,27,55.8,69.7,-13.87,,-3.73,,-11.6,-6,-17.6,47.66,68.03,-20.37
318,UNC Greensboro,Southern,,8,22,65.5,73.4,-7.93,,-7.43,,-1.36,-16.48,-17.84,44.08,58.37,-14.29
319,Long Island University,NEC,,9,21,58,65.2,-7.2,,-10.9,,-11.71,-6.39,-18.1,46.52,66.28,-19.76
320,Eastern Illinois,OVC,,3,25,60.1,74.5,-14.36,,-4.27,,-8.57,-10.06,-18.63,47.97,67.09,-19.13
321,Lipscomb,A-Sun,,5,25,62.7,74,-11.27,,-6.42,,-4.47,-14.33,-18.8,53.8,70.7,-16.89
322,Morgan State,MEAC,,13,17,54.3,61.8,-7.53,,-9.75,,-13.87,-4.98,-18.85,36.68,54.66,-17.98
323,St. Francis (NY),NEC,,7,22,58.3,66.8,-8.45,,-10.45,,-11.08,-7.82,-18.9,48.16,69.43,-21.28
324,North Florida,A-Sun,,7,23,56.5,67,-10.47,,-4.99,,-10.53,-8.46,-18.99,43.45,61.38,-17.93
325,Grambling,SWAC,,17,14,65,66.6,-1.58,,-15.15,,-7.94,-11.24,-19.18,45.26,59.94,-14.68
326,South Carolina State,MEAC,,13,16,56.3,59,-2.72,,-13.66,,-14.57,-4.76,-19.33,36.35,53.47,-17.12
327,Delaware State,MEAC,,9,21,60.3,69.6,-9.27,,-10.45,,-8.1,-11.61,-19.72,43.49,62.62,-19.13
328,UC Irvine,Big West,,4,27,56.5,73.2,-16.74,,-1.49,,-10.57,-9.19,-19.76,39.52,59.36,-19.84
329,Savannah State,MEAC,,10,18,52.9,59.2,-6.36,,-9.43,,-16.49,-3.37,-19.85,-2.8,1.45,-4.25
330,Incarnate Word,Southland,,6,23,57.6,65,-7.45,,-8.95,,-13.67,-6.44,-20.11,39.35,56.72,-17.37
331,Nicholls State,Southland,,10,19,63.8,68.7,-4.97,,-13.79,,-8.61,-11.5,-20.11,44.53,61.04,-16.51
332,Winthrop,Big South,,4,26,53.4,67.6,-14.23,,-6.27,,-12.76,-7.75,-20.51,42.71,63.66,-20.94
333,Howard,MEAC,,7,24,63.4,74.5,-11.16,,-9.41,,-3.97,-16.6,-20.57,42.91,62.14,-19.24
334,Portland State,Big Sky,,4,26,66.9,85.4,-18.5,,-1.15,,-1.25,-19.79,-21.04,41.26,58.47,-17.21
335,Wagner,NEC,,5,24,60.2,72.9,-12.62,,-8.57,,-8.27,-12.92,-21.19,46.09,68.76,-22.67
336,Prairie View A&M,SWAC,,13,15,62.9,65,-2.18,,-17.78,,-11.56,-9.97,-21.52,44.23,62.77,-18.54
337,Air Force,MWC,,1,29,47.4,68.4,-20.97,,-0.62,,-16.04,-5.54,-21.59,36.46,62.36,-25.9
338,Boston University,Patriot,,3,27,51.6,68.6,-17,,-4.91,,-13.37,-8.54,-21.91,43.37,69.36,-25.98
339,Norfolk State,MEAC,,3,24,59.4,70.8,-11.41,,-11.11,,-9.61,-12.91,-22.51,37.73,59.34,-21.6
340,NJIT,A-Sun,,4,26,49.8,64.1,-14.33,,-5.42,,-18.92,-3.93,-22.85,35.01,60.05,-25.04
341,Southeastern Louisiana,Southland,,4,25,62.8,78.3,-15.48,,-7.55,,-5.71,-17.32,-23.03,46.49,67.26,-20.77
342,New Orleans,Southland,,8,19,61,68.8,-7.81,,-11.84,,-13.57,-9.95,-23.52,37.05,58.54,-21.49
343,Alcorn State,SWAC,,11,19,61.1,67,-5.97,,-17.02,,-11.18,-12.69,-23.87,38,57.57,-19.57
344,Longwood,Big South,,8,22,58.4,70.6,-12.17,,-7.99,,-10.21,-14.17,-24.38,39.1,62.54,-23.45
345,Jackson State,SWAC,,14,16,62.5,66.6,-4.13,,-19.34,,-12.92,-14.16,-27.08,34.69,57.29,-22.6
346,North Carolina Central,MEAC,,5,23,50.9,64.4,-13.57,,-13.6,,-20.18,-7.87,-28.04,27.99,56.53,-28.54
347,Arkansas-Pine Bluff,SWAC,,9,21,58.3,70.1,-11.73,,-15.85,,-15.1,-15.41,-30.51,34.36,61.73,-27.37
348,Alabama A&M,SWAC,,5,25,57.9,76.1,-18.2,,-16.42,,-14.9,-20.77,-35.66,37.28,72.73,-35.45
349,Mississippi Valley State,SWAC,,3,26,49.5,79.3,-29.79,,-14.19,,-22.18,-24.6,-46.78,24.66,71.53,-46.86
