,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
28,Vanderbilt,SEC,,21,12,65.7,58.6,7.09,,11.61,,7.55,11.14,18.7,77.14,47.16,29.97
29,Purdue,Big Ten,,25,9,67.9,61.4,6.5,,12.19,,11.23,7.46,18.69,80.12,50.05,30.07
30,Colorado,Pac-12,,25,7,65,54.5,10.53,,8.02,,7.08,11.47,18.55,75.53,44.67,30.85
31,Gonzaga,WCC,,27,6,69.2,54.9,14.3,,4.08,,8.69,9.69,18.38,77.66,48.35,29.31
32,South Florida,Big East,,22,11,69.6,60.3,9.24,,8.92,,11.86,6.31,18.16,73.89,45.56,28.33
33,Texas Tech,Big 12,,21,11,65.3,58.8,6.47,,11.38,,8.22,9.63,17.85,79.74,50.1,29.64
34,Iowa,Big Ten,,21,13,67.5,62.4,5.09,,12.7,,11.75,6.04,17.78,80.62,51.8,28.83
35,Ohio State,Big Ten,,18,13,66.4,58.3,8.06,,9.67,,8.81,8.93,17.74,80.14,50.73,29.41
36,Villanova,Big East,,21,11,59.3,52.5,6.81,,10.47,,2.61,14.67,17.28,79.37,50,29.37
37,West Virginia,Big 12,,17,14,63.8,60.7,3.06,,13.85,,8.14,8.78,16.92,75.03,47.24,27.79
38,Miami (FL),ACC,,21,11,65,59.3,5.78,,10.74,,8.33,8.19,16.52,72.11,45.93,26.19
39,St. John's (NY),Big East,,18,13,61.6,56.9,4.74,,11.6,,5.53,10.81,16.34,75.89,49.18,26.71
40,Kansas,Big 12,,20,14,69.9,67.6,2.29,,14.54,,13.95,1.95,15.9,78,52.72,25.28
41,Michigan,Big Ten,,22,11,60.1,55.4,4.7,,11.1,,4,11.79,15.79,81.92,55.55,26.37
42,Louisiana State,SEC,,22,12,69,63.8,5.21,,10.3,,11.56,3.95,15.51,77.35,52.01,25.34
43,Arkansas,SEC,,20,13,66.3,56.9,9.39,,5.72,,5.54,9.58,15.12,72.08,47.49,24.59
44,San Diego State,MWC,,27,7,68.4,65,4.61,,0.95,,6.07,8.82,14.89,66.41,43.42,23
45,Florida,SEC,,22,15,70.6,65.2,5.41,,9.1,,12.61,1.9,14.51,73.27,51.25,22.01
46,Central Michigan,MAC,,21,12,74.4,65.2,9.18,,4.97,,15.19,-1.04,14.15,79.66,56.39,23.27
47,Saint Joseph's,A-10,,23,9,64.5,55.2,9.31,,4.8,,6.22,7.89,14.11,75.61,51.25,24.35
48,NC State,ACC,,17,17,68.9,64.5,4.44,,9.55,,10.98,3.01,13.99,77.37,54.09,23.28
49,DePaul,Big East,,21,12,70.8,69.6,1.21,,12.59,,14.67,-0.86,13.8,79.08,56.63,22.45
50,Minnesota,Big Ten,,18,14,69.4,65.5,3.94,,9.83,,12.33,1.43,13.76,80.91,57.73,23.18
51,Illinois,Big Ten,,19,14,68.9,66.2,2.7,,11.05,,12,1.75,13.75,71.73,49.42,22.32
52,Toledo,MAC,,29,4,65.6,51.5,14.06,,-0.41,,3.27,10.37,13.65,68.32,45.24,23.08
53,Rutgers,Big East,,16,14,56,52.9,3.03,,10.13,,-0.87,14.03,13.16,66.98,45.47,21.5
54,Texas,Big 12,,12,18,61.6,62.2,-0.63,,13.6,,4.82,8.15,12.97,70.52,49.01,21.51
55,Virginia,ACC,,16,14,61.9,60,1.87,,10.98,,3.97,8.88,12.84,73.81,52.12,21.69
56,James Madison,CAA,,25,11,68.3,58.6,9.61,,2.57,,8.44,3.74,12.18,75.52,53.78,21.74
57,Duquesne,A-10,,24,8,61.1,52.4,8.66,,3.14,,1.14,10.66,11.8,66.89,46.17,20.72
58,Georgia Tech,ACC,,14,16,67.6,67.3,0.33,,11.36,,9.98,1.71,11.69,71.92,52.46,19.46
59,Auburn,SEC,,19,15,66.1,60.9,5.18,,6.39,,6.71,4.85,11.56,72.03,51.86,20.18
60,Utah,Pac-12,,23,14,59,54,5,,6.52,,-0.08,11.6,11.52,72.77,51.94,20.83
61,Kansas State,Big 12,,19,18,61.2,62.9,-1.76,,13.11,,5.24,6.12,11.36,77.25,57.64,19.61
62,Charlotte,A-10,,26,6,66.4,56,10.41,,0.94,,6.56,4.78,11.34,75.17,54.7,20.46
63,Albany (NY),AmEast,,27,4,66.9,49.3,17.61,,-6.63,,4.47,6.52,10.98,72.77,52.6,20.17
64,Creighton,MVC,,25,8,65.7,58.8,6.91,,4.03,,3.54,7.4,10.94,75.15,55.18,19.97
65,Drexel,CAA,,28,10,59.8,51.4,8.45,,2.11,,-0.76,11.32,10.56,77.56,56.4,21.17
66,Middle Tennessee,Sun Belt,,25,8,67.1,57.3,9.82,,0.65,,4.37,6.1,10.47,73.82,54.13,19.7
67,Marist,MAAC,,26,7,63.9,52.3,11.58,,-1.46,,1.77,8.35,10.12,74.41,55.09,19.32
68,Pacific,Big West,,27,8,69,60.4,8.6,,1.41,,8.56,1.45,10.01,72.09,54.79,17.31
69,Wisconsin,Big Ten,,12,19,58,59.5,-1.45,,11.46,,0.72,9.29,10.01,69.64,51.87,17.77
70,Hampton,MEAC,,28,6,64.1,47.8,16.35,,-6.42,,0.51,9.42,9.93,63.96,44.98,18.97
71,San Diego,WCC,,22,10,72.6,59.3,13.31,,3.67,,5.36,4.31,9.67,70.49,53.27,17.22
72,Florida Gulf Coast,A-Sun,,27,7,70.1,52.9,17.18,,-6.07,,4.82,4.72,9.54,73.33,54.65,18.69
73,Missouri,SEC,,17,15,65.6,62.8,2.78,,6.7,,5.65,3.83,9.48,71.17,54.88,16.29
74,Marquette,Big East,,16,16,63.7,66.3,-2.53,,11.84,,7.98,1.33,9.31,74.89,57.92,16.97
75,Brigham Young,WCC,,23,11,64,56.8,7.18,,3.06,,3,6.2,9.21,69.79,53.12,16.67
76,Northwestern,Big Ten,,13,17,61.4,62.3,-0.97,,10.1,,3.34,5.79,9.13,66.6,50.03,16.56
77,Little Rock,Sun Belt,,24,9,62.9,53.1,9.85,,-1.29,,-1.93,10.48,8.55,65.17,48.33,16.84
78,Boston College,ACC,,12,19,61.9,65,-3.06,,11.54,,5.93,2.55,8.47,74.45,58.91,15.54
79,Georgetown,Big East,,15,16,62.6,65.4,-2.77,,11.17,,5.87,2.52,8.39,69.73,54.48,15.26
80,Washington,Pac-12,,21,12,65.3,63.9,1.39,,6.99,,6.88,1.51,8.38,70.81,55.37,15.44
81,Chattanooga,Southern,,29,4,68.5,54.9,13.67,,-5.38,,3.86,4.45,8.31,72.75,56.46,16.3
82,Illinois State,MVC,,24,11,66.7,60.7,6,,2.13,,4.61,3.52,8.13,70.59,55.27,15.32
83,Liberty,Big South,,27,7,71.1,55.1,16,,-6.01,,4.59,3.53,8.12,66.88,51.19,15.69
84,Arizona State,Pac-12,,13,18,58.9,59.8,-0.9,,8.95,,0.69,7.36,8.05,68.93,53.94,14.99
85,Wyoming,MWC,,24,8,70.2,58.9,11.22,,-1.97,,7.27,0.76,8.03,73.93,57.39,16.54
86,Southern California,Pac-12,,11,20,61.5,66.1,-4.65,,12.6,,6.24,1.71,7.95,72.84,57.49,15.34
87,Wichita State,MVC,,24,10,61.1,55.4,5.76,,2.13,,-1.01,8.9,7.89,70.01,54.21,15.8
88,Cal Poly,Big West,,21,11,67.7,62.7,5.03,,2.85,,7.99,-0.11,7.88,72.95,57.35,15.6
89,Quinnipiac,NEC,,30,3,70.5,57.4,13.15,,-5.5,,5.92,1.74,7.65,68.07,54.59,13.48
90,Bowling Green,MAC,,24,11,62.2,54.3,7.89,,-0.31,,-0.24,7.72,7.48,68.18,53.6,14.59
91,Boston University,AmEast,,24,6,61.9,51.8,10.1,,-2.9,,0.61,6.59,7.2,71.92,56.7,15.22
92,Texas Christian,Big 12,,9,21,59.7,65.8,-6.07,,13.13,,3.09,3.97,7.06,69.15,55.23,13.92
93,Saint Mary's,WCC,,23,11,64.3,61.8,2.47,,4.43,,4.47,2.43,6.9,72.76,59.04,13.72
94,Wake Forest,ACC,,13,19,67.6,72.6,-4.94,,11.8,,10.62,-3.75,6.86,74.52,61.72,12.81
95,South Dakota State,Summit,,25,8,66.8,59.7,7.15,,-0.69,,5.16,1.34,6.5,69.76,56.43,13.33
96,Fresno State,MWC,,24,9,68.2,61,7.24,,-0.25,,4.64,1.36,6,70.09,57.37,12.71
97,Virginia Tech,ACC,,10,20,49.3,56.1,-6.77,,12.73,,-7.4,13.37,5.97,60.41,48.96,11.44
98,Montana,Big Sky,,24,8,64.7,55.4,9.25,,-2.62,,0.13,5.83,5.96,65.16,52.91,12.25
99,Southern Methodist,CUSA,,21,10,68.4,62,6.42,,-0.48,,6.72,-0.78,5.94,71.67,59.01,12.66
100,Fordham,A-10,,26,9,58.7,52.4,6.29,,-0.37,,-2.03,7.96,5.92,70.51,56.85,13.65
101,Washington State,Pac-12,,11,20,59.4,64.6,-5.26,,10.94,,2.58,3.1,5.68,64.75,52.77,11.98
102,Old Dominion,CAA,,19,12,65,60.2,4.87,,0.16,,4.21,0.82,5.03,66.43,55.31,11.13
103,Oregon State,Pac-12,,10,21,57.3,60.1,-2.81,,10.08,,-1.69,6.7,5.01,59.94,49.38,10.56
104,Tennessee-Martin,OVC,,19,15,73,68.6,4.35,,0.63,,11.34,-6.36,4.98,78.38,67.11,11.27
105,Tulane,CUSA,,24,9,65.8,60.1,5.7,,-0.02,,3.05,1.87,4.92,68.04,57.02,11.02
106,UTEP,CUSA,,22,10,66.5,59.2,7.28,,-1.6,,3.44,1.28,4.72,64.67,54.32,10.35
107,Richmond,A-10,,16,16,61.7,60.5,1.19,,3.18,,2.91,1.47,4.37,66.9,56.92,9.98
108,Northeastern,CAA,,17,13,67,61.9,5.1,,-1.01,,5.75,-1.66,4.09,72.14,62.36,9.78
109,Northern Iowa,MVC,,17,17,63.2,62.4,0.79,,2.96,,2.26,1.5,3.75,72.1,62.86,9.24
110,East Carolina,CUSA,,22,10,65.4,56.8,8.56,,-2.31,,1.21,2.31,3.52,59.77,51.26,8.51
111,Youngstown State,Horizon,,23,10,63.3,57.8,5.52,,-1.28,,-1.15,4.59,3.44,64.76,55.48,9.28
112,Hawaii,Big West,,17,14,59.1,59.7,-0.61,,3.73,,-0.41,3.52,3.11,67.29,59.35,7.94
113,Akron,MAC,,23,10,75.4,67.1,8.27,,-3.63,,11.72,-8.66,3.06,72.93,65.73,7.2
114,Harvard,Ivy,,21,9,67.6,62.6,4.97,,-2.02,,6.16,-3.21,2.95,74.47,65.96,8.51
115,Arizona,Pac-12,,12,18,62.5,65.8,-3.27,,6,,3.57,-0.83,2.73,65.28,57.74,7.54
116,Detroit Mercy,Horizon,,21,13,70.2,64.3,5.88,,-0.46,,5.86,-3.13,2.73,70.9,63.4,7.49
117,Idaho State,Big Sky,,18,13,61.1,55.5,5.55,,-2.33,,-3.35,5.98,2.64,60.55,52.51,8.04
118,UAB,CUSA,,18,13,61.2,55.7,5.48,,-2.95,,-2.94,5.47,2.53,62.34,53.93,8.41
119,Oral Roberts,Southland,,18,13,69.7,62.9,6.74,,-2.48,,4.93,-2.52,2.42,67.25,59.35,7.9
120,Florida International,Sun Belt,,19,13,61.3,59.1,2.16,,0.21,,-1.54,3.9,2.36,68.16,59.98,8.18
121,Bradley,MVC,,14,16,71.3,70,1.3,,1.05,,8.3,-5.95,2.35,68.64,61.39,7.25
122,Temple,A-10,,14,18,54.5,56.9,-2.41,,4.75,,-3.21,5.55,2.35,61.8,54.74,7.06
123,Cal State Northridge,Big West,,16,16,59.4,58.8,0.69,,1.52,,-1.45,3.66,2.21,58.96,51.96,7
124,Appalachian State,Southern,,20,11,68.7,59.3,9.42,,-6.36,,3.72,-1.59,2.14,62,56.09,5.91
125,Hartford,AmEast,,21,12,57.8,53.7,4.06,,-1.94,,-3.57,5.68,2.12,65.23,57.98,7.25
126,Indiana State,MVC,,18,13,58.7,55.5,3.13,,-1.13,,-4.66,6.66,2,60.29,53.49,6.8
127,Loyola Marymount,WCC,,13,18,65.2,67.3,-2.03,,3.79,,5.38,-3.63,1.75,66.4,59.76,6.65
128,Cincinnati,Big East,,12,18,53.1,58.3,-5.2,,6.91,,-5.61,7.32,1.71,63.89,58.5,5.39
129,Tulsa,CUSA,,17,17,63.4,62,1.41,,2.04,,1.67,-0.06,1.61,63.36,56.69,6.67
130,Alabama,SEC,,13,18,64.9,70,-5.03,,6.59,,5.9,-4.35,1.56,61.75,55.9,5.85
131,Davidson,Southern,,22,13,62.7,57.3,5.43,,-3.93,,-0.73,2.23,1.5,63.83,57.41,6.41
132,Indiana,Big Ten,,11,19,55.2,61,-5.87,,7.34,,-2.73,4.19,1.47,64.41,59.17,5.24
133,Stetson,A-Sun,,24,9,68.7,59.2,9.52,,-8.03,,2.64,-1.29,1.35,66.47,59.67,6.81
134,UC Santa Barbara,Big West,,16,17,51.3,52.9,-1.58,,2.87,,-9.36,10.66,1.29,62.56,57.63,4.93
135,Miami (OH),MAC,,19,13,65.5,61.2,4.38,,-3.13,,1.84,-0.6,1.25,70.45,63.85,6.6
136,Clemson,ACC,,9,21,54.4,63.3,-8.93,,10.06,,-2.74,3.87,1.13,60.01,55.02,4.99
137,Navy,Patriot,,21,12,58,52,6,,-4.87,,-5.17,6.3,1.13,66.71,60.09,6.62
138,Hofstra,CAA,,14,17,63.3,67.2,-3.9,,4.97,,4.13,-3.07,1.06,62.47,56.29,6.18
139,Memphis,CUSA,,17,15,68.4,66.4,1.94,,-0.88,,6.12,-5.06,1.06,66.69,61.41,5.29
140,UCF,CUSA,,16,18,61.4,61.6,-0.18,,1.22,,0.51,0.53,1.04,60.64,54.99,5.66
141,George Washington,A-10,,14,16,58.9,60.2,-1.27,,2.25,,-0.71,1.69,0.98,61.53,56.39,5.14
142,Xavier,A-10,,13,16,60.2,60.6,-0.34,,1.3,,0.9,0.06,0.95,65.87,61.05,4.83
143,Eastern Washington,Big Sky,,19,13,64.8,62.5,2.22,,-1.56,,1.87,-1.5,0.38,66.92,61.7,5.22
144,Western Kentucky,Sun Belt,,22,11,68.7,66,2.7,,-2.39,,5.68,-5.37,0.31,67.63,63.24,4.39
145,Butler,A-10,,17,14,59,59.8,-0.74,,0.97,,-1.08,1.3,0.23,63.96,59.72,4.24
146,Long Beach State,Big West,,16,16,60,60.4,-0.38,,0.49,,-0.84,0.95,0.11,63.74,59.78,3.95
147,St. Bonaventure,A-10,,10,19,54.8,56.9,-2.1,,1.9,,-4.66,4.46,-0.2,64.35,60.55,3.8
148,Seton Hall,Big East,,11,20,53.2,61.5,-8.29,,8.09,,-4.2,3.99,-0.21,62.57,59.49,3.08
149,Arkansas State,Sun Belt,,15,15,61.4,60.4,1.03,,-1.28,,-2.2,1.95,-0.25,64.49,60.3,4.2
150,Howard,MEAC,,20,12,55.5,50.3,5.16,,-4.89,,-7.65,7.37,-0.28,53.73,49.14,4.6
151,Northern Colorado,Big Sky,,21,13,59.9,56.3,3.56,,-1.86,,-5.03,4.74,-0.29,59.41,55.55,3.86
152,North Carolina A&T,MEAC,,22,10,61.8,54.9,6.88,,-7.11,,-1.39,0.95,-0.43,58.72,54.8,3.92
153,Eastern Illinois,OVC,,20,12,68.2,63.9,4.31,,-3.16,,2.39,-2.91,-0.52,63.99,61.11,2.88
154,Seattle,WAC,,20,11,67.4,63.2,4.19,,-4.8,,1.38,-1.98,-0.61,61.12,57.73,3.39
155,South Dakota,Summit,,19,16,63.5,57.6,5.94,,-3.99,,-2.59,1.78,-0.81,59.95,56.55,3.4
156,Sacred Heart,NEC,,22,11,62.6,56.4,6.18,,-7.07,,-2.6,1.71,-0.89,62.92,60.13,2.79
157,Ball State,MAC,,17,16,58.8,58.9,-0.03,,-1.03,,-4.28,3.22,-1.06,58.92,56.59,2.33
158,Pittsburgh,Big East,,9,21,58.7,66.2,-7.47,,5.91,,-0.49,-1.07,-1.56,64.47,63.56,0.91
159,McNeese,Southland,,21,15,68.3,62.6,5.75,,-5.45,,2.42,-4.04,-1.62,67.5,64.35,3.16
160,Portland,WCC,,11,20,60,64.4,-4.39,,2.71,,-1.72,0.03,-1.68,62.1,60.36,1.74
161,Missouri State,MVC,,14,17,70.2,74.4,-4.19,,2.5,,9.38,-11.07,-1.7,68.59,66.53,2.05
162,Montana State,Big Sky,,17,13,62.9,60.5,2.33,,-3.22,,-2.37,0.62,-1.75,56.16,54.2,1.96
163,Santa Clara,WCC,,14,16,59.9,64.1,-4.23,,2.48,,-1.56,-0.19,-1.75,62.27,60.6,1.67
164,Pennsylvania,Ivy,,18,13,58.5,56.4,2.13,,-3.92,,-3.53,1.74,-1.79,63.66,61.49,2.17
165,Loyola (IL),Horizon,,17,15,65.9,65.8,0.06,,-1.89,,2.08,-3.91,-1.83,66.09,64.88,1.21
166,New Mexico,MWC,,17,14,58.9,59.6,-0.71,,-1.22,,-4.45,2.51,-1.93,60.65,58.6,2.05
167,Mississippi State,SEC,,13,17,55.2,62.3,-7.1,,5.16,,-5.53,3.59,-1.94,53.29,53.12,0.17
168,Sacramento State,Big Sky,,19,12,72.4,70.9,1.45,,-3.59,,8.89,-11.03,-2.14,64.52,64.01,0.51
169,Georgia State,CAA,,13,16,61.4,61.8,-0.45,,-1.78,,-0.91,-1.32,-2.23,60.36,59.35,1.02
170,Houston,CUSA,,13,17,63.4,65.6,-2.17,,-0.09,,1.44,-3.69,-2.25,61.65,60.15,1.5
171,Providence,Big East,,7,23,59.5,72.1,-12.63,,10.38,,3.39,-5.65,-2.26,65.27,64.36,0.91
172,UC Davis,Big West,,12,18,60.7,63.8,-3.07,,0.79,,-0.31,-1.97,-2.27,61.77,60.86,0.91
173,Mississippi,SEC,,9,20,64.7,72.1,-7.34,,5.03,,5.03,-7.35,-2.31,65.51,64.17,1.34
174,Winthrop,Big South,,21,12,68.8,64.8,4,,-6.22,,3.38,-5.75,-2.38,63.56,61.56,2
175,Rice,CUSA,,14,16,57.1,61,-3.9,,1.49,,-4.85,2.45,-2.41,56.08,55.25,0.83
176,Tennessee Tech,OVC,,19,12,66.7,63.1,3.58,,-4.9,,1.76,-4.25,-2.5,66.38,65.52,0.86
177,Belmont,OVC,,18,14,61.3,57.3,3.91,,-6.6,,-4.14,1.45,-2.69,61.52,60.62,0.89
178,Utah State,WAC,,18,14,76.5,75.2,1.31,,-3.75,,12.15,-14.87,-2.72,68.26,66.89,1.37
179,South Alabama,Sun Belt,,17,13,57.2,55.9,1.27,,-3.03,,-9.12,6.23,-2.89,55.69,55.45,0.25
180,IU Indy,Summit,,20,12,62.3,57.5,4.75,,-4.67,,-3.23,0.33,-2.9,54.17,53.75,0.42
181,Cleveland State,Horizon,,13,17,66.8,67.6,-0.8,,-1.45,,3.01,-5.94,-2.93,63.83,63.2,0.63
182,North Texas,Sun Belt,,11,19,66.7,68.5,-1.83,,-1.1,,3.46,-6.39,-2.93,64.1,63.22,0.87
183,Saint Louis,A-10,,12,19,54,57.9,-3.87,,0.9,,-7.42,4.45,-2.97,61.81,62.28,-0.47
184,San Francisco,WCC,,12,19,63,66.4,-3.39,,2.1,,0.56,-3.63,-3.07,59.98,60.23,-0.26
185,Virginia Commonwealth,A-10,,11,19,59.1,61.6,-2.47,,-0.63,,-1.92,-1.18,-3.1,62.88,63.65,-0.76
186,Iona,MAAC,,20,13,65.1,63.2,1.91,,-5.12,,3.07,-6.28,-3.21,65.56,66.35,-0.79
187,Elon,Southern,,19,14,65.7,63.7,2.03,,-5.33,,2.22,-5.52,-3.3,64.41,64.81,-0.4
188,Idaho,WAC,,17,16,64.8,66.8,-2.03,,-1.58,,-0.27,-3.34,-3.61,64.04,63.62,0.43
189,South Carolina State,MEAC,,20,9,62.1,54.2,7.86,,-9.02,,-3.74,0.09,-3.65,47.62,48.91,-1.29
190,UC Riverside,Big West,,11,18,60.3,65.1,-4.72,,1.02,,-1.02,-2.69,-3.71,61.71,62.97,-1.25
191,Oregon,Pac-12,,4,27,60.8,75.6,-14.81,,10.94,,4.37,-8.24,-3.87,62.13,61.61,0.52
192,Drake,MVC,,11,20,66,69.6,-3.55,,-0.34,,3.44,-7.33,-3.89,64.5,65.44,-0.94
193,Army,Patriot,,22,9,57.3,51.3,6.03,,-8.94,,-7.68,3.75,-3.94,60.4,61.22,-0.81
194,Florida Atlantic,Sun Belt,,12,17,68,69.6,-1.59,,-2.51,,4.88,-8.97,-4.09,63.21,64.53,-1.32
195,Omaha,Summit,,17,11,60.3,54.9,5.32,,-7.68,,-6.66,2.5,-4.16,52.07,53.28,-1.22
196,Colorado State,MWC,,11,19,56.3,59.5,-3.2,,0.4,,-7.73,3.3,-4.43,56.84,59.13,-2.29
197,American,Patriot,,15,14,56.9,57.7,-0.79,,-3.65,,-4.48,0.04,-4.44,62.07,64.44,-2.37
198,Lamar,Southland,,22,11,63.6,56.8,6.79,,-6.29,,-4.32,-0.15,-4.46,49.73,50.85,-1.12
199,Southern Utah,Big Sky,,15,16,69.7,68.1,1.61,,-5.22,,4.03,-8.51,-4.48,60.81,62.42,-1.61
200,Sam Houston,Southland,,18,15,62.7,62,0.7,,-4.65,,-1.84,-2.97,-4.81,60.66,62.32,-1.66
201,College of Charleston,Southern,,16,16,62.3,63.3,-0.97,,-3.89,,-1.18,-3.68,-4.86,55.51,58.26,-2.75
202,Fairfield,MAAC,,18,14,53.9,53,0.97,,-5.86,,-9.57,4.67,-4.89,61.55,64.16,-2.61
203,Yale,Ivy,,13,15,64.3,67.4,-3.11,,-2.03,,2.75,-7.89,-5.14,63.93,66.37,-2.44
204,Eastern Michigan,MAC,,8,22,56.3,62.8,-6.5,,1.35,,-5.23,0.07,-5.15,59,62.59,-3.59
205,Evansville,MVC,,9,21,58.3,65.6,-7.27,,2.07,,-3.91,-1.29,-5.2,62.76,65.8,-3.04
206,Denver,WAC,,14,17,66,67.5,-1.52,,-3.72,,0.14,-5.38,-5.24,65.38,67.45,-2.08
207,Southern Mississippi,CUSA,,15,16,63.1,65.4,-2.29,,-1.49,,0.15,-5.4,-5.25,54.11,56.98,-2.87
208,UTSA,WAC,,16,14,60.8,57.7,3.17,,-6.57,,-7.79,2.47,-5.33,54.07,56.34,-2.26
209,La Salle,A-10,,8,21,53.9,62.7,-8.86,,3.43,,-4.82,-0.62,-5.43,57.67,61.62,-3.95
210,Louisiana Tech,WAC,,14,17,62.8,66.5,-3.71,,-1.82,,-1.42,-4.11,-5.53,57.47,60.25,-2.78
211,SIU Edwardsville,OVC,,16,15,62.3,63.7,-1.45,,-4.11,,-3.17,-2.4,-5.57,60.89,64.62,-3.73
212,North Dakota,Big Sky,,11,18,59.4,63,-3.55,,-1.48,,-4.25,-1.4,-5.66,54.08,57.41,-3.32
213,Northern Illinois,MAC,,7,23,54.3,59.5,-5.17,,-0.59,,-8.75,3,-5.75,59.88,64.65,-4.78
214,Buffalo,MAC,,12,20,61.2,64.5,-3.31,,-2.52,,-1.79,-4.04,-5.83,59.74,64.2,-4.46
215,Cal State Fullerton,Big West,,11,22,53.9,60.3,-6.39,,0.38,,-7.65,1.63,-6.01,56.04,60.65,-4.62
216,Valparaiso,Horizon,,11,20,62.1,68.8,-6.68,,1.42,,-0.09,-5.96,-6.04,61.25,65.75,-4.5
217,Holy Cross,Patriot,,18,14,59.9,61.5,-1.66,,-4.5,,-2.07,-4.1,-6.16,63.86,69.06,-5.2
218,High Point,Big South,,17,13,65.2,62.6,2.63,,-7.72,,-1.19,-5.02,-6.2,54.23,57.6,-3.37
219,Lehigh,Patriot,,14,16,56.1,56.4,-0.3,,-5.99,,-5.8,-0.5,-6.29,55.1,60.46,-5.36
220,Eastern Kentucky,OVC,,18,12,61.3,60.4,0.83,,-6.33,,-5.09,-1.25,-6.33,52.31,56.54,-4.23
221,Western Illinois,Summit,,14,16,64.3,62.9,1.47,,-5.69,,-0.88,-5.46,-6.33,56.69,60.89,-4.2
222,Nevada-Las Vegas,MWC,,12,19,63,68,-5.03,,-1.39,,0.94,-7.36,-6.42,59.93,64.11,-4.18
223,Murray State,OVC,,16,13,65.8,62.6,3.24,,-6.9,,-2.11,-4.37,-6.47,57.19,61.56,-4.37
224,William & Mary,CAA,,8,22,61.1,66.6,-5.5,,0.33,,-0.26,-6.27,-6.53,60.18,65.24,-5.07
225,Central Connecticut State,NEC,,16,14,61.1,60.4,0.73,,-7.33,,-3.86,-2.73,-6.6,57.11,62.46,-5.35
226,Rider,MAAC,,15,15,60.4,60.5,-0.03,,-6.66,,-2.52,-4.18,-6.69,60.33,65.73,-5.4
