,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
228,UNC Asheville,Big South,,17,15,60.3,56.4,3.94,,-8.98,,-9.94,3.06,-6.88,51.43,53.49,-2.07
229,Indiana State,MVC,,11,19,62.9,66.4,-3.53,,-2.18,,-4.01,-3.07,-7.08,50.94,55.51,-4.57
230,Austin Peay,OVC,,15,15,69.1,67.1,1.97,,-7.49,,-2.26,-4.91,-7.17,56.08,59.52,-3.44
231,Holy Cross,Patriot,,18,13,63.4,63.1,0.26,,-7.53,,-3.31,-3.97,-7.27,57.7,62.13,-4.43
232,Texas-Rio Grande Valley,WAC,,18,15,63.6,61.2,2.42,,-7.48,,-6.35,-0.97,-7.32,51.67,54.48,-2.81
233,Long Beach State,Big West,,9,22,56,64.5,-8.45,,1.04,,-8.08,0.66,-7.41,50.43,55.91,-5.48
234,Southeast Missouri State,OVC,,13,17,63.9,65.4,-1.43,,-4.26,,-5.73,-1.88,-7.62,50.39,54.29,-3.9
235,North Dakota,Summit,,12,19,65.6,73,-7.35,,0.98,,-1.68,-6.07,-7.75,52.21,57.21,-4.99
236,Rider,MAAC,,19,13,62.1,62.2,-0.03,,-7.78,,-4.26,-3.55,-7.81,56.21,60.69,-4.48
237,San Diego,WCC,,9,21,69.3,71.7,-2.4,,2.73,,-3.73,-4.36,-8.1,56.03,62.34,-6.31
238,Nicholls State,Southland,,20,12,68.3,65.2,3.19,,-8.91,,-1.5,-6.61,-8.11,54.47,57.32,-2.85
239,Murray State,OVC,,13,17,69.1,69.5,-0.47,,-4.54,,-1.26,-7.13,-8.4,54.28,59.26,-4.98
240,Sacred Heart,NEC,,19,13,63.7,60.8,2.97,,-11.53,,-6.76,-1.8,-8.56,55.15,59.97,-4.83
241,SIU Edwardsville,OVC,,13,16,61.5,64.7,-3.14,,-5.43,,-6.97,-1.74,-8.71,50.34,56.25,-5.91
242,Jacksonville,A-Sun,,14,16,65.7,63.5,2.13,,-6.47,,-4.81,-4.33,-9.13,46.5,51.53,-5.04
243,UTEP,CUSA,,9,22,58.5,65.5,-6.9,,-2.27,,-8.05,-1.12,-9.17,55.21,62.51,-7.3
244,Maryland-Eastern Shore,MEAC,,17,14,65,60.2,4.74,,-10.91,,-5.68,-3.78,-9.46,44.49,51.06,-6.57
245,Campbell,Big South,,23,13,59.5,56.3,3.19,,-10.73,,-12.18,2.6,-9.59,44.74,49.97,-5.23
246,Hampton,Big South,,16,14,69,67.4,1.63,,-9.03,,-0.48,-9.17,-9.65,53.93,59.54,-5.61
247,Prairie View A&M,SWAC,,17,14,67.6,62.2,5.39,,-10.16,,-4.65,-5.24,-9.89,47.67,51.2,-3.54
248,Rhode Island,A-10,,8,21,60,69.4,-9.41,,-0.6,,-4.11,-5.9,-10.01,51.67,59.14,-7.47
249,St. Bonaventure,A-10,,8,22,57.2,66,-8.87,,-1.15,,-7.86,-2.16,-10.02,51.75,60.14,-8.39
250,Wofford,Southern,,16,15,72.8,67.7,5.1,,-8.75,,0.29,-10.32,-10.04,51,57.06,-6.06
251,UC Santa Barbara,Big West,,8,22,55.7,64.9,-9.2,,-0.88,,-9.18,-0.91,-10.08,52.51,61.93,-9.42
252,San Jose State,MWC,,6,24,63.9,76.3,-12.37,,2.39,,0.25,-10.41,-10.16,52.52,60.42,-7.9
253,Cal State Bakersfield,WAC,,14,17,63.4,62.5,0.9,,-8.3,,-7.39,-2.78,-10.17,46.9,53.95,-7.05
254,North Florida,A-Sun,,15,14,65.2,65,0.21,,-7.22,,-3.11,-7.22,-10.33,50.83,57.52,-6.69
255,Elon,CAA,,9,21,62.2,69.6,-7.43,,-2.18,,-4.5,-5.85,-10.35,52.25,60.39,-8.14
256,Colgate,Patriot,,12,17,64.3,67.8,-3.45,,-7.16,,-1.6,-9,-10.61,55.09,63.51,-8.42
257,St. Francis (NY),NEC,,18,13,75.1,70.6,4.48,,-13.63,,2.55,-13.25,-10.7,58.02,66.1,-8.08
258,Cal Poly,Big West,,6,21,59.7,69.8,-10.11,,0.55,,-5.78,-5.02,-10.8,48.28,57.67,-9.4
259,Norfolk State,MEAC,,17,15,59.8,55.2,4.56,,-12.83,,-12.22,1.39,-10.83,41.94,48.98,-7.04
260,Sacramento State,Big Sky,,10,19,69.1,77.6,-8.48,,-1.87,,1.03,-11.9,-10.87,51.48,59.81,-8.33
261,Howard,MEAC,,18,13,71.1,68.4,2.77,,-13.66,,1.47,-12.36,-10.89,50.78,58.58,-7.8
262,Texas A&M-Corpus Christi,Southland,,17,16,62.7,59.8,2.91,,-9.38,,-9.75,-1.14,-10.89,42.49,48.42,-5.92
263,UNC Greensboro,Southern,,11,19,63.7,60.9,2.8,,-6.56,,-7.35,-3.6,-10.94,46.52,53.91,-7.39
264,Kennesaw State,A-Sun,,9,22,61.4,66.7,-5.32,,-5.33,,-6.35,-4.82,-11.17,49.15,57.94,-8.79
265,Hofstra,CAA,,11,22,59.2,65.7,-6.55,,-3.82,,-7.47,-3.75,-11.23,50.13,58.75,-8.62
266,Louisiana,Sun Belt,,7,23,61.9,70.7,-8.73,,-2.34,,-4.95,-6.33,-11.27,51.1,58.92,-7.82
267,Southern Utah,Big Sky,,8,23,61.9,71.7,-9.74,,-1.52,,-5.56,-5.7,-11.27,52.82,63.75,-10.93
268,Navy,Patriot,,10,19,53.4,57.8,-4.41,,-5.14,,-12.7,1.38,-11.32,42.75,52.75,-9.99
269,Army,Patriot,,11,19,56.6,60.3,-3.67,,-6.68,,-10.69,-0.68,-11.37,49.94,60.12,-10.18
270,Central Arkansas,Southland,,12,18,61.5,59.8,1.67,,-7.73,,-10.86,-0.56,-11.42,45.93,51.92,-5.98
271,Albany (NY),AmEast,,13,18,55.3,59.3,-4.03,,-7.46,,-10.84,-0.66,-11.5,50.85,61.05,-10.21
272,Bethune-Cookman,MEAC,,21,11,62.5,61.2,1.28,,-11.72,,-8.11,-3.64,-11.75,43.73,51.86,-8.13
273,Binghamton,AmEast,,12,18,59.6,64,-4.4,,-6.16,,-6.89,-4.91,-11.8,48.59,57.75,-9.16
274,Gardner-Webb,Big South,,16,15,67,63.8,3.19,,-10.84,,-4.76,-7.09,-11.84,45.99,53.47,-7.48
275,Saint Francis (PA),NEC,,16,17,71.8,75.2,-3.42,,-8.01,,2.64,-14.56,-11.92,57.47,66.14,-8.67
276,Manhattan,MAAC,,12,19,54.1,56.3,-2.23,,-9.78,,-13.9,1.89,-12.01,44.25,54.93,-10.68
277,Jackson State,SWAC,,18,14,69.3,64.8,4.53,,-13.65,,-3.17,-8.92,-12.09,48.74,54.96,-6.22
278,Valparaiso,MVC,,8,24,63.9,73.4,-9.5,,-2.83,,-3.54,-8.72,-12.26,55.01,66.36,-11.35
279,Utah Valley,WAC,,14,16,64.7,67.8,-3.03,,-7.43,,-7.22,-5.21,-12.43,49.11,58.94,-9.82
280,Omaha,Summit,,8,21,59.8,66.4,-6.62,,-2.22,,-9.71,-2.92,-12.62,45.09,56.68,-11.59
281,Canisius,MAAC,,11,19,57.6,61.8,-4.17,,-8.61,,-10.05,-2.73,-12.78,48.81,60.6,-11.79
282,Eastern Illinois,OVC,,11,18,65.7,67,-1.28,,-4.67,,-6.68,-6.26,-12.94,47.92,58.81,-10.88
283,Monmouth,MAAC,,14,17,58.1,63.6,-5.52,,-7.48,,-8.02,-4.98,-13,49.56,61.71,-12.14
284,Fairfield,MAAC,,11,20,55.9,60,-4.03,,-9.04,,-12.28,-0.8,-13.08,51.67,64.2,-12.53
285,Samford,Southern,,10,20,58.4,65.1,-6.67,,-4.46,,-10.92,-2.22,-13.14,48.8,60.03,-11.23
286,Oakland,Horizon,,6,24,61.8,73.5,-11.67,,1.53,,-2.75,-10.51,-13.26,47.71,58.45,-10.74
287,Grambling,SWAC,,16,16,63.6,67.1,-3.56,,-9.71,,-5.01,-8.26,-13.27,49.16,57.94,-8.78
288,Mount St. Mary's,NEC,,15,16,66.6,68.3,-1.74,,-10.86,,-4.18,-9.27,-13.46,53.47,64.45,-10.98
289,Richmond,A-10,,9,21,52.2,64.5,-12.37,,-1.1,,-11.3,-2.17,-13.47,47.74,60.62,-12.88
290,Weber State,Big Sky,,6,25,62.4,70.9,-8.55,,-2.9,,-6.83,-6.97,-13.8,49.25,62.68,-13.42
291,La Salle,A-10,,6,25,54.8,69.2,-14.39,,0.57,,-7.86,-5.96,-13.82,44.5,56.88,-12.38
292,North Dakota State,Summit,,7,22,57.2,70.4,-13.21,,0.02,,-9.84,-4.04,-13.88,50.6,65.54,-14.94
293,Loyola (MD),Patriot,,7,24,53.8,64.4,-10.58,,-3.37,,-11.73,-2.22,-13.95,49.02,63.3,-14.28
294,Brown,Ivy,,9,21,69.1,78.3,-9.2,,-2.62,,3.27,-17.35,-14.08,53.25,65.63,-12.38
295,Purdue Fort Wayne,Summit,,7,22,61.8,70.6,-8.83,,-1.14,,-8.27,-6.09,-14.37,45.59,59.46,-13.87
296,Seattle,WAC,,3,27,61.4,70.9,-9.5,,-4.87,,-7.05,-7.31,-14.37,52.4,66.31,-13.9
297,UTSA,CUSA,,7,21,58.6,69,-10.43,,-0.91,,-7.53,-6.84,-14.37,44.1,56.44,-12.34
298,Texas Southern,SWAC,,15,15,60.5,59.8,0.73,,-12.94,,-12.04,-2.44,-14.48,45.36,54.66,-9.3
299,Siena,MAAC,,12,18,58.1,63.4,-5.27,,-9.38,,-9.33,-5.31,-14.64,48.11,63.19,-15.08
300,Charleston Southern,Big South,,14,18,64.4,64.8,-0.38,,-10.59,,-7.84,-6.84,-14.69,44.04,55.36,-11.32
301,Southern,SWAC,,20,13,60.2,64.8,-4.7,,-8.52,,-11.68,-3.14,-14.82,42.56,49.36,-6.81
302,Lafayette,Patriot,,8,23,53.9,60.4,-6.42,,-8.71,,-13,-2.13,-15.13,46.49,62.21,-15.72
303,Bryant,NEC,,11,19,64.7,68.8,-4.17,,-11.01,,-6.66,-8.52,-15.18,49.86,63.77,-13.91
304,Louisiana-Monroe,Sun Belt,,10,19,55.8,61,-5.17,,-7.42,,-16.13,0.86,-15.27,40.76,54.36,-13.6
305,Niagara,MAAC,,12,19,61.3,70.1,-8.81,,-6.76,,-5.11,-10.45,-15.57,50.41,65.2,-14.79
306,Tennessee State,OVC,,5,25,59.2,73.9,-14.73,,-1.46,,-7.92,-8.28,-16.19,48.54,63.04,-14.5
307,Detroit Mercy,Horizon,,4,25,53,67.9,-14.9,,-0.73,,-11.46,-4.98,-16.44,44.1,61.4,-17.3
308,College of Charleston,CAA,,7,23,60.8,70.8,-9.97,,-5.22,,-6.98,-9.69,-16.67,46.89,62.68,-15.79
309,Vermont,AmEast,,11,18,52.3,59.7,-7.34,,-7.6,,-14.75,-2.24,-17,43.24,60.95,-17.71
310,Georgia Southern,Sun Belt,,7,22,62.2,73.6,-11.34,,-4.49,,-5.15,-11.88,-17.02,52.66,68.75,-16.09
311,Florida Atlantic,CUSA,,5,25,57,72,-14.97,,-2.18,,-8.18,-8.96,-17.14,45.75,62.75,-17
312,South Carolina State,MEAC,,16,16,57.3,59,-1.69,,-14.01,,-14.62,-2.62,-17.24,33.68,49.23,-15.55
313,Alabama A&M,SWAC,,13,17,59.5,62.9,-3.33,,-14.34,,-12.15,-5.53,-17.68,45.69,60.7,-15.01
314,Presbyterian,Big South,,7,24,56.7,65.5,-8.74,,-9.08,,-12.52,-5.3,-17.83,45.64,63.13,-17.49
315,Florida International,CUSA,,5,24,58.6,71.3,-12.72,,-4.87,,-8.38,-9.56,-17.94,46.16,63.26,-17.1
316,Grand Canyon,WAC,,7,20,56.3,65.2,-8.89,,-9.98,,-14.37,-4.5,-18.87,45.98,66.54,-20.56
317,Central Connecticut State,NEC,,7,21,59.1,67,-7.89,,-11.1,,-11.48,-7.51,-18.99,46.14,65.6,-19.46
318,Southeastern Louisiana,Southland,,9,20,57.1,65.3,-8.24,,-10.27,,-13.39,-5.76,-19.16,40.95,57.03,-16.09
319,Houston Christian,Southland,,9,19,65.4,69,-3.61,,-8.34,,-8.88,-10.34,-19.22,38.66,53.08,-14.42
320,Northwestern State,Southland,,11,18,69.3,73.9,-4.66,,-8.46,,-2.75,-16.48,-19.22,43.47,58.27,-14.8
321,Massachusetts-Lowell,AmEast,,7,22,53.2,62.8,-9.59,,-8.41,,-14.67,-4.89,-19.56,43.62,64.73,-21.11
322,Maryland-Baltimore County,AmEast,,10,20,55.5,62.4,-6.93,,-8.5,,-13.9,-5.67,-19.57,38.54,58.09,-19.55
323,NJIT,A-Sun,,6,24,54.2,66.9,-12.67,,-7.13,,-13.48,-6.32,-19.79,42.16,63.44,-21.28
324,Evansville,MVC,,4,26,56.6,73.8,-17.17,,-2.76,,-10.36,-9.56,-19.92,47.4,69.57,-22.17
325,Morgan State,MEAC,,10,21,54.4,62.9,-8.55,,-10.45,,-15.15,-4.86,-20.01,34.22,54.28,-20.05
326,Winthrop,Big South,,10,20,55.5,64.6,-9.07,,-10.8,,-14.13,-5.91,-20.04,39.82,58.36,-18.53
327,New Orleans,Southland,,12,16,60.9,66,-5.11,,-9.39,,-11.95,-8.2,-20.15,39.19,56.07,-16.88
328,New Hampshire,AmEast,,6,24,52.4,64.8,-12.4,,-6.66,,-14.57,-5.75,-20.31,42.98,65.94,-22.95
329,Illinois-Chicago,Horizon,,3,26,49.2,69.8,-20.52,,-0.2,,-15.16,-5.56,-20.71,38.75,61.77,-23.02
330,Alabama State,SWAC,,11,19,57.9,68.5,-10.57,,-9.63,,-12.35,-8.42,-20.76,42.67,60.53,-17.85
331,Eastern Kentucky,OVC,,2,27,54.5,71,-16.52,,-0.36,,-13.07,-8.14,-21.21,40.11,62.17,-22.06
332,Wagner,NEC,,10,20,63.5,71.1,-7.67,,-12.77,,-8.17,-13.46,-21.63,47.88,70.69,-22.81
333,Iona,MAAC,,5,26,47.1,63.3,-16.19,,-5.73,,-18.77,-3.16,-21.93,38.31,64.23,-25.93
334,Coppin State,MEAC,,5,25,57.2,71.9,-14.73,,-7.24,,-10.46,-11.52,-21.98,40.68,62.4,-21.72
335,Lipscomb,A-Sun,,4,25,53.7,71.8,-18.14,,-4.3,,-13.46,-8.98,-22.44,41.42,65.51,-24.09
336,South Carolina Upstate,Big South,,7,23,62.4,70.2,-7.83,,-10.7,,-8.38,-14.13,-22.52,39.07,59.13,-20.06
337,Incarnate Word,Southland,,5,24,57,75.5,-18.52,,-4.06,,-9.96,-12.61,-22.58,44.48,67.14,-22.66
338,Longwood,Big South,,3,27,59.4,73.5,-14.1,,-8.54,,-9.34,-13.3,-22.64,45.43,69.1,-23.67
339,Delaware State,MEAC,,7,21,60.1,71.4,-11.29,,-10.04,,-8.43,-14.99,-23.42,39.15,62.07,-22.92
340,McNeese,Southland,,7,22,62.7,77.3,-14.66,,-7.92,,-7.08,-16.95,-24.03,46.81,70.17,-23.36
341,North Carolina Central,MEAC,,9,22,59.6,70.6,-10.94,,-12.6,,-10.98,-13.12,-24.1,36.79,60.99,-24.2
342,Saint Peter's,MAAC,,6,24,56.3,68.7,-12.47,,-11.68,,-12.61,-11.53,-24.15,42.63,70.45,-27.83
343,FDU,NEC,,8,22,57.6,65.2,-7.53,,-13.58,,-16.16,-8.03,-24.19,39.84,65.34,-25.51
344,Western Carolina,Southern,,4,26,53.6,69.3,-15.7,,-6.65,,-14.8,-9.96,-24.76,36.87,62.45,-25.58
345,Mississippi Valley State,SWAC,,6,24,61.4,74.7,-13.37,,-11.91,,-8.74,-16.54,-25.28,45.04,69.32,-24.28
346,Florida A&M,MEAC,,4,25,51.4,67.5,-16.03,,-9.62,,-18.22,-8.22,-26.45,28.51,55.29,-26.77
347,Savannah State,MEAC,,7,19,62.8,69.2,-6.46,,-12.94,,-12.65,-14.83,-27.48,-5.35,10.17,-15.52
348,Long Island University,NEC,,4,25,56,70.8,-14.79,,-12.93,,-14.57,-13.08,-27.65,40.91,72.73,-31.82
349,Alcorn State,SWAC,,4,26,57.1,72.3,-15.23,,-14.02,,-14.34,-15.57,-29.91,35.45,62.93,-27.49
350,Arkansas-Pine Bluff,SWAC,,5,20,51.4,66.3,-14.96,,-13.17,,-21.04,-11.27,-32.31,24.66,52.36,-27.7
351,Chicago State,WAC,,2,28,55.5,85,-29.43,,-6.09,,-13.87,-21.65,-35.52,35.73,74.49,-38.76
