,,,,,,,,,,,,SRS,SRS,SRS,Adjusted,Adjusted,Adjusted
57,James Madison,CAA,,29,6,66.1,51.6,14.51,,-1.51,,1.59,11.41,13,67.86,42.04,25.83
58,Saint Mary's,WCC,,21,12,75.4,68,7.42,,5.53,,12.18,0.77,12.95,74.38,51.16,23.22
59,Ohio,MAC,,30,6,76.3,65.3,10.97,,1.96,,11.25,1.68,12.93,72.42,49.63,22.8
60,South Florida,AAC,,19,16,62.7,56.2,6.49,,6.43,,1.96,10.95,12.91,67.09,42.44,24.65
61,Green Bay,Horizon,,22,10,63.4,51.9,11.5,,2.59,,-0.77,13.65,12.88,66.1,41.37,24.73
62,UCF,AAC,,26,7,61.2,55.8,5.39,,7.3,,0.77,11.92,12.7,64.72,40.61,24.11
63,Missouri State,MVC,,25,10,72.8,63.2,9.63,,3.05,,8.71,3.96,12.68,68.81,46.2,22.6
64,Villanova,Big East,,19,13,64.7,62.3,2.34,,10.11,,4.99,7.46,12.46,75.44,52.11,23.33
65,Belmont,OVC,,26,7,75,60,14.94,,-2.62,,8.07,4.25,12.32,76.8,52.44,24.36
66,Georgetown,Big East,,19,16,61.8,60.1,1.71,,10.53,,2,10.24,12.24,66.3,44.09,22.21
67,UC Davis,Big West,,25,7,71.2,57,14.22,,-0.92,,5.67,6.48,12.15,68.18,46.38,21.8
68,Oklahoma State,Big 12,,14,16,66.2,65.3,0.97,,10.99,,5.41,6.55,11.96,68.84,46.27,22.57
69,Florida Gulf Coast,A-Sun,,28,5,75.3,57,18.27,,-5.17,,6.14,5.69,11.83,64.75,42.93,21.82
70,St. John's (NY),Big East,,15,16,64.7,62.5,2.13,,9.65,,4.07,7.71,11.78,71.17,48.83,22.34
71,New Mexico,MWC,,24,7,75.4,64,11.39,,0.19,,10.1,1.48,11.57,66.17,46.23,19.94
72,Rice,CUSA,,28,4,65.9,52.9,13,,-1.49,,-0.09,11.6,11.51,70.07,44.92,25.15
73,Cincinnati,AAC,,24,11,67.2,60.5,6.74,,4.37,,5.71,5.41,11.11,70.13,48.55,21.58
74,Boise State,MWC,,28,5,75.1,63.9,11.21,,2.39,,10.03,0.68,10.71,65.76,47.58,18.18
75,Brigham Young,WCC,,26,7,69.2,63.1,6.06,,4.64,,4.81,5.89,10.71,69.03,49.16,19.87
76,Kansas,Big 12,,13,18,64.6,66.4,-1.74,,12.14,,4.75,5.65,10.4,68.08,47.46,20.63
77,Texas Tech,Big 12,,14,17,72,72.3,-0.26,,10.64,,11.95,-1.57,10.38,71.66,50.7,20.95
78,Washington State,Pac-12,,9,21,66.5,72.1,-5.57,,15.93,,8.25,2.11,10.36,72.98,54.46,18.52
79,Pennsylvania,Ivy,,24,7,65.7,54.4,11.35,,-0.26,,0.73,9.58,10.31,65.15,44.67,20.48
80,Creighton,Big East,,15,16,65,66.5,-1.48,,11.66,,4.86,5.31,10.17,72.32,52.87,19.45
81,Bucknell,Patriot,,28,6,72.4,57.8,14.59,,-4.44,,7.47,2.67,10.15,71.96,51.65,20.31
82,Ohio State,Big Ten,,14,15,62.1,65.1,-3.03,,13.15,,2.6,7.51,10.11,65.36,45.63,19.73
83,Quinnipiac,MAAC,,26,7,65.2,51.3,13.94,,-3.86,,-0.09,10.16,10.08,63.73,43.42,20.3
84,Wyoming,MWC,,25,9,67.3,57.7,9.59,,2.96,,1.19,8.58,9.77,67.06,49.14,17.92
85,Seton Hall,Big East,,15,16,74.2,72.2,2,,7.6,,12.58,-2.98,9.6,71.2,52.9,18.3
86,Princeton,Ivy,,22,10,70.9,63.7,7.25,,1.95,,6.89,2.3,9.2,69.43,50.59,18.84
87,Harvard,Ivy,,17,13,70.8,64.4,6.4,,2.6,,8.66,0.34,9,71.88,52.57,19.32
88,Colorado,Pac-12,,12,18,64.4,68,-3.6,,12.55,,4.85,4.1,8.95,67.69,50.23,17.46
89,Boston College,ACC,,14,16,73.5,73.1,0.4,,8.26,,12.34,-3.68,8.66,72,54.28,17.72
90,Oklahoma,Big 12,,8,22,72,79,-6.93,,15.37,,13.36,-4.92,8.44,70.17,51.77,18.4
91,Washington,Pac-12,,11,21,63.7,71.4,-7.69,,15.89,,4.75,3.46,8.21,67.25,50.51,16.74
92,UT Arlington,Sun Belt,,24,8,70.6,59.6,11.03,,-2.93,,3.43,4.67,8.1,64.98,47.46,17.51
93,Middle Tennessee,CUSA,,23,11,64.8,56.5,8.29,,-0.39,,-0.25,8.16,7.91,71.31,52.21,19.1
94,Alabama,SEC,,14,17,63.7,64.7,-1.03,,8.73,,2.54,5.16,7.7,62.91,46.71,16.2
95,Wisconsin,Big Ten,,15,18,64.2,63.6,0.55,,7.14,,2.36,5.32,7.68,63.28,47.21,16.06
96,UAB,CUSA,,26,7,73.3,60.6,12.64,,-4.61,,5.07,2.58,7.64,67.76,50.2,17.56
97,Dayton,A-10,,17,14,65.3,59.4,5.84,,1.79,,2.94,4.69,7.63,62.53,46.11,16.42
98,Penn State,Big Ten,,12,18,67.7,70.5,-2.77,,10.18,,7.81,-0.4,7.41,68.21,51.94,16.27
99,Youngstown State,Horizon,,22,10,68.9,57.6,11.31,,-1.92,,3.67,3.74,7.41,65.05,49.39,15.66
100,Providence,Big East,,19,16,62.7,62.8,-0.09,,7.3,,0.54,6.68,7.22,62.22,46.48,15.74
101,Toledo,MAC,,21,12,64.8,60.6,4.18,,2.91,,-0.21,7.3,7.09,64.2,48.92,15.28
102,Virginia Commonwealth,A-10,,24,10,60.9,52,8.85,,-1.91,,-3.19,10.13,6.94,61.19,44.16,17.03
103,Houston,AAC,,15,16,68.2,68.5,-0.29,,6.99,,6.99,-0.29,6.7,64.11,48.48,15.63
104,Virginia,ACC,,12,19,58.6,65.8,-7.19,,13.78,,-0.93,7.51,6.59,62.92,48.38,14.53
105,Wright State,Horizon,,27,7,70.3,62.2,8.09,,-1.07,,6.54,-0.18,6.36,64.91,50.75,14.16
106,Fresno State,MWC,,19,13,69.7,64.3,5.34,,3.08,,4.86,1.45,6.32,64.88,52.23,12.65
107,IU Indy,Horizon,,20,12,65.5,57,8.5,,-0.49,,-0.19,6.51,6.32,62.2,47.61,14.59
108,Drexel,CAA,,24,9,60.2,50.5,9.7,,-3.54,,-6.31,12.47,6.16,63.25,46.08,17.17
109,Miami (OH),MAC,,23,9,67.1,61,6.09,,1.3,,1.5,4.64,6.14,63.89,49.7,14.2
110,Portland State,Big Sky,,25,8,70.8,60.3,10.42,,-3.18,,1.32,4.59,5.91,58.96,46.77,12.19
111,Little Rock,Sun Belt,,21,11,61.4,56.8,4.53,,0.98,,-3.82,9.33,5.51,63,47.94,15.06
112,Pacific,WCC,,19,13,72.5,70.2,2.28,,3.19,,8.01,-2.54,5.47,67.92,55.13,12.79
113,Fordham,A-10,,25,9,60.2,54.4,5.79,,-0.33,,-3.53,9,5.46,68.06,52.7,15.35
114,Illinois,Big Ten,,10,20,67.8,70.7,-2.87,,8.28,,6.33,-0.91,5.42,69.97,57.31,12.66
115,Kent State,MAC,,20,13,65.5,62.2,3.3,,3.65,,0.34,5.03,5.37,59.06,46.49,12.58
116,Idaho State,Big Sky,,20,11,65.9,58.9,6.94,,-0.78,,-2.04,7.19,5.15,59.78,47.08,12.71
117,Western Kentucky,CUSA,,20,15,72.5,70.7,1.77,,4.64,,8.45,-3.44,5.01,73.21,58.84,14.37
118,Vanderbilt,SEC,,7,23,64.5,70.8,-6.27,,11.26,,4.62,0.37,4.99,68.04,55.22,12.82
119,Troy,Sun Belt,,22,9,82.3,72.4,9.97,,-4.75,,14.84,-10,4.85,62.06,50.14,11.92
120,Idaho,Big Sky,,22,12,77.4,72.8,4.56,,0.27,,11.91,-7.09,4.83,75.76,64.19,11.57
121,Maine,AmEast,,25,8,66.7,57.5,9.21,,-4.54,,1.79,2.88,4.67,70.01,56.42,13.59
122,Pepperdine,WCC,,22,12,71.9,68.5,3.41,,1.89,,6.36,-1.69,4.67,66.96,55.78,11.18
123,Tulane,AAC,,15,15,61.4,59.9,1.5,,3.03,,-0.44,4.97,4.53,59.89,47.4,12.49
124,Northern Iowa,MVC,,20,13,66.7,64.1,2.61,,2.21,,1.72,2.64,4.37,63.47,52.1,11.36
125,Temple,AAC,,11,19,65.2,65.7,-0.57,,4.82,,3.61,0.65,4.25,64.95,52.78,12.17
126,Northern Illinois,MAC,,19,13,73.3,70.4,2.81,,1.26,,7.2,-3.13,4.07,64.4,54.02,10.38
127,Stephen F. Austin,Southland,,25,7,70.4,56.9,13.5,,-7.76,,-1.83,5.45,3.62,56.22,43.72,12.5
128,Old Dominion,CUSA,,21,11,68.5,62.7,5.78,,-2.28,,2.91,0.59,3.5,63.78,51.8,11.98
129,Loyola Marymount,WCC,,18,15,64.7,65.7,-1,,4.26,,-0.23,3.49,3.26,60.1,50.18,9.92
130,Pittsburgh,ACC,,11,20,57.7,67.1,-9.45,,12.34,,-1.94,4.83,2.89,59.47,49.98,9.48
131,Milwaukee,Horizon,,15,15,62.9,60.1,2.8,,0.05,,-1.62,4.47,2.85,60.62,51.16,9.47
132,American,Patriot,,22,11,63.9,58.7,5.15,,-2.4,,-0.96,3.71,2.75,64.45,54.26,10.19
133,Wake Forest,ACC,,10,20,57.4,64.6,-7.27,,9.94,,-2.53,5.2,2.67,59.82,50.02,9.8
134,Lamar,Southland,,24,7,77.9,62.6,15.23,,-5.77,,5.41,-2.85,2.56,52.51,43.06,9.46
135,Cal State Northridge,Big West,,16,15,60.9,59.5,1.39,,1.09,,-4.22,6.69,2.47,58.15,49.61,8.54
136,Denver,Summit,,18,14,80.3,76.5,3.78,,-1.32,,13.45,-10.98,2.47,67.54,59.71,7.83
137,Utah State,MWC,,17,16,61.8,59.8,1.91,,2.16,,-3.64,5.55,1.91,57.9,51.11,6.79
138,Duquesne,A-10,,19,13,65.3,63.2,2.03,,-0.19,,1.89,-0.05,1.85,63.38,55.52,7.86
139,Northern Colorado,Big Sky,,21,11,68.6,64.6,4.03,,-2.23,,1.95,-0.15,1.8,64.64,56.73,7.91
140,Tennessee-Martin,OVC,,23,9,77.9,70.2,7.66,,-4.55,,8.63,-6.91,1.72,61.19,52.92,8.27
141,Mississippi,SEC,,9,22,59.1,67.2,-8.1,,9.74,,-2.09,3.73,1.64,55.39,48.4,6.99
142,Xavier,Big East,,11,19,61.9,66.2,-4.3,,5.86,,-1.06,2.62,1.56,60.21,53.1,7.11
143,Hartford,AmEast,,23,11,63.7,57,6.74,,-5.24,,-2.4,3.9,1.5,56.57,48.72,7.85
144,Southern Illinois,MVC,,15,15,65.9,64,1.93,,-0.45,,-0.21,1.69,1.48,62.36,54.71,7.65
145,Northeastern,CAA,,20,12,69.9,66.5,3.41,,-2.05,,5.81,-4.45,1.35,67.58,58.85,8.72
146,Lehigh,Patriot,,21,10,64.3,56.5,7.77,,-5.83,,-1.94,3.01,1.07,56.39,49.02,7.37
147,Radford,Big South,,26,7,63.5,55.1,8.39,,-7.16,,-4.25,5.31,1.06,54.46,45.44,9.02
148,Florida,SEC,,8,23,60.7,70,-9.23,,10.16,,0.66,0.28,0.93,62.13,54.75,7.38
149,Marist,MAAC,,23,10,68.1,60,8.06,,-7.23,,1.94,-1.11,0.83,67.72,59.88,7.84
150,Oral Roberts,Summit,,18,13,71.2,68.5,2.65,,0.37,,2.74,-2.12,0.62,62.03,55.77,6.25
151,Mercer,Southern,,25,8,67.5,61.3,6.15,,-5.76,,-0.14,0.53,0.4,63.26,55.38,7.88
152,Nevada-Las Vegas,MWC,,12,18,59.5,61.6,-2.17,,2.37,,-4.08,4.28,0.2,56.71,51.84,4.87
153,North Texas,CUSA,,18,16,63.3,59.9,3.41,,-0.31,,-2.05,2.23,0.18,54.29,48.52,5.77
154,Davidson,A-10,,17,15,66,62.2,3.84,,-2.78,,0.61,-0.49,0.13,58.33,51.85,6.48
155,Saint Louis,A-10,,15,16,61.9,61.2,0.68,,-0.58,,-0.97,1.06,0.09,60.95,54.53,6.42
156,Akron,MAC,,16,15,66,65.8,0.16,,0.49,,0.87,-0.85,0.03,60.67,55.25,5.43
157,Nevada,MWC,,12,19,65.5,67.6,-2.13,,2.76,,1.28,-1.49,-0.2,59.32,54.71,4.6
158,Morehead State,OVC,,24,11,76.2,66.9,9.29,,-5.43,,5.31,-5.62,-0.31,59.41,53.86,5.55
159,Louisiana Tech,CUSA,,14,16,71.8,70.1,1.73,,-0.68,,6.07,-6.4,-0.33,60.13,55.07,5.06
160,Hawaii,Big West,,15,17,59.6,60.3,-0.78,,0.68,,-5.3,4.69,-0.61,56.98,53.19,3.79
161,Yale,Ivy,,16,13,63.3,61.6,1.79,,-2.43,,-2.63,1.99,-0.64,57.02,51.6,5.42
162,Illinois State,MVC,,19,12,62.5,61.5,0.94,,-1.44,,-4.55,3.78,-0.77,57.95,53.45,4.5
163,Charlotte,CUSA,,18,13,61.5,61,0.58,,-1.54,,-3.38,2.49,-0.89,61.28,55.53,5.75
164,Eastern Michigan,MAC,,14,17,62.7,65.1,-2.45,,2.06,,-2.08,1.14,-0.94,54.01,49.73,4.28
165,UC Riverside,Big West,,17,16,61.9,62.4,-0.45,,-0.55,,-2.32,1.31,-1,56.13,52.87,3.26
166,Santa Clara,WCC,,14,17,64.1,66.8,-2.74,,3.73,,-2.15,1.04,-1.11,56.83,54.3,2.53
167,Bradley,MVC,,20,10,70.8,66.3,4.43,,-4.26,,2.76,-3.91,-1.16,57.44,53.96,3.48
168,Southern Methodist,AAC,,11,19,55.4,58.7,-3.33,,2.14,,-7.22,6.03,-1.19,50.31,45.49,4.82
169,Tulsa,AAC,,13,18,57.8,63.4,-5.55,,4.34,,-3.61,2.4,-1.21,54.74,49.88,4.87
170,Dartmouth,Ivy,,13,14,61.2,59.3,1.85,,-3.08,,-4.79,3.56,-1.22,59.32,54.79,4.54
171,South Alabama,Sun Belt,,25,11,68,63.2,4.75,,-4.2,,-0.73,-0.65,-1.38,53.52,48.92,4.6
172,San Diego State,MWC,,14,18,65,67.4,-2.47,,0.9,,0.59,-2.15,-1.57,61.29,59.09,2.2
173,Towson,CAA,,20,13,67.2,67.2,-0.03,,-1.7,,2.96,-4.7,-1.73,59.21,54.9,4.31
174,Appalachian State,Sun Belt,,22,14,68.5,67.7,0.75,,-2.68,,1.97,-3.9,-1.93,60.11,55.98,4.13
175,Tennessee Tech,OVC,,22,11,69.6,64,5.61,,-5.65,,0.81,-2.91,-2.1,58.85,55.26,3.59
176,Montana State,Big Sky,,16,15,65.2,66.4,-1.23,,-0.34,,-0.56,-1.59,-2.14,59.28,56.8,2.48
177,Abilene Christian,Southland,,23,10,73.2,64.1,9.06,,-6.48,,2.81,-5.08,-2.27,59.65,55.35,4.3
178,Delaware,CAA,,16,15,61.5,60.8,0.65,,-2.93,,-4.62,2.34,-2.28,53.33,49.78,3.56
179,Southern Mississippi,CUSA,,18,14,63.2,59.1,4.06,,-4.4,,-5.85,3.39,-2.46,53.91,50.02,3.89
180,Stony Brook,AmEast,,23,8,65.1,56.8,8.35,,-10.09,,-2.66,-0.03,-2.69,61.37,58.01,3.36
181,California Baptist,WAC,,18,12,79.4,68.1,11.3,,-8.42,,7.36,-10.13,-2.77,52.01,50.17,1.84
182,New Mexico State,WAC,,26,7,72.1,64,8.06,,-8.74,,0.48,-3.28,-2.8,52.97,51.08,1.89
183,Portland,WCC,,13,17,74,75.8,-1.87,,2.42,,8.61,-11.4,-2.8,60.71,59.22,1.49
184,Ball State,MAC,,8,23,64.1,71.7,-7.61,,6.24,,0.2,-3.05,-2.86,55.22,53.58,1.65
185,Kansas City,WAC,,16,15,76,70,6,,-7.22,,5.64,-8.69,-3.05,59.13,57.93,1.2
186,North Alabama,A-Sun,,21,9,71,60.7,10.3,,-8.94,,0.29,-3.35,-3.05,47.3,45.33,1.97
187,UNC Wilmington,CAA,,18,12,65.6,64.1,1.5,,-3.5,,-1.29,-1.82,-3.11,56.75,54.43,2.32
188,Chattanooga,Southern,,14,17,62,64.3,-2.29,,-0.6,,-3.75,0.59,-3.16,54.67,52.66,2.01
189,Wichita State,AAC,,12,18,56.9,61.7,-4.8,,1.55,,-6.88,3.63,-3.25,51.15,49.95,1.19
190,George Mason,A-10,,16,14,64.6,63.3,1.3,,-4.68,,-1.28,-2.1,-3.38,59.84,58.32,1.52
191,Robert Morris,NEC,,22,11,62,55.3,6.76,,-10,,-9.51,5.85,-3.66,50.87,49.04,1.83
192,East Carolina,AAC,,16,15,61.2,64.7,-3.55,,-0.13,,-1.86,-1.82,-3.68,53.12,51.47,1.65
193,UC Irvine,Big West,,20,11,66.8,65.4,1.42,,-2.68,,0.51,-4.2,-3.68,58.32,58.46,-0.14
194,Cornell,Ivy,,12,14,58,59.1,-1.12,,-2.6,,-8.11,4.4,-3.71,51.39,51.02,0.37
195,San Francisco,WCC,,7,24,64.9,72.3,-7.35,,3.4,,-0.81,-3.15,-3.96,58.96,59.71,-0.76
196,High Point,Big South,,22,9,72.8,65.6,7.16,,-8.12,,3.37,-7.35,-3.98,55.03,53.22,1.81
197,William & Mary,CAA,,15,16,65,65.2,-0.26,,-3.85,,-0.14,-3.97,-4.11,60.76,59.5,1.26
198,Bowling Green,MAC,,9,21,68.9,74.4,-5.43,,2.61,,4.92,-9.14,-4.22,60.23,60.01,0.22
199,Massachusetts,A-10,,16,16,63,61.7,1.34,,-5.68,,-3.46,-0.88,-4.34,58.81,58.41,0.4
200,Georgia State,Sun Belt,,17,14,63.3,63.4,-0.1,,-4.29,,-3.73,-0.66,-4.39,55.16,54.36,0.8
201,Columbia,Ivy,,8,19,64.9,68.6,-3.7,,-0.7,,-0.22,-4.18,-4.4,60.38,60.5,-0.13
202,Marshall,CUSA,,17,15,67.3,66.3,1.06,,-4.09,,-0.77,-3.94,-4.7,56.1,56.02,0.08
203,Northern Kentucky,Horizon,,11,18,58.7,62.1,-3.41,,0.14,,-5.71,0.85,-4.86,54.33,55.54,-1.21
204,Coastal Carolina,Sun Belt,,17,15,71.2,66.6,4.63,,-4.83,,0.17,-5.07,-4.9,53.83,53.78,0.04
205,Texas State,Sun Belt,,14,17,62.5,62,0.48,,-1.42,,-5.8,0.87,-4.93,53.31,53.67,-0.36
206,Liberty,A-Sun,,16,16,62.2,61.3,0.88,,-5.25,,-4.8,-0.16,-4.96,54,54.43,-0.43
207,Sam Houston,Southland,,16,13,74.5,68.4,6.1,,-6.86,,3.51,-8.6,-5.09,51.18,50.31,0.87
208,Saint Joseph's,A-10,,12,19,53.7,57,-3.26,,-1.87,,-9.84,4.71,-5.12,54.22,55.74,-1.52
209,George Washington,A-10,,10,20,51.3,57.4,-6.1,,0.77,,-11.74,6.42,-5.33,50.5,53.41,-2.92
210,Furman,Southern,,19,14,64.6,63.7,0.91,,-5.62,,-3.71,-1.75,-5.46,54.77,54.67,0.1
211,Jacksonville State,OVC,,15,15,59.8,59.1,0.73,,-5.13,,-9.74,4.27,-5.47,46.06,46.94,-0.89
212,Boston University,Patriot,,15,14,58.9,59.1,-0.21,,-5.39,,-8.02,2.42,-5.59,58.32,60,-1.68
213,Montana,Big Sky,,14,16,65.5,68.6,-3.03,,-0.96,,-2.21,-3.44,-5.65,57.37,60.02,-2.65
214,Western Michigan,MAC,,10,20,61.8,66.7,-4.93,,0.2,,-4.5,-1.23,-5.73,55.61,58.11,-2.5
215,Colorado State,MWC,,8,22,54.7,60.9,-6.23,,3.76,,-10.56,4.82,-5.74,49.64,54.41,-4.77
216,Stetson,A-Sun,,16,16,61,60.8,0.16,,-4.01,,-6.49,0.72,-5.78,53.84,55.46,-1.62
217,Northern Arizona,Big Sky,,13,18,68.2,72.9,-4.65,,-1.51,,1.22,-7.37,-6.16,58.5,61.49,-2.99
218,Eastern Washington,Big Sky,,13,20,63.1,69.2,-6.18,,0.59,,-2.9,-3.54,-6.44,55.55,59.58,-4.03
219,Western Illinois,Summit,,12,18,75.5,78.4,-2.9,,0.39,,7.18,-13.65,-6.46,55.38,57.96,-2.58
220,Memphis,AAC,,11,20,57.1,64.5,-7.45,,0.98,,-6.29,-0.19,-6.47,50.82,53.16,-2.34
221,Arkansas State,Sun Belt,,12,18,67.7,72.6,-4.97,,-1.53,,1.7,-8.2,-6.5,59.23,61.64,-2.41
222,East Tennessee State,Southern,,10,21,67.8,72.4,-4.52,,-2.06,,1.33,-7.91,-6.58,54.9,56.83,-1.93
223,Cal State Fullerton,Big West,,14,16,62.6,65.1,-2.47,,-3.68,,-3.89,-2.75,-6.64,54.15,58.67,-4.52
224,Air Force,MWC,,8,22,60.1,67.1,-6.93,,1.1,,-5.18,-1.51,-6.69,47.6,51.85,-4.25
225,Loyola (IL),MVC,,13,18,62.3,66.2,-3.94,,-2.76,,-5.24,-1.45,-6.69,54,57.87,-3.87
226,North Carolina A&T,MEAC,,20,12,59.9,54.3,5.56,,-12.63,,-9.71,2.98,-6.73,38.98,40.7,-1.72
227,Cleveland State,Horizon,,10,20,64.4,68,-3.6,,-0.72,,-1.73,-5.06,-6.79,50.19,54.24,-4.05
